id1,id2,source_1,source_2,score,in_gold,in_human,in_ditto,decision_path
dbpedia_17164,metacritic_14091,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_17257,metacritic_11373,dbpedia,metacritic,0.8662087321281433,False,False,True,plm_check_confident_pos
dbpedia_17353,metacritic_19781,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_17356,metacritic_20427,dbpedia,metacritic,0.739407599,False,True,True,agreement
dbpedia_17511,metacritic_13124,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_1770,metacritic_13385,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_17951,metacritic_8351,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_17952,metacritic_13063,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_1804,metacritic_11078,dbpedia,metacritic,0.6894131303,False,False,True,plm_check_llm_yes
dbpedia_18260,metacritic_11968,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_18324,metacritic_9441,dbpedia,metacritic,0.8482336998,False,True,True,agreement
dbpedia_18593,metacritic_2068,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_18675,metacritic_18985,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_18717,metacritic_11680,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_18762,metacritic_15609,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_18876,metacritic_6548,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_1903,metacritic_9666,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_19275,metacritic_11708,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_19414,metacritic_5998,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_19541,metacritic_6785,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_19665,metacritic_7674,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_19921,metacritic_11440,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_20009,metacritic_1605,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_2010,metacritic_6562,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_20386,metacritic_1307,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_20487,metacritic_2510,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_20575,metacritic_1147,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_20631,metacritic_9873,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_2105,metacritic_15718,dbpedia,metacritic,0.9693540931,False,True,True,agreement
dbpedia_21106,metacritic_5470,dbpedia,metacritic,0.975759685,False,False,True,plm_check_confident_pos
dbpedia_21268,metacritic_10085,dbpedia,metacritic,0.9677679539,False,False,True,plm_check_confident_pos
dbpedia_21319,metacritic_696,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_21569,metacritic_19376,dbpedia,metacritic,0.9545171857,False,True,True,agreement
dbpedia_21607,metacritic_14787,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_21746,metacritic_4737,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_21815,metacritic_19159,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_22016,metacritic_19481,dbpedia,metacritic,0.9887291193,False,False,True,plm_check_confident_pos
dbpedia_22095,metacritic_20420,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_22182,metacritic_12202,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_22242,metacritic_891,dbpedia,metacritic,0.8339556456,False,False,True,plm_check_confident_pos
dbpedia_22295,metacritic_14495,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_22345,metacritic_5707,dbpedia,metacritic,0.9640516639,False,True,True,agreement
dbpedia_22632,metacritic_5330,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_22642,metacritic_17126,dbpedia,metacritic,0.9741352797,False,False,True,plm_check_confident_pos
dbpedia_22846,metacritic_13112,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_22932,metacritic_2750,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_23057,metacritic_2338,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_2333,metacritic_5581,dbpedia,metacritic,0.9493818283,False,False,True,plm_check_confident_pos
dbpedia_23381,metacritic_6785,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_2363,metacritic_17782,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_2364,metacritic_19312,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_23675,metacritic_13259,dbpedia,metacritic,0.9487399459,False,False,True,plm_check_confident_pos
dbpedia_23739,metacritic_99,dbpedia,metacritic,0.7008840442,False,False,True,plm_check_confident_pos
dbpedia_2375,metacritic_5275,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_23927,metacritic_14359,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_23930,metacritic_2736,dbpedia,metacritic,0.9539938569,False,True,True,agreement
dbpedia_2398,metacritic_1532,dbpedia,metacritic,0.8882517815,False,True,True,agreement
dbpedia_24295,metacritic_230,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_24596,metacritic_8717,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_2463,metacritic_2802,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_24739,metacritic_15889,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_24833,metacritic_11318,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_24846,metacritic_16223,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_2493,metacritic_14235,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_25057,metacritic_12213,dbpedia,metacritic,0.9628515244,False,True,True,agreement
dbpedia_25435,metacritic_4564,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_25715,metacritic_6150,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_25796,metacritic_5501,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_25828,metacritic_10173,dbpedia,metacritic,0.8994392753,False,True,True,agreement
dbpedia_2606,metacritic_17976,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_26220,metacritic_5150,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_26265,metacritic_17392,dbpedia,metacritic,0.9807629585,False,True,True,agreement
dbpedia_2640,metacritic_3800,dbpedia,metacritic,0.9774665236,False,True,True,agreement
dbpedia_26546,metacritic_12885,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_26887,metacritic_15943,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_27085,metacritic_2113,dbpedia,metacritic,0.8833670616,False,False,True,plm_check_confident_pos
dbpedia_27206,metacritic_2546,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_27346,metacritic_12353,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_27418,metacritic_5189,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_27442,metacritic_18091,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_27487,metacritic_5860,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_27570,metacritic_832,dbpedia,metacritic,0.9414554238,False,False,True,plm_check_confident_pos
dbpedia_27788,metacritic_1947,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_27894,metacritic_7633,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_2811,metacritic_11168,dbpedia,metacritic,0.914712429,False,False,True,plm_check_confident_pos
dbpedia_28177,metacritic_1222,dbpedia,metacritic,0.9408479929,False,True,True,agreement
dbpedia_28737,metacritic_1605,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_28752,metacritic_9599,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_28786,metacritic_12297,dbpedia,metacritic,0.8984131217,False,False,True,plm_check_confident_pos
dbpedia_28811,metacritic_8877,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_2890,metacritic_14783,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_29211,metacritic_10526,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_29282,metacritic_2156,dbpedia,metacritic,0.8768250346,False,True,True,agreement
dbpedia_29421,metacritic_891,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_29556,metacritic_13940,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_29594,metacritic_12595,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_2972,metacritic_2555,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_29814,metacritic_9054,dbpedia,metacritic,0.8687667847,False,False,True,plm_check_confident_pos
dbpedia_29989,metacritic_11746,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_30038,metacritic_5175,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_30172,metacritic_15,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_30444,metacritic_891,dbpedia,metacritic,0.9807721376,False,False,True,plm_check_confident_pos
dbpedia_3059,metacritic_7353,dbpedia,metacritic,0.9747346044,False,True,True,agreement
dbpedia_30631,metacritic_19568,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_30787,metacritic_3142,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_3084,metacritic_3702,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_31093,metacritic_4185,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_31269,metacritic_2186,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_3127,metacritic_4107,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_31384,metacritic_13259,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_31474,metacritic_1109,dbpedia,metacritic,0.971222043,False,False,True,plm_check_confident_pos
dbpedia_31692,metacritic_15889,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_31865,metacritic_10962,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_31897,metacritic_17623,dbpedia,metacritic,0.9114916325,False,False,True,plm_check_confident_pos
dbpedia_31934,metacritic_18458,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_32386,metacritic_3455,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_32421,metacritic_19788,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_3260,metacritic_1123,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_32910,metacritic_10423,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_32964,metacritic_13857,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_3326,metacritic_19228,dbpedia,metacritic,0.8576686978,False,True,True,agreement
dbpedia_33752,metacritic_19340,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_33985,metacritic_3662,dbpedia,metacritic,0.9705792665,False,False,True,plm_check_confident_pos
dbpedia_34028,metacritic_6685,dbpedia,metacritic,0.8737430573,False,False,True,plm_check_confident_pos
dbpedia_34236,metacritic_2669,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_34475,metacritic_1950,dbpedia,metacritic,0.661278367,False,True,True,agreement
dbpedia_34477,metacritic_19736,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_34676,metacritic_7943,dbpedia,metacritic,0.9107582569,False,True,True,agreement
dbpedia_35107,metacritic_1313,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_35131,metacritic_14750,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_3529,metacritic_15,dbpedia,metacritic,0.9680585861,False,False,True,plm_check_confident_pos
dbpedia_35348,metacritic_5863,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_3537,metacritic_703,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_35561,metacritic_8674,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_35578,metacritic_5029,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_35750,metacritic_7387,dbpedia,metacritic,0.9596682787,False,True,True,agreement
dbpedia_35758,metacritic_17500,dbpedia,metacritic,0.9736554027,False,True,True,agreement
dbpedia_3584,metacritic_3314,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_35934,metacritic_9859,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_35945,metacritic_11918,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_36186,metacritic_1950,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_3628,metacritic_8457,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_36401,metacritic_6855,dbpedia,metacritic,0.9897437692,False,True,True,agreement
dbpedia_36734,metacritic_12699,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_37802,metacritic_11584,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_37880,metacritic_15961,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_38072,metacritic_658,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_38090,metacritic_13588,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_38151,metacritic_14340,dbpedia,metacritic,0.9869135022,False,True,True,agreement
dbpedia_38300,metacritic_17114,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_38434,metacritic_7513,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_38694,metacritic_2143,dbpedia,metacritic,0.7290577888,False,False,True,plm_check_confident_pos
dbpedia_38749,metacritic_14974,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_3880,metacritic_17293,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_38848,metacritic_15586,dbpedia,metacritic,0.8401281238,False,False,True,plm_check_confident_pos
dbpedia_3889,metacritic_5855,dbpedia,metacritic,0.9825075269,False,True,True,agreement
dbpedia_38953,metacritic_7635,dbpedia,metacritic,0.9638298154,False,True,True,agreement
dbpedia_39775,metacritic_16058,dbpedia,metacritic,0.9890441895,False,True,True,agreement
dbpedia_39896,metacritic_20489,dbpedia,metacritic,0.9410011172,False,False,True,plm_check_confident_pos
dbpedia_40172,metacritic_10314,dbpedia,metacritic,0.9793685675,False,True,True,agreement
dbpedia_40240,metacritic_2132,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_40415,metacritic_727,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_40500,metacritic_10433,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_40520,metacritic_297,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_4077,metacritic_4765,dbpedia,metacritic,0.7553395629,False,False,True,plm_check_confident_pos
dbpedia_40792,metacritic_16013,dbpedia,metacritic,0.9631249905,False,True,True,agreement
dbpedia_40795,metacritic_68,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_40830,metacritic_19596,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_40862,metacritic_17460,dbpedia,metacritic,0.7555947304,False,False,True,plm_check_confident_pos
dbpedia_40872,metacritic_8742,dbpedia,metacritic,0.9319531322,False,False,True,plm_check_confident_pos
dbpedia_40881,metacritic_461,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_41374,metacritic_1242,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_4171,metacritic_20407,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_41880,metacritic_5243,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_42203,metacritic_17059,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_42332,metacritic_9007,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_42456,metacritic_20427,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_42477,metacritic_7628,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_4262,metacritic_19642,dbpedia,metacritic,0.6654170752,False,False,True,plm_check_llm_yes
dbpedia_42674,metacritic_7735,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_42715,metacritic_11984,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_43189,metacritic_16885,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_4343,metacritic_10522,dbpedia,metacritic,0.8437361717,False,False,True,plm_check_confident_pos
dbpedia_4349,metacritic_891,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_43545,metacritic_9351,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_43602,metacritic_5338,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_43671,metacritic_3395,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_43790,metacritic_6935,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_44051,metacritic_14659,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_44139,metacritic_15443,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_44228,metacritic_7135,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_44278,metacritic_18247,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_4440,metacritic_2269,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_44585,metacritic_4535,dbpedia,metacritic,0.6979811788,False,False,True,plm_check_llm_yes
dbpedia_44652,metacritic_11742,dbpedia,metacritic,0.5068707466,False,False,True,plm_check_llm_yes
dbpedia_4493,metacritic_14501,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_45460,metacritic_12204,dbpedia,metacritic,0.9513671994,False,True,True,agreement
dbpedia_45900,metacritic_16377,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_45965,metacritic_14750,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_46071,metacritic_42,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_46226,metacritic_13390,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_46385,metacritic_17775,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_46554,metacritic_12656,dbpedia,metacritic,0.8474609256,False,False,True,plm_check_confident_pos
dbpedia_46556,metacritic_12210,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_46879,metacritic_7353,dbpedia,metacritic,0.9086690545,False,False,True,plm_check_confident_pos
dbpedia_472,metacritic_7071,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_47300,metacritic_198,dbpedia,metacritic,0.756569922,False,True,True,agreement
dbpedia_47605,metacritic_10573,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_47630,metacritic_11740,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_47631,metacritic_7815,dbpedia,metacritic,0.7183961272,False,True,True,agreement
dbpedia_4780,metacritic_4101,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_47813,metacritic_8305,dbpedia,metacritic,0.8162386417,False,False,True,plm_check_confident_pos
dbpedia_47913,metacritic_10526,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_48018,metacritic_18867,dbpedia,metacritic,0.9116204381,False,False,True,plm_check_confident_pos
dbpedia_4812,metacritic_15380,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_48474,metacritic_8617,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_48711,metacritic_3893,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_48724,metacritic_279,dbpedia,metacritic,0.9768202305,False,True,True,agreement
dbpedia_49374,metacritic_11420,dbpedia,metacritic,0.8119565248,False,False,True,plm_check_confident_pos
dbpedia_49384,metacritic_15500,dbpedia,metacritic,0.9823975563,False,True,True,agreement
dbpedia_49495,metacritic_7948,dbpedia,metacritic,0.9741925001,False,True,True,agreement
dbpedia_4966,metacritic_5132,dbpedia,metacritic,0.8298415542,False,True,True,agreement
dbpedia_49817,metacritic_18941,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_49912,metacritic_7703,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_5,metacritic_17779,dbpedia,metacritic,0.9891865849,False,True,True,agreement
dbpedia_50572,metacritic_12257,dbpedia,metacritic,0.9759088755,False,True,True,agreement
dbpedia_5067,metacritic_15141,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_50688,metacritic_9164,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_51141,metacritic_1908,dbpedia,metacritic,0.9050335884,False,True,True,agreement
dbpedia_51413,metacritic_3698,dbpedia,metacritic,0.9854381084,False,True,True,agreement
dbpedia_51434,metacritic_18539,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_51486,metacritic_6926,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_51536,metacritic_4478,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_51544,metacritic_6529,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_51689,metacritic_14239,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_51905,metacritic_2755,dbpedia,metacritic,0.6728781462,False,False,True,plm_check_llm_yes
dbpedia_51923,metacritic_470,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_52073,metacritic_12707,dbpedia,metacritic,0.6702194214,False,True,True,agreement
dbpedia_52338,metacritic_3246,dbpedia,metacritic,0.7335212231,False,True,True,agreement
dbpedia_52356,metacritic_1848,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_52650,metacritic_1270,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_52888,metacritic_13962,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_530,metacritic_15171,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_530,metacritic_17258,dbpedia,metacritic,0.8541651964,False,False,True,plm_check_confident_pos
dbpedia_53015,metacritic_12133,dbpedia,metacritic,0.9868515134,False,True,True,agreement
dbpedia_5322,metacritic_2619,dbpedia,metacritic,0.8070993423,False,True,True,agreement
dbpedia_53681,metacritic_16031,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_53797,metacritic_11264,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_54069,metacritic_1478,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_54083,metacritic_5368,dbpedia,metacritic,1.0,True,True,False,gold
dbpedia_54165,metacritic_15953,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_54249,metacritic_6108,dbpedia,metacritic,0.8661186099,False,False,True,plm_check_confident_pos
dbpedia_54303,metacritic_3330,dbpedia,metacritic,0.9483354092,False,True,True,agreement
dbpedia_54363,metacritic_8567,dbpedia,metacritic,0.9398716092,False,False,True,plm_check_confident_pos
dbpedia_54439,metacritic_12754,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_54500,metacritic_4374,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_5470,metacritic_10085,dbpedia,metacritic,1.0,True,True,True,gold
