entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
fullcontact_24|http://www.forbes.com/companies/bank-audi/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.01451371796, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_291|http://www.forbes.com/companies/a2a/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0002570179349, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_297|http://www.forbes.com/companies/cimarex-energy/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0004320643784, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_306|http://www.forbes.com/companies/aegon/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0004015601007, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_324|http://www.forbes.com/companies/monsanto/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.01133663766, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_338|http://www.forbes.com/companies/hilton-worldwide/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0201858785, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_380|http://www.forbes.com/companies/carnival/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.01234411448, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_380|http://www.forbes.com/companies/gannett/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.02315717563, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_380|http://www.forbes.com/companies/wyndham-worldwide/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.7703483105, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_386|http://www.forbes.com/companies/lowes-cos/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.004992079921, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_390|http://www.forbes.com/companies/glaxosmithkline/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0006778399693, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_430|http://www.forbes.com/companies/investor/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.06668723375, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_440|http://www.forbes.com/companies/bharat-heavy-electricals/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0006447496708, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_440|http://www.forbes.com/companies/gansu-jiu-steel-group-hongxing-iron-steel/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.00051335647, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_459|http://www.forbes.com/companies/arrow-electronics/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0006215507165, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_472|http://www.forbes.com/companies/capital-shopping/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.2188380212, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_487|http://www.forbes.com/companies/protective-life/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.004758586176, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_491|http://www.forbes.com/companies/freddie-mac/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001339808106, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_500|http://www.forbes.com/companies/bank-of-east-asia/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.01793998852, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_506|http://www.forbes.com/companies/torchmark/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0005115928361, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_51|http://www.forbes.com/companies/suncorp-group/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0001299594296, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_518|http://www.forbes.com/companies/fmc/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.02747431584, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_520|http://www.forbes.com/companies/macquarie-group/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001148380805, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_520|http://www.forbes.com/companies/realogy-holdings/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.003484023735, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_525|http://www.forbes.com/companies/eli-lilly-co/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.008483210579, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_527|http://www.forbes.com/companies/subsea-7/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.009116100147, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_532|http://www.forbes.com/companies/taiwan-cooperative-financial/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.002395598218, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_537|http://www.forbes.com/companies/bank-of-ny-mellon/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0517567955, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_549|http://www.forbes.com/companies/rosneft/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.009301019832, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_56|http://www.forbes.com/companies/everest-re-group/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 9.216537728e-05, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_565|http://www.forbes.com/companies/discover-financial-services/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.03482530266, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_577|http://www.forbes.com/companies/talisman-energy/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.00126977684, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_578|http://www.forbes.com/companies/toppan-printing/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0006205284153, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_596|http://www.forbes.com/companies/gansu-jiu-steel-group-hongxing-iron-steel/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0003782486601, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_596|http://www.forbes.com/companies/hyundai-mobis/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0004000866902, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_601|http://www.forbes.com/companies/samsung-life-insurance/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.00052904943, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_604|http://www.forbes.com/companies/manulife-financial/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001398036489, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_631|http://www.forbes.com/companies/novatek/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.01170195173, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_66|http://www.forbes.com/companies/halkbank/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.02097104862, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_672|http://www.forbes.com/companies/qatar-national-bank/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.003021255601, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_7|http://www.forbes.com/companies/cf-industries-holdings/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0007336707204, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_706|http://www.forbes.com/companies/national-grid/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.06693053991, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_717|http://www.forbes.com/companies/pbf-energy/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0003897324204, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_768|http://www.forbes.com/companies/coal-india/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001416152576, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_78|http://www.forbes.com/companies/hartford-financial-services/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.005470651668, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_783|http://www.forbes.com/companies/metalurgica-gerdau/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.002357937163, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_810|http://www.forbes.com/companies/agl-energy/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.002030458767, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_830|http://www.forbes.com/companies/hilton-worldwide/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.01228672266, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_90|http://www.forbes.com/companies/merck-co/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.008129383437, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
fullcontact_987|http://www.forbes.com/companies/cardinal-health/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.01118893549, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/A2A|http://www.forbes.com/companies/enel/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0003306948638, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/ACE_Limited|http://www.forbes.com/companies/suncorp-group/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0001140223103, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Abu_Dhabi_Islamic_Bank|http://www.forbes.com/companies/doha-bank/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0002467938757, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Akbank|http://www.forbes.com/companies/halkbank/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.00819638744, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Anhui_Conch_Cement_Company|http://www.forbes.com/companies/metallurgical-corp-of-china/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.005779772531, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Beijing_Automotive_Group|http://www.forbes.com/companies/sinomach-automobile/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001958949724, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Bharat_Heavy_Electricals|http://www.forbes.com/companies/jindal-steel-power/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0005509539042, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/C&E|http://www.forbes.com/companies/pou-chen/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.280035764, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/CRAIC_Technologies|http://www.forbes.com/companies/xilinx/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.02257704362, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Cabot_Oil_&_Gas|http://www.forbes.com/companies/occidental-petroleum/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.006400985643, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Caesars_Entertainment_Inc.|http://www.forbes.com/companies/mgm-resorts/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.005606645718, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/China_Merchants_Bank|http://www.forbes.com/companies/bank-of-communications/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0006183588412, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/China_Petrochemical_Corporation|http://www.forbes.com/companies/china-shenhua-energy/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001428917167, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/China_Shipping_Container_Lines|http://www.forbes.com/companies/shanghai-construction/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0406409204, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/China_Yangtze_Power|http://www.forbes.com/companies/chugoku-electric-power/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0003366660676, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/ClickSoftware_Technologies|http://www.forbes.com/companies/check-point-software/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0085644871, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Coal_India|http://www.forbes.com/companies/umicore/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0002643283224, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Context_Relevant|http://www.forbes.com/companies/nordstrom/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.5572604537, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Dai-Ichi_Kangyo_Bank|http://www.forbes.com/companies/sumitomo-mitsui-trust/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0001676033571, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Dongfeng_Motor_Company|http://www.forbes.com/companies/wuhan-iron-steel/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001526171458, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Elia_System_Operator|http://www.forbes.com/companies/belgacom/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.04500471801, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Enel|http://www.forbes.com/companies/a2a/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0002570179349, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/European_Rail_Shuttle_B.V.|http://www.forbes.com/companies/vopak/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.01573172584, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/FMC_Corporation|http://www.forbes.com/companies/monsanto/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.005821706727, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/First_American_International_Bank|http://www.forbes.com/companies/bank-of-america/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.02546503209, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Fostex|http://www.forbes.com/companies/dentsu/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.000202498486, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/GMC_(automobile)|http://www.forbes.com/companies/autonation/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.002174618654, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Gearbulk|http://www.forbes.com/companies/seadrill/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0007429771358, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Go_Native_(company)|http://www.forbes.com/companies/diageo/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001257317374, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Hyundai_EP|http://www.forbes.com/companies/baoshan-iron-steel/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001310084714, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Hyundai_Mobis|http://www.forbes.com/companies/posco/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0002367889538, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Hyundai_Motor_America|http://www.forbes.com/companies/hyundai-motor/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.1395509839, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Ipadio|http://www.forbes.com/companies/diageo/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0007086748956, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Isewan_Terminal_Service|http://www.forbes.com/companies/nec/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.00110413786, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Japan_Post_Network|http://www.forbes.com/companies/toppan-printing/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0004709772184, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Jiangxi_International|http://www.forbes.com/companies/jiangxi-copper/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.002321052598, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Labtec|http://www.forbes.com/companies/labcorp/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.03844752535, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Megaupload|http://www.forbes.com/companies/hong-kong-china-gas/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0009489671211, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Metropolitan_Bank_Group|http://www.forbes.com/companies/mt-bank/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.08132766187, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/NEC_Soft|http://www.forbes.com/companies/fuji-electric/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0002975902462, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Nadec|http://www.forbes.com/companies/saudi-telecom/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.01361341216, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Nanto_Bank|http://www.forbes.com/companies/ogaki-kyoritsu-bank/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0007162119728, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/National_Shipping_Company_of_Saudi_Arabia|http://www.forbes.com/companies/tasnee/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0005069902982, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/New_Gold|http://www.forbes.com/companies/first-quantum-minerals/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.04262417182, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Noble_Energy|http://www.forbes.com/companies/noble/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.9937158227, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Okinawa_Electric_Power_Company|http://www.forbes.com/companies/fuji-electric/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0006530050887, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Okinawa_Electric_Power_Company|http://www.forbes.com/companies/tohoku-electric-power/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001836123993, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/PCCW_Mobile|http://www.forbes.com/companies/china-unicom/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.002676229225, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/PCCW_Mobile|http://www.forbes.com/companies/hong-kong-exchanges/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0005667933729, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/PPG_Industries|http://www.forbes.com/companies/cf-industries-holdings/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0006891338853, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/SCE_San_Diego_Studio|http://www.forbes.com/companies/sharp/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0004806634097, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
