silver_cluster_id,pipe_cluster_id,name,founded,country,city,assets,revenue,n_attributes_correct,fully_correct
http://www.forbes.com/companies/a2a/,http://dbpedia.org/resource/A2A,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/abu-dhabi-commercial/,http://dbpedia.org/resource/Abu_Dhabi_Commercial_Bank,,False,True,True,True,False,3,False
http://www.forbes.com/companies/atlantia/,http://dbpedia.org/resource/Atlantia_(company),True,False,True,True,False,False,3,False
http://www.forbes.com/companies/cp-all/,http://dbpedia.org/resource/CP_ALL,False,False,True,False,True,False,2,False
http://www.forbes.com/companies/china-communications-services/,http://dbpedia.org/resource/China_Communications_Services_Corporation,,False,True,True,False,True,3,False
http://www.forbes.com/companies/china-shenhua-energy/,fullcontact_809,,False,False,False,True,False,1,False
http://www.forbes.com/companies/clorox/,fullcontact_220,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/crown-holdings/,fullcontact_241,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/frontier-communications/,fullcontact_331,True,False,False,True,False,False,2,False
http://www.forbes.com/companies/gd-power-development/,http://dbpedia.org/resource/GD_Power_Development_Company,True,False,True,True,True,False,4,False
http://www.forbes.com/companies/hollyfrontier/,fullcontact_385,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/inditex/,fullcontact_414,True,False,True,True,True,True,5,False
http://www.forbes.com/companies/integrys-energy/,http://dbpedia.org/resource/Integrys_Energy_Group,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/israel-discount-bank/,http://dbpedia.org/resource/Israel_Discount_Bank,,False,True,False,True,False,2,False
http://www.forbes.com/companies/l-3-communications/,http://dbpedia.org/resource/L-3_Communications,,False,False,False,False,True,1,False
http://www.forbes.com/companies/lg-uplus/,http://dbpedia.org/resource/LG_Uplus,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/larsen-toubro/,http://dbpedia.org/resource/Larsen_&_Toubro,,False,True,True,True,False,3,False
http://www.forbes.com/companies/masco/,fullcontact_26,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/nomos-bank/,http://dbpedia.org/resource/NOMOS-BANK,True,False,False,True,False,False,2,False
http://www.forbes.com/companies/oneok/,fullcontact_559,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/pegatron/,fullcontact_1555,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/petronas-chemicals/,http://dbpedia.org/resource/Petronas,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/power-finance/,http://dbpedia.org/resource/Power_Finance_Corporation,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/saic-motor/,http://dbpedia.org/resource/SAIC_Motor,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/sears-holdings/,fullcontact_31,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/swiss-life-holding/,http://dbpedia.org/resource/Swiss_Life,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/telefonica/,fullcontact_726,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/united-continental-holdings/,fullcontact_772,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/weir-group/,http://dbpedia.org/resource/Weir_Group,True,False,False,True,False,False,2,False
http://www.forbes.com/companies/woolworths/,http://dbpedia.org/resource/Woolworths_Limited,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/anheuser-busch-inbev/,http://dbpedia.org/resource/Anheuser-Busch,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/bae-systems/,fullcontact_127,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/bunzl/,fullcontact_176,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/eads/,fullcontact_62,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/mcdonalds/,fullcontact_496,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/meadwestvaco/,http://www.forbes.com/companies/meadwestvaco/,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/mitsubishi-materials/,http://www.forbes.com/companies/mitsubishi-materials/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/mitsubishi-motors/,http://www.forbes.com/companies/mitsubishi-motors/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/ncc-group/,fullcontact_529,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/ohl-group/,http://www.forbes.com/companies/ohl-group/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/petronas-dagangan/,http://www.forbes.com/companies/petronas-dagangan/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/royal-bank-of-scotland/,http://www.forbes.com/companies/royal-bank-of-scotland/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/sampo/,fullcontact_641,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/sk-holdings/,http://www.forbes.com/companies/sk-holdings/,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/thomson-reuters/,fullcontact_35,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/tokyu/,fullcontact_746,False,False,True,False,False,False,1,False
http://www.forbes.com/companies/towers-watson/,fullcontact_750,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/unicredit-group/,http://dbpedia.org/resource/UniCredit_banka,True,False,False,False,False,False,1,False
