id1,id2,label
crossref-42081,dblp-08382,FALSE
crossref-42307,dblp-14996,FALSE
crossref-32169,dblp-03797,FALSE
crossref-01233,dblp-10704,TRUE
crossref-46199,dblp-02167,FALSE
crossref-40650,dblp-08620,FALSE
crossref-29827,dblp-09442,TRUE
crossref-52955,dblp-34366,FALSE
crossref-48496,dblp-60516,FALSE
crossref-25011,dblp-52608,TRUE
crossref-39588,dblp-52798,TRUE
crossref-01659,dblp-36173,TRUE
crossref-16262,dblp-40106,TRUE
crossref-21700,dblp-18482,TRUE
crossref-04501,dblp-30416,TRUE
crossref-57877,dblp-35130,TRUE
crossref-12515,dblp-51337,TRUE
crossref-56139,dblp-39123,TRUE
crossref-13002,dblp-46603,TRUE
crossref-53804,dblp-21915,TRUE
crossref-30764,dblp-49098,TRUE
crossref-58144,dblp-30342,TRUE
crossref-09958,dblp-26663,TRUE
crossref-50669,dblp-36981,TRUE
crossref-43445,dblp-16154,TRUE
crossref-44597,dblp-51032,TRUE
crossref-24666,dblp-31746,TRUE
crossref-29074,dblp-05525,TRUE
crossref-16032,dblp-41454,TRUE
crossref-36585,dblp-46132,TRUE
crossref-51871,dblp-09902,TRUE
crossref-50590,dblp-24958,TRUE
crossref-08444,dblp-34055,TRUE
crossref-00726,dblp-10696,TRUE
crossref-45287,dblp-41254,TRUE
crossref-44861,dblp-23267,TRUE
crossref-55308,dblp-45000,TRUE
crossref-57578,dblp-16968,TRUE
crossref-18020,dblp-20543,TRUE
crossref-58313,dblp-52826,TRUE
crossref-16363,dblp-49998,TRUE
crossref-08838,dblp-05807,TRUE
crossref-16250,dblp-45369,TRUE
crossref-21311,dblp-50065,TRUE
crossref-38464,dblp-51350,TRUE
crossref-09692,dblp-52083,TRUE
crossref-27414,dblp-36990,TRUE
crossref-18600,dblp-17831,TRUE
crossref-00328,dblp-15202,TRUE
crossref-03538,dblp-05333,TRUE
crossref-57901,dblp-45319,TRUE
crossref-50032,dblp-05866,TRUE
crossref-51955,dblp-56761,TRUE
crossref-42145,dblp-40852,TRUE
crossref-50777,dblp-41265,TRUE
crossref-52357,dblp-18824,TRUE
crossref-49197,dblp-51989,TRUE
crossref-47051,dblp-52209,TRUE
crossref-56573,dblp-22305,TRUE
crossref-59332,dblp-16922,TRUE
crossref-58676,dblp-53768,TRUE
crossref-54212,dblp-28389,TRUE
crossref-07064,dblp-57029,TRUE
crossref-50272,dblp-42905,TRUE
crossref-41738,dblp-08545,TRUE
crossref-29643,dblp-20930,TRUE
crossref-24914,dblp-33146,TRUE
crossref-54399,dblp-17750,TRUE
crossref-50909,dblp-47145,TRUE
crossref-33502,dblp-49210,TRUE
crossref-44019,dblp-24440,TRUE
crossref-35335,dblp-35337,TRUE
crossref-09757,dblp-58736,TRUE
crossref-20361,dblp-14047,TRUE
crossref-14958,dblp-23285,TRUE
crossref-49956,dblp-17892,TRUE
crossref-57380,dblp-35571,TRUE
crossref-48110,dblp-51041,TRUE
crossref-45206,dblp-36907,TRUE
crossref-53771,dblp-18697,TRUE
crossref-53083,dblp-17435,TRUE
crossref-11870,dblp-17467,TRUE
crossref-56068,dblp-08051,TRUE
crossref-24368,dblp-21775,TRUE
crossref-37238,dblp-45110,TRUE
crossref-52535,dblp-41767,TRUE
crossref-52907,dblp-31372,TRUE
crossref-60614,dblp-33598,TRUE
crossref-30053,dblp-29245,TRUE
crossref-41130,dblp-57874,TRUE
crossref-20859,dblp-41601,TRUE
crossref-40077,dblp-45664,TRUE
crossref-26449,dblp-38328,TRUE
crossref-34862,dblp-17761,TRUE
crossref-28723,dblp-41374,TRUE
crossref-55138,dblp-20867,TRUE
crossref-04315,dblp-57741,TRUE
crossref-33286,dblp-23275,TRUE
crossref-19467,dblp-49524,TRUE
crossref-60747,dblp-48115,TRUE
crossref-07649,dblp-33867,TRUE
crossref-01682,dblp-45812,TRUE
crossref-42805,dblp-25557,TRUE
crossref-09629,dblp-49986,TRUE
crossref-41062,dblp-58296,TRUE
crossref-06640,dblp-44691,TRUE
crossref-59906,dblp-51494,TRUE
crossref-10281,dblp-22866,TRUE
crossref-22476,dblp-48276,TRUE
crossref-01035,dblp-05490,TRUE
crossref-00647,dblp-10076,TRUE
crossref-00744,dblp-01673,TRUE
crossref-00092,dblp-01677,TRUE
crossref-19795,dblp-11529,TRUE
crossref-00840,dblp-14029,TRUE
crossref-01143,dblp-04257,TRUE
crossref-00512,dblp-08816,TRUE
crossref-01412,dblp-01671,TRUE
crossref-19801,dblp-00411,TRUE
crossref-19639,dblp-11528,TRUE
crossref-40706,dblp-04264,TRUE
crossref-19150,dblp-09482,TRUE
crossref-19095,dblp-04260,TRUE
crossref-00130,dblp-04265,TRUE
crossref-00413,dblp-04268,TRUE
crossref-01001,dblp-08817,TRUE
crossref-00578,dblp-04295,TRUE
crossref-41477,dblp-04286,TRUE
crossref-19423,dblp-00605,TRUE
crossref-41948,dblp-04294,TRUE
crossref-01413,dblp-05020,TRUE
crossref-00435,dblp-04271,TRUE
crossref-00169,dblp-04283,TRUE
crossref-20303,dblp-11637,TRUE
crossref-00105,dblp-00639,TRUE
crossref-19391,dblp-05916,TRUE
crossref-00693,dblp-01676,TRUE
crossref-20053,dblp-04287,TRUE
crossref-19823,dblp-04261,TRUE
crossref-20565,dblp-04255,TRUE
crossref-19421,dblp-04282,TRUE
crossref-00240,dblp-04259,TRUE
crossref-00067,dblp-14312,TRUE
crossref-00607,dblp-04293,TRUE
crossref-42050,dblp-04256,TRUE
crossref-00772,dblp-04289,TRUE
crossref-00315,dblp-04863,TRUE
crossref-13630,dblp-29478,TRUE
crossref-37081,dblp-44733,TRUE
crossref-19203,dblp-04263,TRUE
crossref-60261,dblp-26675,TRUE
crossref-44926,dblp-53858,TRUE
crossref-37080,dblp-44806,TRUE
crossref-12125,dblp-21719,TRUE
crossref-02316,dblp-29663,TRUE
crossref-11976,dblp-29358,TRUE
crossref-41319,dblp-04280,TRUE
crossref-53600,dblp-58806,TRUE
crossref-16293,dblp-36992,TRUE
crossref-15954,dblp-22743,TRUE
crossref-55937,dblp-60107,TRUE
crossref-06298,dblp-53713,TRUE
crossref-52104,dblp-21795,TRUE
crossref-03688,dblp-39836,TRUE
crossref-39545,dblp-26697,TRUE
crossref-39499,dblp-21946,TRUE
crossref-58532,dblp-22888,TRUE
crossref-31902,dblp-36958,TRUE
crossref-19431,dblp-22517,TRUE
crossref-37507,dblp-35844,TRUE
crossref-52437,dblp-21815,TRUE
crossref-28131,dblp-29347,TRUE
crossref-55458,dblp-32799,TRUE
crossref-28325,dblp-41924,TRUE
crossref-15586,dblp-23739,TRUE
crossref-54002,dblp-52589,TRUE
crossref-24768,dblp-26745,TRUE
crossref-16545,dblp-58698,TRUE
crossref-46778,dblp-46695,TRUE
crossref-28995,dblp-36998,TRUE
crossref-12277,dblp-21714,TRUE
crossref-23998,dblp-21769,TRUE
crossref-45609,dblp-21812,TRUE
crossref-33414,dblp-16398,TRUE
crossref-45487,dblp-58252,TRUE
crossref-53347,dblp-26682,TRUE
crossref-50192,dblp-37062,TRUE
crossref-15898,dblp-29339,TRUE
crossref-47660,dblp-26824,TRUE
crossref-33165,dblp-29459,TRUE
crossref-38497,dblp-21799,TRUE
crossref-21708,dblp-51908,TRUE
crossref-45718,dblp-16609,TRUE
crossref-14390,dblp-21820,TRUE
crossref-38377,dblp-21733,TRUE
crossref-39784,dblp-17866,TRUE
crossref-42756,dblp-49047,TRUE
crossref-17462,dblp-48389,TRUE
crossref-15118,dblp-25449,TRUE
crossref-38005,dblp-23682,TRUE
crossref-23792,dblp-17828,TRUE
crossref-45265,dblp-58712,TRUE
crossref-10838,dblp-41054,TRUE
crossref-59930,dblp-36225,TRUE
crossref-10134,dblp-16988,TRUE
crossref-59593,dblp-16740,TRUE
crossref-25006,dblp-54464,TRUE
crossref-19298,dblp-36482,FALSE
crossref-21016,dblp-29476,FALSE
crossref-00178,dblp-15101,TRUE
crossref-15029,dblp-00416,TRUE
crossref-41823,dblp-02197,TRUE
crossref-08297,dblp-12854,TRUE
crossref-48115,dblp-12276,TRUE
crossref-15785,dblp-11594,TRUE
crossref-00905,dblp-12047,TRUE
crossref-59110,dblp-11607,TRUE
crossref-58644,dblp-01667,TRUE
crossref-08284,dblp-12850,TRUE
crossref-00979,dblp-10635,TRUE
crossref-32508,dblp-09600,TRUE
crossref-18517,dblp-05927,TRUE
crossref-42245,dblp-13502,TRUE
crossref-32256,dblp-09862,TRUE
crossref-41357,dblp-15045,TRUE
crossref-57287,dblp-08876,TRUE
crossref-41615,dblp-14730,TRUE
crossref-50023,dblp-05758,TRUE
crossref-09722,dblp-09897,TRUE
crossref-00825,dblp-15030,TRUE
crossref-15343,dblp-08935,TRUE
crossref-56126,dblp-06656,TRUE
crossref-38343,dblp-14188,TRUE
crossref-03700,dblp-12656,TRUE
crossref-07356,dblp-05890,TRUE
crossref-32488,dblp-09603,TRUE
crossref-48058,dblp-04046,TRUE
crossref-39814,dblp-02190,TRUE
crossref-09699,dblp-09845,TRUE
crossref-29786,dblp-13178,TRUE
crossref-50006,dblp-05816,TRUE
crossref-51557,dblp-14664,TRUE
crossref-01428,dblp-10687,TRUE
crossref-31193,dblp-02085,TRUE
crossref-36511,dblp-09160,TRUE
crossref-02857,dblp-06080,TRUE
crossref-32353,dblp-09505,TRUE
crossref-48211,dblp-02994,TRUE
crossref-09792,dblp-09759,TRUE
crossref-27685,dblp-12326,TRUE
crossref-58143,dblp-04467,TRUE
crossref-42942,dblp-06527,TRUE
crossref-40619,dblp-08375,TRUE
crossref-37870,dblp-07565,TRUE
crossref-52281,dblp-09778,TRUE
crossref-57273,dblp-09211,TRUE
crossref-57352,dblp-09015,TRUE
crossref-36452,dblp-09157,TRUE
crossref-07855,dblp-23556,TRUE
crossref-24079,dblp-08666,TRUE
crossref-32580,dblp-09704,TRUE
crossref-36459,dblp-08822,TRUE
crossref-00546,dblp-14794,TRUE
crossref-13164,dblp-09285,TRUE
crossref-57307,dblp-09153,TRUE
crossref-24073,dblp-12929,TRUE
crossref-52012,dblp-09868,TRUE
crossref-32835,dblp-09572,TRUE
crossref-52215,dblp-09852,TRUE
crossref-32898,dblp-09619,TRUE
crossref-12040,dblp-10374,TRUE
crossref-32332,dblp-09691,TRUE
crossref-09271,dblp-06310,TRUE
crossref-32471,dblp-09523,TRUE
crossref-15492,dblp-07642,TRUE
crossref-41274,dblp-14908,TRUE
crossref-01317,dblp-12291,TRUE
crossref-54629,dblp-11806,TRUE
crossref-10014,dblp-09883,TRUE
crossref-57339,dblp-09141,TRUE
crossref-57705,dblp-07452,TRUE
crossref-00420,dblp-10638,TRUE
crossref-54608,dblp-11787,TRUE
crossref-32858,dblp-09480,TRUE
crossref-52123,dblp-09751,TRUE
crossref-32673,dblp-09803,TRUE
crossref-57988,dblp-01683,TRUE
crossref-57311,dblp-09013,TRUE
crossref-52048,dblp-09881,TRUE
crossref-13122,dblp-09246,TRUE
crossref-50056,dblp-05880,TRUE
crossref-54581,dblp-11694,TRUE
crossref-32311,dblp-09871,TRUE
crossref-03062,dblp-08669,TRUE
crossref-40004,dblp-13003,TRUE
crossref-50038,dblp-05857,TRUE
crossref-27629,dblp-12341,TRUE
crossref-37863,dblp-07458,TRUE
crossref-30826,dblp-06304,TRUE
crossref-31691,dblp-00351,TRUE
crossref-40756,dblp-14802,TRUE
crossref-08249,dblp-12904,TRUE
crossref-50043,dblp-05899,TRUE
crossref-09589,dblp-09913,TRUE
crossref-01213,dblp-10718,TRUE
crossref-53355,dblp-00161,TRUE
crossref-48084,dblp-12549,TRUE
crossref-40649,dblp-12121,TRUE
crossref-03668,dblp-08012,TRUE
crossref-06456,dblp-43333,TRUE
crossref-60020,dblp-43096,TRUE
crossref-06192,dblp-43067,TRUE
crossref-42312,dblp-43329,TRUE
crossref-34205,dblp-43204,TRUE
crossref-12503,dblp-60387,TRUE
crossref-16323,dblp-43271,TRUE
crossref-51420,dblp-60473,TRUE
crossref-35434,dblp-42307,TRUE
crossref-16882,dblp-34714,TRUE
crossref-14571,dblp-42754,TRUE
crossref-21693,dblp-42585,TRUE
crossref-21615,dblp-43344,TRUE
crossref-06969,dblp-60406,TRUE
crossref-60133,dblp-43454,TRUE
crossref-16933,dblp-22752,TRUE
crossref-22073,dblp-42726,TRUE
crossref-22159,dblp-43034,TRUE
crossref-46401,dblp-60494,TRUE
crossref-56404,dblp-42889,TRUE
crossref-52302,dblp-43256,TRUE
crossref-39581,dblp-42516,TRUE
crossref-58213,dblp-42843,TRUE
crossref-25087,dblp-43615,TRUE
crossref-11298,dblp-43437,TRUE
crossref-48728,dblp-43499,TRUE
crossref-35469,dblp-42991,TRUE
crossref-54969,dblp-43356,TRUE
crossref-58471,dblp-43578,TRUE
crossref-34178,dblp-42766,TRUE
crossref-52527,dblp-42509,TRUE
crossref-16018,dblp-42547,TRUE
crossref-04273,dblp-40766,TRUE
crossref-10411,dblp-31443,TRUE
crossref-16395,dblp-42591,TRUE
crossref-25613,dblp-39302,TRUE
crossref-21840,dblp-42559,TRUE
crossref-14120,dblp-42530,TRUE
crossref-16156,dblp-43187,TRUE
crossref-30210,dblp-43433,TRUE
crossref-01635,dblp-47891,TRUE
crossref-23346,dblp-42566,TRUE
crossref-06206,dblp-42713,TRUE
crossref-43133,dblp-60488,TRUE
crossref-23390,dblp-42952,TRUE
crossref-39670,dblp-43581,TRUE
crossref-14409,dblp-42884,TRUE
crossref-34009,dblp-43460,TRUE
crossref-19107,dblp-42455,TRUE
crossref-18715,dblp-35552,TRUE
crossref-50449,dblp-43042,TRUE
crossref-37237,dblp-42287,TRUE
crossref-48447,dblp-60555,TRUE
crossref-16439,dblp-42646,TRUE
crossref-14383,dblp-43214,TRUE
crossref-37177,dblp-42469,TRUE
crossref-47055,dblp-42961,TRUE
crossref-54904,dblp-42687,TRUE
crossref-28394,dblp-43327,TRUE
crossref-14094,dblp-43091,TRUE
crossref-14463,dblp-43111,TRUE
crossref-24995,dblp-42856,TRUE
crossref-04402,dblp-43291,TRUE
crossref-51808,dblp-43239,TRUE
crossref-33795,dblp-34696,TRUE
crossref-11786,dblp-51255,TRUE
crossref-37249,dblp-43493,TRUE
crossref-38630,dblp-44729,TRUE
crossref-23114,dblp-35082,TRUE
crossref-13357,dblp-31240,TRUE
crossref-45147,dblp-43360,TRUE
crossref-16126,dblp-42864,TRUE
crossref-16433,dblp-42759,TRUE
crossref-24749,dblp-43515,TRUE
crossref-14033,dblp-35549,TRUE
crossref-36716,dblp-35392,TRUE
crossref-16386,dblp-42579,TRUE
crossref-55483,dblp-42558,TRUE
crossref-40385,dblp-51087,TRUE
crossref-25332,dblp-33619,TRUE
crossref-39657,dblp-42740,TRUE
crossref-45510,dblp-35236,TRUE
crossref-46694,dblp-27619,TRUE
crossref-25117,dblp-42872,TRUE
crossref-16044,dblp-43103,TRUE
crossref-14114,dblp-43537,TRUE
crossref-16699,dblp-31491,TRUE
crossref-03020,dblp-34342,TRUE
crossref-56609,dblp-43421,TRUE
crossref-14448,dblp-43080,TRUE
crossref-30718,dblp-31257,TRUE
crossref-33926,dblp-42578,TRUE
crossref-04518,dblp-42650,TRUE
crossref-04367,dblp-42495,TRUE
crossref-51408,dblp-31376,TRUE
crossref-49623,dblp-60454,TRUE
crossref-32866,dblp-42706,TRUE
crossref-45441,dblp-43576,TRUE
crossref-23665,dblp-43391,TRUE
crossref-43478,dblp-42747,TRUE
crossref-10579,dblp-20169,TRUE
crossref-52442,dblp-26647,TRUE
crossref-06267,dblp-49957,TRUE
crossref-25084,dblp-22396,TRUE
crossref-39198,dblp-41841,TRUE
crossref-27963,dblp-44205,TRUE
crossref-17997,dblp-42111,TRUE
crossref-23146,dblp-15648,TRUE
crossref-28608,dblp-41987,TRUE
crossref-49168,dblp-58157,TRUE
crossref-17919,dblp-41912,TRUE
crossref-16659,dblp-18941,TRUE
crossref-39151,dblp-41872,TRUE
crossref-32765,dblp-26684,TRUE
crossref-25112,dblp-15628,TRUE
crossref-39130,dblp-41875,TRUE
crossref-17240,dblp-29337,TRUE
crossref-39137,dblp-26750,TRUE
crossref-08031,dblp-24251,TRUE
crossref-13008,dblp-45534,TRUE
crossref-04078,dblp-29647,TRUE
crossref-55410,dblp-18785,TRUE
crossref-20886,dblp-17793,TRUE
crossref-29090,dblp-32030,TRUE
crossref-23822,dblp-50073,TRUE
crossref-06322,dblp-32818,TRUE
crossref-04854,dblp-22744,TRUE
crossref-27943,dblp-44773,TRUE
crossref-11326,dblp-28369,TRUE
crossref-09133,dblp-35854,TRUE
crossref-38532,dblp-32067,TRUE
crossref-02264,dblp-41898,TRUE
crossref-12565,dblp-58490,TRUE
crossref-33393,dblp-22793,TRUE
crossref-34592,dblp-32011,TRUE
crossref-51094,dblp-26732,TRUE
crossref-39223,dblp-41825,TRUE
crossref-45735,dblp-36115,TRUE
crossref-13272,dblp-17025,TRUE
crossref-17922,dblp-42004,TRUE
crossref-44463,dblp-36915,TRUE
crossref-33258,dblp-21745,TRUE
crossref-25122,dblp-26642,TRUE
crossref-24765,dblp-46341,TRUE
crossref-60600,dblp-37023,TRUE
crossref-39329,dblp-41854,TRUE
crossref-33671,dblp-22660,TRUE
crossref-41439,dblp-56738,TRUE
crossref-08124,dblp-53728,TRUE
crossref-34429,dblp-52772,TRUE
crossref-18070,dblp-41976,TRUE
crossref-45584,dblp-23198,TRUE
crossref-36793,dblp-22757,TRUE
crossref-29365,dblp-24724,TRUE
crossref-10423,dblp-48739,TRUE
crossref-55441,dblp-26651,TRUE
crossref-15582,dblp-46215,TRUE
crossref-44369,dblp-35847,TRUE
crossref-34511,dblp-25559,TRUE
crossref-05989,dblp-25865,TRUE
crossref-24105,dblp-17464,TRUE
crossref-56360,dblp-50374,TRUE
crossref-36859,dblp-23335,TRUE
crossref-00008,dblp-12339,TRUE
crossref-45231,dblp-41920,TRUE
crossref-28122,dblp-27414,TRUE
crossref-55415,dblp-57708,TRUE
crossref-00364,dblp-12132,TRUE
crossref-26430,dblp-27466,TRUE
crossref-48103,dblp-12505,TRUE
crossref-45751,dblp-36179,TRUE
crossref-26129,dblp-42073,TRUE
crossref-32363,dblp-21911,TRUE
crossref-45941,dblp-26153,TRUE
crossref-48412,dblp-41946,TRUE
crossref-37615,dblp-48048,TRUE
crossref-42969,dblp-41058,TRUE
crossref-33397,dblp-55748,TRUE
crossref-48407,dblp-23310,TRUE
crossref-06452,dblp-51887,TRUE
crossref-17734,dblp-42106,TRUE
crossref-04828,dblp-48728,TRUE
crossref-03366,dblp-12920,TRUE
crossref-41981,dblp-13514,TRUE
crossref-51954,dblp-18435,TRUE
crossref-52444,dblp-09782,TRUE
crossref-31113,dblp-36195,TRUE
crossref-00292,dblp-10659,TRUE
crossref-55203,dblp-42005,TRUE
crossref-14875,dblp-13678,TRUE
crossref-00234,dblp-10641,TRUE
crossref-17816,dblp-41970,TRUE
crossref-18133,dblp-41953,TRUE
crossref-15765,dblp-36181,TRUE
crossref-33109,dblp-58117,TRUE
crossref-10493,dblp-35434,TRUE
crossref-26217,dblp-22203,TRUE
crossref-11689,dblp-40509,TRUE
crossref-36966,dblp-12019,TRUE
crossref-19207,dblp-36479,FALSE
crossref-48297,dblp-03012,TRUE
crossref-00367,dblp-10716,TRUE
crossref-19169,dblp-04120,TRUE
crossref-08196,dblp-14467,TRUE
crossref-09822,dblp-09613,TRUE
crossref-20487,dblp-08664,TRUE
crossref-41759,dblp-14833,TRUE
crossref-01380,dblp-14741,TRUE
crossref-40897,dblp-15093,TRUE
crossref-57234,dblp-09026,TRUE
crossref-00333,dblp-10836,TRUE
crossref-41720,dblp-08458,TRUE
crossref-51521,dblp-14424,TRUE
crossref-52410,dblp-09509,TRUE
crossref-18296,dblp-12966,TRUE
crossref-32899,dblp-09908,TRUE
crossref-37803,dblp-07614,TRUE
crossref-41856,dblp-12706,TRUE
crossref-42189,dblp-15068,TRUE
crossref-41277,dblp-08653,TRUE
crossref-32572,dblp-09957,TRUE
crossref-01210,dblp-10668,TRUE
crossref-42182,dblp-06341,TRUE
crossref-32902,dblp-09554,TRUE
crossref-31051,dblp-05064,TRUE
crossref-60410,dblp-04918,TRUE
crossref-23728,dblp-05338,TRUE
crossref-41873,dblp-08647,TRUE
crossref-55754,dblp-10917,TRUE
crossref-42073,dblp-10088,TRUE
crossref-09671,dblp-09716,TRUE
crossref-32648,dblp-09531,TRUE
crossref-01365,dblp-10706,TRUE
crossref-53343,dblp-00325,TRUE
crossref-07451,dblp-13406,TRUE
crossref-00514,dblp-14867,TRUE
crossref-09556,dblp-09570,TRUE
crossref-09354,dblp-00322,TRUE
crossref-38472,dblp-00600,TRUE
crossref-00583,dblp-14803,TRUE
crossref-27828,dblp-07435,TRUE
crossref-34709,dblp-10233,TRUE
crossref-24010,dblp-08670,TRUE
crossref-09707,dblp-09596,TRUE
crossref-41636,dblp-08610,TRUE
crossref-00976,dblp-10727,TRUE
crossref-36444,dblp-09204,TRUE
crossref-15246,dblp-09187,TRUE
crossref-51040,dblp-00582,TRUE
crossref-31717,dblp-00264,TRUE
crossref-40950,dblp-08599,TRUE
crossref-45985,dblp-10515,TRUE
crossref-20158,dblp-08546,TRUE
crossref-10088,dblp-09685,TRUE
crossref-32772,dblp-09836,TRUE
crossref-52237,dblp-09781,TRUE
crossref-40721,dblp-08542,TRUE
crossref-53316,dblp-00245,TRUE
crossref-04743,dblp-02287,TRUE
crossref-32562,dblp-09964,TRUE
crossref-09832,dblp-09499,TRUE
crossref-57640,dblp-07494,TRUE
crossref-52934,dblp-13404,TRUE
crossref-18875,dblp-14082,TRUE
crossref-03496,dblp-10516,TRUE
crossref-20097,dblp-10816,TRUE
crossref-54637,dblp-11660,TRUE
crossref-52381,dblp-09822,TRUE
crossref-40436,dblp-10394,TRUE
crossref-14757,dblp-10234,TRUE
crossref-32901,dblp-09928,TRUE
crossref-40775,dblp-13483,TRUE
crossref-36483,dblp-09096,TRUE
crossref-37048,dblp-01668,TRUE
crossref-00784,dblp-14823,TRUE
crossref-19622,dblp-07971,TRUE
crossref-00681,dblp-15078,TRUE
crossref-36505,dblp-08842,TRUE
crossref-29199,dblp-00507,TRUE
crossref-09535,dblp-09655,TRUE
crossref-15311,dblp-08834,TRUE
crossref-27599,dblp-12466,TRUE
crossref-41693,dblp-13457,TRUE
crossref-29170,dblp-08722,TRUE
crossref-41891,dblp-14852,TRUE
crossref-07391,dblp-14454,TRUE
crossref-42191,dblp-08548,TRUE
crossref-01394,dblp-14372,TRUE
crossref-31971,dblp-11843,TRUE
crossref-40961,dblp-15193,TRUE
crossref-32571,dblp-09698,TRUE
crossref-36613,dblp-15328,TRUE
crossref-01579,dblp-03965,TRUE
crossref-53346,dblp-00226,TRUE
crossref-03067,dblp-08672,TRUE
crossref-42963,dblp-06457,TRUE
crossref-00335,dblp-12133,TRUE
crossref-09944,dblp-09934,TRUE
crossref-10022,dblp-09783,TRUE
crossref-57661,dblp-07659,FALSE
crossref-38313,dblp-13890,TRUE
crossref-42368,dblp-15189,TRUE
crossref-05216,dblp-10131,TRUE
crossref-57552,dblp-10123,TRUE
crossref-20340,dblp-06830,TRUE
crossref-38911,dblp-14347,TRUE
crossref-57263,dblp-08922,TRUE
crossref-53264,dblp-00165,TRUE
crossref-36285,dblp-33676,TRUE
crossref-09225,dblp-07220,TRUE
crossref-57345,dblp-09030,TRUE
crossref-09654,dblp-42002,TRUE
crossref-29956,dblp-05755,TRUE
crossref-56055,dblp-08312,TRUE
crossref-36443,dblp-09014,TRUE
crossref-40791,dblp-14991,TRUE
crossref-15818,dblp-11604,TRUE
crossref-57388,dblp-09006,TRUE
crossref-53085,dblp-05033,TRUE
crossref-31764,dblp-10607,TRUE
crossref-57260,dblp-08937,TRUE
crossref-56252,dblp-08026,TRUE
crossref-41249,dblp-08565,TRUE
crossref-18519,dblp-05929,TRUE
crossref-55470,dblp-41900,TRUE
crossref-01584,dblp-03960,TRUE
crossref-20698,dblp-12814,TRUE
crossref-58106,dblp-04329,TRUE
crossref-41040,dblp-13421,TRUE
crossref-10864,dblp-11829,TRUE
crossref-48026,dblp-12508,TRUE
crossref-09552,dblp-09899,TRUE
crossref-57666,dblp-07514,TRUE
crossref-00241,dblp-12091,TRUE
crossref-60425,dblp-06406,TRUE
crossref-32034,dblp-11966,TRUE
