entity_id,source,attribute,original_value,reason,knob,level
products_1_21153036,products_1,list_price,"1 596,35",cell_collision_with_prior_knob,6,hard
products_1_62268972,products_1,list_price,405.50,cell_collision_with_prior_knob,6,hard
products_1_53508892,products_1,list_price,628.99,cell_collision_with_prior_knob,6,hard
products_1_1367517,products_1,list_price,299.99,cell_collision_with_prior_knob,6,hard
products_1_66193081,products_1,list_price,130.0,cell_collision_with_prior_knob,6,hard
products_1_21883109,products_1,list_price,90.83,cell_collision_with_prior_knob,6,hard
products_1_14003017,products_1,list_price,49.99,cell_collision_with_prior_knob,6,hard
products_1_20919659,products_1,list_price,"1,841.94",cell_collision_with_prior_knob,6,hard
products_1_33032906,products_1,list_price,"1,670.97",cell_collision_with_prior_knob,6,hard
products_1_83479410,products_1,list_price,"4,755,384.18",cell_collision_with_prior_knob,6,hard
products_1_22872122,products_1,list_price,203.87,cell_collision_with_prior_knob,6,hard
products_1_27969946,products_1,list_price,999.99,cell_collision_with_prior_knob,6,hard
products_1_3578071,products_1,list_price,293.99,numeric_jitter_exhausted_retries,6,hard
products_1_78632390,products_1,list_price,359.99,cell_collision_with_prior_knob,6,hard
products_1_13863909,products_1,list_price,880.31,cell_collision_with_prior_knob,6,hard
products_1_13291546,products_1,list_price,214.92,cell_collision_with_prior_knob,6,hard
products_1_10565065,products_1,list_price,135.12,cell_collision_with_prior_knob,6,hard
products_1_75436923,products_1,list_price,86.48,cell_collision_with_prior_knob,6,hard
products_1_22671509,products_1,list_price,159.44,cell_collision_with_prior_knob,6,hard
products_1_88850217,products_1,list_price,42.35,cell_collision_with_prior_knob,6,hard
products_1_92045823,products_1,list_price,2210.33,cell_collision_with_prior_knob,6,hard
products_1_24494324,products_1,list_price,127.52,cell_collision_with_prior_knob,6,hard
products_1_8919966,products_1,list_price,2300.43,cell_collision_with_prior_knob,6,hard
products_1_4586576,products_1,list_price,1742.7,numeric_jitter_exhausted_retries,6,hard
products_1_16588524,products_1,list_price,29.37,cell_collision_with_prior_knob,6,hard
products_1_8706571,products_1,list_price,39000.0,cell_collision_with_prior_knob,6,hard
products_1_28856576,products_1,list_price,246.97,cell_collision_with_prior_knob,6,hard
products_1_49885696,products_1,list_price,"6 173,17",cell_collision_with_prior_knob,6,hard
products_1_4891594,products_1,list_price,283.17,cell_collision_with_prior_knob,6,hard
products_1_4425308,products_1,list_price,136.26,cell_collision_with_prior_knob,6,hard
products_1_3569778,products_1,list_price,100.00,cell_collision_with_prior_knob,6,hard
products_1_9786757,products_1,list_price,314.92,cell_collision_with_prior_knob,6,hard
products_1_20365450,products_1,list_price,257.86,cell_collision_with_prior_knob,6,hard
products_1_41098467,products_1,list_price,296.11,cell_collision_with_prior_knob,6,hard
products_1_6036231,products_1,list_price,119.0,cell_collision_with_prior_knob,6,hard
products_1_24392640,products_1,list_price,122.10,cell_collision_with_prior_knob,6,hard
products_1_24614355,products_1,list_price,"1,364.38",cell_collision_with_prior_knob,6,hard
products_1_86706775,products_1,list_price,886.16,cell_collision_with_prior_knob,6,hard
products_1_6817605,products_1,list_price,54.98,cell_collision_with_prior_knob,6,hard
products_1_5311205,products_1,list_price,784.96,cell_collision_with_prior_knob,6,hard
products_1_44656058,products_1,list_price,229.99,cell_collision_with_prior_knob,6,hard
products_1_3342135,products_1,list_price,"10,836.74",cell_collision_with_prior_knob,6,hard
products_1_88855243,products_1,list_price,237.25,cell_collision_with_prior_knob,6,hard
products_1_35966001,products_1,list_price,400.99,cell_collision_with_prior_knob,6,hard
products_1_67375798,products_1,list_price,136.43,cell_collision_with_prior_knob,6,hard
products_1_1088849,products_1,list_price,81.0,cell_collision_with_prior_knob,6,hard
products_1_74635538,products_1,list_price,79.99,cell_collision_with_prior_knob,6,hard
products_1_32009117,products_1,list_price,169.99,cell_collision_with_prior_knob,6,hard
products_1_16802649,products_1,list_price,292.60,cell_collision_with_prior_knob,6,hard
products_1_9830579,products_1,list_price,124.99,numeric_jitter_exhausted_retries,6,hard
products_1_25909923,products_1,list_price,95.0,numeric_jitter_exhausted_retries,6,hard
k02_noncorner_products_00000__products_1,products_1,list_price,387.19,cell_collision_with_prior_knob,6,hard
k02_noncorner_products_00003__products_1,products_1,list_price,241.52,cell_collision_with_prior_knob,6,hard
k04__within_dup__products_1__products_1_50064518,products_1,list_price,99999.99,cell_collision_with_prior_knob,6,hard
k04__within_dup__products_1__products_1_4908909,products_1,list_price,"3,999.0",cell_collision_with_prior_knob,6,hard
products_1_18538085,products_1,manufacturer_part_number,759210-B21,closeness_floor_exhausted_retries,6,hard
products_1_16121684,products_1,model_name,Blue 3D,cell_collision_with_prior_knob,6,hard
products_1_24483122,products_1,model_name,1551,cell_collision_with_prior_knob,6,hard
products_1_35800770,products_1,model_name,Slim,cell_collision_with_prior_knob,6,hard
products_1_12704821,products_1,model_name,Gaming edition Radeon RX 590 8G,cell_collision_with_prior_knob,6,hard
products_1_3830836,products_1,model_name,Mini DTSE9G2/128GB Drive Flash,cell_collision_with_prior_knob,6,hard
products_1_63493764,products_1,model_name,Enterprise Capacity version 5,cell_collision_with_prior_knob,6,hard
products_1_89520680,products_1,model_name,Pro IronWolf,cell_collision_with_prior_knob,6,hard
products_1_28212814,products_1,model_name,GeForce RTX 2070 SUPER 8GB XLR8 Gaming OC Triple,cell_collision_with_prior_knob,6,hard
products_1_35425148,products_1,model_name,"600GB 12G SAS enterprise hard drive, 15K rpm, LFF 3.5-inch, CC model",cell_collision_with_prior_knob,6,hard
products_1_64204030,products_1,name_and_description,"GIGABYTE GeForce GTX 1650 Windforce OC 4G Graphics Card, 2X Windforce Fans, 4GB 128-Bit GDDR5, Gv-N1650WF2OC-4GD Video Card. Description: Powered by GeForce GTX 1650 Integrated with 4GB GDDR5 WINDFORCE 2X Cooling System with Alternate Spinning Fans Intuitive Controls with AORUS Engine 4GB 128-Bit GDDR5 3 x HDMI, 1 x DisplayPort PCI Express 3.0 x16Powered by GeForce GTX 1650 integrated with 4GB GDDR5. Windforce 2x cooling system with alternate spinning fans. Intuitive controls with AORUS 4GB 128-bit GDDR5. 3 x HDMI, 1 x DisplayPort. Pci Express 3.0 x16.",cell_collision_with_prior_knob,6,hard
products_1_97046372,products_1,name_and_description,"WD_BLACK P10 Game Drive WDBA2W0020BBK - hard drive - 2 TB - USB 3.2 Gen 1. Description: Portable storage for your coveted game collectionThe WD_BLACK P10 Game Drive gives your or PC the performance-enhancing tools it needs to keep your competitiveedge. Its a top-tier external HDD in capacities up to 5TB, built specifically for gamers looking to expand thepotential of their console or PC by saving their game library in an on-the-go form factor. Now, with WD_BLACK P10 GameDrive, you can drive your game the way you choose.",cell_collision_with_prior_knob,6,hard
products_1_16849538,products_1,name_and_description,"Kingston DataTraveler Locker+ G3 64GB. Description: USB Flash Drive - USB 3.2 Gen 1 (USB 3.0), USB-A, capacity of 64GB, write speed up to 40MB/s, read speed up to 135MB/s, with key loop, stylish, metal, silver colour",closeness_floor_exhausted_retries,6,hard
products_1_27166335,products_1,name_and_description,"EVGA NVIDIA GeForce RTX 2080 Ti 11GB KiNGPiN GAMING Turing Graphics Card. Description: EVGA GeForce RTX 2080 Ti K|NGP|N GAMING 11GB GDDR6 Ray-Tracing Graphics 4352 Core, 1350MHz GPU, 1770MHz Boost",cell_collision_with_prior_knob,6,hard
products_1_10827123,products_1,name_and_description,"Kingston DataTraveler100 G3 64GB Black. Description: Kingston's DataTraveler 100 G3 (DT100G3) USB Flash drive is compliant with next-generation USB 3.0 specifications to newer advantage of technology in take notebooks, desktop PCs and digital devices. With DT100G3, storing and transferring of documents, presentations, music, video, and more is quicker and easier than ever. DT100G3 features a sleek, cost-effective design to make the transition to a satisfying USB 3.0 experience a minimal investment. Available in capacities from 8GB-64GB, DT100G3 is backward compatible with USB 2.0 and has five-year warranty. Future-proof your portable storage now!",cell_collision_with_prior_knob,6,hard
products_1_65522262,products_1,name_and_description,"WD Green Description: 3D NAND 2.5\"" - 1TB. SSD Solid State Drive, 1 TB, intern, 2.5\"", SATA 6Gb/s",cell_collision_with_prior_knob,6,hard
products_1_12049659,products_1,name_and_description,"WANSENDA OTG USB 3.0 flash drive and pen drive for Type-C devices, available in 16GB, 32GB, 64GB, and 128GB capacities, with USB Type-C and Micro USB support. Description: Purchase the Hotsale WANSENDA OTG USB 3.0 Pen Drive, 128GB Type C Micro USB Stick, and 16GB/32GB/64GB Pendrive for Type-C devices at www.qualityonlinestores.com. Enjoy free shipping to 185 countries and a 45-day money-back guarantee.",cell_collision_with_prior_knob,6,hard
products_1_15104574,products_1,name_and_description,"Dell 600Gigabyte 10K RPM 6G 2.5 Inch SAS HDD ST600MM0006 07YX58. Description: Increase the storage capacity of your system with the 600 GB Hotplug Hard Drive from Dell. Offering a rotational speed of 10,000 RPM, this drive provides fast disk access. Featuring SAS interface, this Hard Drive delivers enhanced data transfer speeds. This product has been tested and validated on D",cell_collision_with_prior_knob,6,hard
products_1_8488813,products_1,name_and_description,"Samsung 860 QVO 4TB SSD. (Solid, 2.5\"", 4TB, 860, Drive), QVO, SATA, SSD, Samsung, State",cell_collision_with_prior_knob,6,hard
products_1_1036551,products_1,name_and_description,hot sale V285W Waterproof Metal USB Flash Drives pen drive 32GB 16GB 8GB Flash Drive with key ring free shipping. Description: Buy hot sale V285W Waterproof Metal USB Flash Drives pen drive 32GB 16GB 8GB Flash shipping with key ring free Drive at kingsmarketplace.com! Free shipping to 185 countries. 45 days money back guarantee.,cell_collision_with_prior_knob,6,hard
products_1_21445124,products_1,name_and_description,"MSI NVIDIA GeForce RTX 2060 SUPER 8GB VENTUS GP OC Turing Graphics GP Description: MSI GeForce RTX 2060 SUPER VENTUS Card. OC 8GB GDDR6 Ray-Tracing Graphics Card, 2176 Core, 1470MHz GPU, 1665MHz Boost",cell_collision_with_prior_knob,6,hard
products_1_25096878,products_1,name_and_description,"Toshiba P300 3.5\"" SATA III Desktop HDD/Hard Drive 7200rpm. Description: 1TB Toshiba HDWD110UZSVA P300, 3.5\"" HDD, 6Gb/s, III - SATA 7200rpm, 8ms, 64MB Cache, OEM",cell_collision_with_prior_knob,6,hard
k04__within_dup__products_1__products_1_85544471,products_1,name_and_description,2017 Crazy hot Sale Cartoon Unicorn USB Flash Drive Unicorn 16GB Pen Drive 128GB USB 2.0 USB Stick8GB 4GB USB Flash. Description: Buy 2017 Crazy hot Sale Cartoon 32GB USB Flash Drive 32GB 16GB Pen Drive 128GB 64GB USB 2.0 USB Stick8GB 4GB USB Flash at supercrazyshop.com! Free shipping to 185 countries. 45 days money back guarantee.,cell_collision_with_prior_knob,6,hard
products_1_25469647,products_1,product_description,"Cruzer Blade USB Flash Drive offers generous storage in a sleek, compact form for easy portability. With capacities up to 128GB, it simplifies backing up, transferring, and sharing files, letting you take photos, movies, music, and personal data anywhere. Its pocket- or bag-friendly design comes in a black-and-red finish that pairs well with many electronic devices. Made by SanDisk, a flash memory innovator, it combines high capacity with a small footprint. Backing up is straightforward: plug it into your computer’s USB port and drag files into the drive’s folder; after a quick initial driver download, you can begin storing, transporting, and sharing data right away.",cell_collision_with_prior_knob,6,hard
products_1_48536171,products_1,product_description,"Western M.2, WD Green, 480 GB, Digital 545 MB/s, 6",cell_collision_with_prior_knob,6,hard
products_1_90249643,products_1,product_description,"Kryptert intern solid state drive på 960 GB i 2,5"", med SATA 6 Gb/s og 256-bit AES",cell_collision_with_prior_knob,6,hard
products_1_16677973,products_1,product_description,"Intern, encrypted 3.84 TB solid state drive with 2.5"" form factor, SATA 6Gb/s interface, and 256-bit AES.",cell_collision_with_prior_knob,6,hard
products_1_64466140,products_1,product_description,"MSI GeForce RTX OC VENTUS XS 2060 6GB GDDR6 Ray-Tracing Graphics Card, 1920 Core, 1365MHz GPU, 1710MHz Boost",cell_collision_with_prior_knob,6,hard
products_1_81080257,products_1,product_description,"General details: Manufactured by Western Digital Corporation; manufacturer part WD6003FZBX. Type: hard disk drive (HDD). Sub-type: SATA-6GBPS. Product line: WD Black. Product name: WD Black 6TB Internal Hard Drive. Key specifications: 6 TB storage capacity, 6GBPS SATA interface, 3.5-inch drive dimensions, 7200 RPM spindle speed, and 256 MB buffer size.",cell_collision_with_prior_knob,6,hard
products_1_87583376,products_1,product_description,"The Turbo GeForce® RTX 2070 SUPER EVO uses a newly designed shroud that looks sleek while improving cooling in multiple ways. Sections around the fan intake are raised to add clearance between neighboring cards in multi-GPU configurations and in space-limited cases. That physical gap works with an angled shroud surface, which directs cool air toward a large 80mm fan so Turing temperatures stay controlled in any situation.",cell_collision_with_prior_knob,6,hard
products_1_52437198,products_1,product_description,"SSD Portable T7 Touch USB 3.2, NVMe, 1TB",cell_collision_with_prior_knob,6,hard
products_1_34946634,products_1,product_description,Designer mobile external drive as well as enormous 4TB storage size powered by smooth USB 3.0 connectivity,cell_collision_with_prior_knob,6,hard
products_1_23127075,products_1,product_description,"10TB Capacity, Speed, 6GB/s Interface, 7200RPM Spin SATA 256MB Cache, Designed for NAS Applications, 3 Yr Warranty",cell_collision_with_prior_knob,6,hard
products_1_89520680,products_1,product_description,Large 16TB HDD storage capacity. Ideal 7200 RPM disk speed for keeping films and music,cell_collision_with_prior_knob,6,hard
products_1_98803698,products_1,product_description,"2GB ASUS GeForce GT 710, Passive, Single Slot, PCIe 2.0 (x1), 192 954MHz GPU, 5012MHz GDDR5, 4x HDMI",cell_collision_with_prior_knob,6,hard
products_1_699957,products_1,product_description,"Placa video VGA SAPPHIRE RADEON RX 5700XT SE NITRO+Placa video VGA SAPPHIRE RADEON RX 5700XT SE NITRO+GPU Radeon RX 5700 Graphics 2nd Gen 7nm GPU RDNA Architecture Engine Clock Boost Clock: Up to 2035Megahertz Game Clock: Up to 1965 MHz Base Clock: 1840 MHzStream Processors 2560 Memory Size/Bus 8GB/256 bit GDDR6 Memory Clock 14.4 Gbps Effective Displays Maximum 4 Displays Resolution HDMI: 4096×216060Hz DisplayPort1.4: 5120×288060Hz Interface PCI-Express 4.0Output 2x HDMI, 2x DisplayPortBIOS Support Dual UEFI API Vulkan® OpenGL® 4.6 OpenCL 2.0 DirectX® 12 Shader Model 6.4",cell_collision_with_prior_knob,6,hard
products_1_27302519,products_1,product_description,Boost NAS performance and reliability. Deliver uncompromised performance for small business NAS. Use SSD cache more creatively in NAS.,cell_collision_with_prior_knob,6,hard
k04__within_dup__products_1__products_1_1088849,products_1,product_description,"XPG SX8200 Pro PCIe Gen3x4 M.2 2280 Solid State Drive The Pro M.2 2280 SSD is XPG’s fastest SSD to date and is designed for avid PC enthusiasts, gamers, and overclockers. It features an ultra-fast PCIe Gen3x4 interface that offers peak read/write speeds of 3500/3000MB per second, outpacing SATA 6Gb/s by a wide margin. Supporting NVMe 1.3, the SX8200 Pro delivers excellent random read/write performance and multi-tasking capabilities. With SLC caching, a DRAM Cache buffer, E2E Data Protection, and LDPC ECC, it maintains high speeds and data integrity, even during highly intensive applications such as gaming rendering, and overclocking.FeaturesUltra-fast PCIe Gen3x4 interface: R/W speed up to NVMe 1.3 support 3D NAND Flash for higher capacity and durability Advanced LDPC ECC Technology SLC Caching and DRAM cache buffer E2E Data Protection and RAID Engine Compact M.2 2280 form factor – ideal for gaming and high-end desktopsTECHNICAL SPECIFICATIONSPart No. ASX8200PNP-512GT-CEAN 4713218469458Capacity 512GBNAND Flash 3D TLCInterface PCIe Gen3x4Form Factor M.2 2280MTBF 2,000,000 hoursPower Consumption 0.33W Active (Typical),0.14W Slumber (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msCertifications RoHS, CE, FCC, BSMI, VCCI, KCDimensions (L x W x T) 22 x 80 x 3.5 mmWeight 8gWarranty 5 years.",cell_collision_with_prior_knob,6,hard
products_1_73075580,products_1,product_name,ROG Strix GeForce RTX 2060 Advanced 6GB GDDR6,cell_collision_with_prior_knob,6,hard
k04__within_dup__products_1__products_1_1088849,products_1,product_name,ADATA SSD 512GB XPG SX8200 PCIe Pro Gen3x4 M.2 2280 (R:3500/W:3000 MB/s),clean_primary_floor,6,hard
k04__within_dup__products_1__products_1_50064518,products_1,product_name,NVIDIA Card RTX 3090 24GB Trinity Ampere Graphics GeForce,cell_collision_with_prior_knob,6,hard
products_1_34870253,products_1,sequential_read_mb_s,3.50,cell_collision_with_prior_knob,6,hard
products_1_48110334,products_1,sequential_read_mb_s,5 GB/s,cell_collision_with_prior_knob,6,hard
products_1_79243485,products_1,sequential_read_mb_s,0.55 GB/s,cell_collision_with_prior_knob,6,hard
products_1_1161397,products_1,sequential_read_mb_s,0.55 GB/s,cell_collision_with_prior_knob,6,hard
products_1_90171657,products_1,sequential_read_mb_s,3.10 GB/s,cell_collision_with_prior_knob,6,hard
products_1_4050965,products_1,sequential_read_mb_s,2100.0,cell_collision_with_prior_knob,6,hard
products_1_6850120,products_1,sequential_read_mb_s,550.0,cell_collision_with_prior_knob,6,hard
products_1_60294267,products_1,sequential_read_mb_s,550.0 MB/s,cell_collision_with_prior_knob,6,hard
products_1_73060691,products_1,sequential_read_mb_s,0.15,cell_collision_with_prior_knob,6,hard
products_1_50222671,products_1,sequential_read_mb_s,0.53,cell_collision_with_prior_knob,6,hard
products_1_6951663,products_1,sequential_read_mb_s,200.0,numeric_jitter_exhausted_retries,6,hard
products_1_16849538,products_1,sequential_read_mb_s,135.0,numeric_jitter_exhausted_retries,6,hard
products_1_11774092,products_1,sequential_read_mb_s,3.45 GB/s,cell_collision_with_prior_knob,6,hard
products_1_1473999,products_1,sequential_read_mb_s,0.50,cell_collision_with_prior_knob,6,hard
products_1_87430670,products_1,sequential_read_mb_s,0.04,cell_collision_with_prior_knob,6,hard
products_1_68818577,products_1,sequential_read_mb_s,1800.0,numeric_jitter_exhausted_retries,6,hard
products_1_83292188,products_1,sequential_read_mb_s,530000 KB/s,cell_collision_with_prior_knob,6,hard
products_1_24446703,products_1,sequential_read_mb_s,3.43,cell_collision_with_prior_knob,6,hard
products_1_9487971,products_1,sequential_read_mb_s,1050.0,numeric_jitter_exhausted_retries,6,hard
products_1_31663634,products_1,sequential_read_mb_s,1.50,cell_collision_with_prior_knob,6,hard
products_1_23766798,products_1,sequential_read_mb_s,300.0 MB/s,cell_collision_with_prior_knob,6,hard
products_1_90171657,products_1,sequential_write_mb_s,1.60 GB/s,cell_collision_with_prior_knob,6,hard
products_1_45702055,products_1,sequential_write_mb_s,4400.0 MB/s,cell_collision_with_prior_knob,6,hard
products_1_61433092,products_1,sequential_write_mb_s,350000,cell_collision_with_prior_knob,6,hard
products_1_11774092,products_1,sequential_write_mb_s,3200.0,cell_collision_with_prior_knob,6,hard
products_1_70568597,products_1,sequential_write_mb_s,1100000 KB/s,cell_collision_with_prior_knob,6,hard
products_1_6186646,products_1,sequential_write_mb_s,0.52,cell_collision_with_prior_knob,6,hard
products_1_95247966,products_1,sequential_write_mb_s,540.0,cell_collision_with_prior_knob,6,hard
products_1_60108205,products_1,sequential_write_mb_s,2000000 KB/s,cell_collision_with_prior_knob,6,hard
products_1_23766798,products_1,sequential_write_mb_s,1700.0,cell_collision_with_prior_knob,6,hard
products_1_88492258,products_1,video_memory_gb,8000,cell_collision_with_prior_knob,6,hard
products_1_49241259,products_1,video_memory_gb,10.0,cell_collision_with_prior_knob,6,hard
products_1_19001308,products_1,video_memory_gb,4000 MB,cell_collision_with_prior_knob,6,hard
products_1_41744188,products_1,video_memory_gb,"8,000 MB",cell_collision_with_prior_knob,6,hard
products_1_46937084,products_1,video_memory_gb,2.0 GB,cell_collision_with_prior_knob,6,hard
products_1_17291157,products_1,video_memory_gb,6000,cell_collision_with_prior_knob,6,hard
products_1_48293393,products_1,video_memory_gb,4000,cell_collision_with_prior_knob,6,hard
products_1_68277426,products_1,video_memory_gb,6000 MB,cell_collision_with_prior_knob,6,hard
products_1_48259418,products_1,video_memory_gb,8000 MB,cell_collision_with_prior_knob,6,hard
products_1_34993176,products_1,video_memory_gb,2.0,closeness_floor_exhausted_retries,6,hard
products_1_111371,products_1,video_memory_gb,7.45 GiB,cell_collision_with_prior_knob,6,hard
products_1_41221805,products_1,video_memory_gb,8000 MB,cell_collision_with_prior_knob,6,hard
products_1_36829921,products_1,video_memory_gb,6000 MB,cell_collision_with_prior_knob,6,hard
products_1_24614355,products_1,video_memory_gb,11.0,numeric_jitter_exhausted_retries,6,hard
products_1_24025819,products_1,video_memory_gb,4.0 GB,cell_collision_with_prior_knob,6,hard
products_1_28224541,products_1,video_memory_gb,"6,000 MB",cell_collision_with_prior_knob,6,hard
products_1_7179251,products_1,video_memory_gb,6.0 GB,cell_collision_with_prior_knob,6,hard
products_1_35479899,products_1,video_memory_gb,7.45 GiB,cell_collision_with_prior_knob,6,hard
k04__within_dup__products_1__products_1_18241261,products_1,video_memory_gb,6000,cell_collision_with_prior_knob,6,hard
products_2_93674071,products_2,brandName,Samsung Electronics,cell_collision_with_prior_knob,6,hard
products_2_97351682,products_2,brandName,Seagate Technology,cell_collision_with_prior_knob,6,hard
products_2_18325004,products_2,brandName,Samsung Electronics,cell_collision_with_prior_knob,6,hard
products_2_4872514,products_2,brandName,Digital Western,cell_collision_with_prior_knob,6,hard
products_2_10434912,products_2,busType,PCI Express x4,closeness_floor_exhausted_retries,6,hard
products_2_80184260,products_2,busType,PCI Express x4,closeness_floor_exhausted_retries,6,hard
products_2_34412534,products_2,capacityGb,"1,000,000 MB",cell_collision_with_prior_knob,6,hard
products_2_40217101,products_2,capacityGb,"4,000.0 GB",cell_collision_with_prior_knob,6,hard
products_2_56782191,products_2,capacityGb,600.0 GB,cell_collision_with_prior_knob,6,hard
products_2_25933135,products_2,capacityGb,500.0,numeric_jitter_exhausted_retries,6,hard
products_2_26080171,products_2,capacityGb,"500,000 MB",cell_collision_with_prior_knob,6,hard
