id1,id2,source_1,source_2,score,in_gold,in_human,in_ditto,decision_path
dbpedia_10113,metacritic_198,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_10115,metacritic_11258,dbpedia,metacritic,0.8971750140190125,False,True,True,agreement
dbpedia_10118,metacritic_248,dbpedia,metacritic,0.9572142362594604,False,True,True,agreement
dbpedia_10124,metacritic_11582,dbpedia,metacritic,0.7063847780227661,False,False,True,plm_check_llm_yes
dbpedia_10134,metacritic_14300,dbpedia,metacritic,0.9812365770339966,False,True,True,agreement
dbpedia_10136,metacritic_1518,dbpedia,metacritic,0.9594343304634094,False,False,True,plm_check_llm_yes
dbpedia_10137,metacritic_13220,dbpedia,metacritic,0.7863541841506958,False,False,True,plm_check_llm_yes
dbpedia_10140,metacritic_15513,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_10144,metacritic_10201,dbpedia,metacritic,0.8725855946540833,False,True,True,agreement
dbpedia_10150,metacritic_3413,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_10154,metacritic_10682,dbpedia,metacritic,0.9514910578727722,False,False,True,plm_check_llm_yes
dbpedia_10155,metacritic_4765,dbpedia,metacritic,0.6324792504310608,False,False,True,plm_check_llm_yes
dbpedia_10156,metacritic_16460,dbpedia,metacritic,0.8844879269599915,False,True,True,agreement
dbpedia_10162,metacritic_2454,dbpedia,metacritic,0.9217433333396912,False,False,True,plm_check_llm_yes
dbpedia_10171,metacritic_8112,dbpedia,metacritic,0.956917405128479,False,True,True,agreement
dbpedia_10173,metacritic_5058,dbpedia,metacritic,0.8016101121902466,False,True,True,agreement
dbpedia_10176,metacritic_18766,dbpedia,metacritic,0.9210052490234375,False,False,True,plm_check_llm_yes
dbpedia_10177,metacritic_17921,dbpedia,metacritic,0.9831257462501526,False,True,True,agreement
dbpedia_10179,metacritic_432,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_10183,metacritic_18422,dbpedia,metacritic,0.9732716679573059,False,True,True,agreement
dbpedia_10185,metacritic_6409,dbpedia,metacritic,0.8933440446853638,False,False,True,plm_check_llm_yes
dbpedia_10195,metacritic_7086,dbpedia,metacritic,0.9187695980072021,False,False,True,plm_check_llm_yes
dbpedia_10196,metacritic_14666,dbpedia,metacritic,0.9598847031593323,False,False,True,plm_check_llm_yes
dbpedia_102,metacritic_14582,dbpedia,metacritic,0.8988251090049744,False,True,True,agreement
dbpedia_1020,metacritic_8116,dbpedia,metacritic,0.8897801637649536,False,False,True,plm_check_llm_yes
dbpedia_10203,metacritic_15616,dbpedia,metacritic,0.9367812275886536,False,False,True,plm_check_llm_yes
dbpedia_1021,metacritic_7224,dbpedia,metacritic,0.87818843126297,False,True,True,agreement
dbpedia_10212,metacritic_13090,dbpedia,metacritic,0.959805965423584,False,True,True,agreement
dbpedia_10214,metacritic_14761,dbpedia,metacritic,0.9702271223068237,False,False,True,plm_check_llm_yes
dbpedia_10223,metacritic_9904,dbpedia,metacritic,0.7683730125427246,False,False,True,plm_check_llm_yes
dbpedia_10230,metacritic_16697,dbpedia,metacritic,0.9093157649040222,False,True,True,agreement
dbpedia_10244,metacritic_14690,dbpedia,metacritic,0.9705910682678223,False,True,True,agreement
dbpedia_10248,metacritic_14381,dbpedia,metacritic,0.9533863067626953,False,True,True,agreement
dbpedia_10250,metacritic_376,dbpedia,metacritic,0.9365467429161072,False,True,True,agreement
dbpedia_10258,metacritic_13336,dbpedia,metacritic,0.5258992314338684,False,False,True,plm_check_llm_yes
dbpedia_10267,metacritic_766,dbpedia,metacritic,0.870204508304596,False,True,True,agreement
dbpedia_1027,metacritic_1825,dbpedia,metacritic,0.967926561832428,False,False,True,plm_check_llm_yes
dbpedia_10270,metacritic_7452,dbpedia,metacritic,0.9265188574790955,False,False,True,plm_check_llm_yes
dbpedia_10272,metacritic_20138,dbpedia,metacritic,0.98148512840271,False,True,True,agreement
dbpedia_10275,metacritic_3675,dbpedia,metacritic,0.9612588286399841,False,True,True,agreement
dbpedia_10278,metacritic_10156,dbpedia,metacritic,0.9572921991348267,False,True,True,agreement
dbpedia_10280,metacritic_1315,dbpedia,metacritic,0.5656852126121521,False,True,True,agreement
dbpedia_10282,metacritic_7963,dbpedia,metacritic,0.8022764921188354,False,True,True,agreement
dbpedia_10287,metacritic_13914,dbpedia,metacritic,0.5525506138801575,False,False,True,plm_check_llm_yes
dbpedia_10296,metacritic_4492,dbpedia,metacritic,0.9656673073768616,False,True,True,agreement
dbpedia_10297,metacritic_634,dbpedia,metacritic,0.8583705425262451,False,False,True,plm_check_llm_yes
dbpedia_10303,metacritic_19705,dbpedia,metacritic,0.9471375942230225,False,True,True,agreement
dbpedia_10308,metacritic_18415,dbpedia,metacritic,0.6147679686546326,False,True,True,agreement
dbpedia_1031,metacritic_891,dbpedia,metacritic,0.852126955986023,False,False,True,plm_check_llm_yes
dbpedia_10314,metacritic_5221,dbpedia,metacritic,0.8727797269821167,False,False,True,plm_check_llm_yes
dbpedia_10318,metacritic_7807,dbpedia,metacritic,0.9693033695220947,False,True,True,agreement
dbpedia_10319,metacritic_4099,dbpedia,metacritic,0.9557293057441711,False,True,True,agreement
dbpedia_10321,metacritic_13964,dbpedia,metacritic,0.9256374835968018,False,False,True,plm_check_llm_yes
dbpedia_10322,metacritic_12358,dbpedia,metacritic,0.935115396976471,False,True,True,agreement
dbpedia_10327,metacritic_3884,dbpedia,metacritic,0.5359199643135071,False,False,True,plm_check_llm_yes
dbpedia_10328,metacritic_19698,dbpedia,metacritic,0.9853588342666626,False,False,True,plm_check_llm_yes
dbpedia_1033,metacritic_239,dbpedia,metacritic,0.7490338683128357,False,False,True,plm_check_llm_yes
dbpedia_10330,metacritic_4979,dbpedia,metacritic,0.9571898579597473,False,False,True,plm_check_llm_yes
dbpedia_10331,metacritic_14332,dbpedia,metacritic,0.6180062294006348,False,False,True,plm_check_llm_yes
dbpedia_10338,metacritic_12433,dbpedia,metacritic,0.6375405192375183,False,True,True,agreement
dbpedia_1034,metacritic_3742,dbpedia,metacritic,0.9374167919158936,False,False,True,plm_check_llm_yes
dbpedia_10348,metacritic_290,dbpedia,metacritic,0.9507418274879456,False,True,True,agreement
dbpedia_10350,metacritic_19019,dbpedia,metacritic,0.9678860306739807,False,True,True,agreement
dbpedia_10356,metacritic_4535,dbpedia,metacritic,0.8262149095535278,False,False,True,plm_check_llm_yes
dbpedia_10357,metacritic_9340,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_10360,metacritic_12067,dbpedia,metacritic,0.9790922403335571,False,True,True,agreement
dbpedia_10361,metacritic_4029,dbpedia,metacritic,0.9817787408828735,False,True,True,agreement
dbpedia_10363,metacritic_2275,dbpedia,metacritic,0.9329226016998291,False,True,True,agreement
dbpedia_10366,metacritic_4057,dbpedia,metacritic,0.9758963584899902,False,True,True,agreement
dbpedia_1037,metacritic_1437,dbpedia,metacritic,0.9464641213417053,False,True,True,agreement
dbpedia_10392,metacritic_6612,dbpedia,metacritic,0.8933094143867493,False,False,True,plm_check_llm_yes
dbpedia_10397,metacritic_19592,dbpedia,metacritic,0.9739339351654053,False,True,True,agreement
dbpedia_10399,metacritic_16899,dbpedia,metacritic,0.8571168780326843,False,True,True,agreement
dbpedia_10400,metacritic_44,dbpedia,metacritic,0.9744662642478943,False,True,True,agreement
dbpedia_10401,metacritic_3931,dbpedia,metacritic,0.8879704475402832,False,True,True,agreement
dbpedia_10403,metacritic_16076,dbpedia,metacritic,0.9476645588874817,False,True,True,agreement
dbpedia_10409,metacritic_5172,dbpedia,metacritic,0.8911882638931274,False,True,True,agreement
dbpedia_10410,metacritic_6630,dbpedia,metacritic,0.9649693369865417,False,True,True,agreement
dbpedia_10422,metacritic_6506,dbpedia,metacritic,0.8073687553405762,False,True,True,agreement
dbpedia_10427,metacritic_20097,dbpedia,metacritic,0.9688122272491455,False,True,True,agreement
dbpedia_1043,metacritic_9153,dbpedia,metacritic,0.920966625213623,False,True,True,agreement
dbpedia_1044,metacritic_16719,dbpedia,metacritic,0.8562536835670471,False,True,True,agreement
dbpedia_10440,metacritic_17785,dbpedia,metacritic,0.9739714860916138,False,False,True,plm_check_llm_yes
dbpedia_10445,metacritic_5943,dbpedia,metacritic,0.876043438911438,False,True,True,agreement
dbpedia_10450,metacritic_19920,dbpedia,metacritic,0.8970670700073242,False,False,True,plm_check_llm_yes
dbpedia_10453,metacritic_2228,dbpedia,metacritic,0.9843184351921082,False,False,True,plm_check_llm_yes
dbpedia_10458,metacritic_10155,dbpedia,metacritic,0.9844294786453247,False,True,True,agreement
dbpedia_1046,metacritic_2904,dbpedia,metacritic,0.9038093686103821,False,True,True,agreement
dbpedia_10461,metacritic_2920,dbpedia,metacritic,0.5444505214691162,False,True,True,agreement
dbpedia_10463,metacritic_413,dbpedia,metacritic,0.9129152297973633,False,True,True,agreement
dbpedia_10468,metacritic_4642,dbpedia,metacritic,0.9260683059692383,False,True,True,agreement
dbpedia_10470,metacritic_17070,dbpedia,metacritic,0.8293068408966064,False,True,True,agreement
dbpedia_10474,metacritic_7869,dbpedia,metacritic,0.8593438863754272,False,False,True,plm_check_llm_yes
dbpedia_10476,metacritic_19382,dbpedia,metacritic,0.9408388733863831,False,True,True,agreement
dbpedia_10483,metacritic_9699,dbpedia,metacritic,0.9451931118965149,False,True,True,agreement
dbpedia_10493,metacritic_189,dbpedia,metacritic,0.9510361552238464,False,True,True,agreement
dbpedia_10494,metacritic_7239,dbpedia,metacritic,0.9651196002960205,False,False,True,plm_check_llm_yes
dbpedia_10501,metacritic_6146,dbpedia,metacritic,0.6791802048683167,False,True,True,agreement
dbpedia_10513,metacritic_3263,dbpedia,metacritic,0.9633850455284119,False,False,True,plm_check_llm_yes
dbpedia_10517,metacritic_5586,dbpedia,metacritic,0.5593833327293396,False,False,True,plm_check_llm_yes
dbpedia_10517,metacritic_8776,dbpedia,metacritic,0.7955226302146912,False,False,True,plm_check_llm_yes
dbpedia_1052,metacritic_3702,dbpedia,metacritic,0.9071599841117859,False,False,True,plm_check_llm_yes
dbpedia_10526,metacritic_19846,dbpedia,metacritic,0.9699253439903259,False,True,True,agreement
dbpedia_1053,metacritic_8239,dbpedia,metacritic,0.9434135556221008,False,True,True,agreement
dbpedia_10530,metacritic_15954,dbpedia,metacritic,0.8740361928939819,False,True,True,agreement
dbpedia_10534,metacritic_6772,dbpedia,metacritic,0.9398667812347412,False,True,True,agreement
dbpedia_10537,metacritic_18772,dbpedia,metacritic,0.9003212451934814,False,True,True,agreement
dbpedia_10539,metacritic_2617,dbpedia,metacritic,0.8620149493217468,False,True,True,agreement
dbpedia_10540,metacritic_17125,dbpedia,metacritic,0.9611194133758545,False,True,True,agreement
dbpedia_10546,metacritic_17832,dbpedia,metacritic,0.9032967686653137,False,False,True,plm_check_llm_yes
dbpedia_10547,metacritic_1631,dbpedia,metacritic,0.9700976610183716,False,True,True,agreement
dbpedia_10548,metacritic_15,dbpedia,metacritic,0.8097046613693237,False,True,True,agreement
dbpedia_10549,metacritic_14990,dbpedia,metacritic,0.914351761341095,False,False,True,plm_check_llm_yes
dbpedia_1055,metacritic_16038,dbpedia,metacritic,0.5784661173820496,False,False,True,plm_check_llm_yes
dbpedia_1055,metacritic_16941,dbpedia,metacritic,0.7739941477775574,False,False,True,plm_check_llm_yes
dbpedia_10554,metacritic_41,dbpedia,metacritic,0.7817889451980591,False,False,True,plm_check_llm_yes
dbpedia_10557,metacritic_4141,dbpedia,metacritic,0.9753807187080383,False,True,True,agreement
dbpedia_1056,metacritic_8038,dbpedia,metacritic,0.9775862693786621,False,False,True,plm_check_llm_yes
dbpedia_10562,metacritic_6046,dbpedia,metacritic,1.0,True,False,False,gold
dbpedia_10563,metacritic_10958,dbpedia,metacritic,0.9435651898384094,False,True,True,agreement
dbpedia_10564,metacritic_17409,dbpedia,metacritic,0.9286165237426758,False,True,True,agreement
dbpedia_10565,metacritic_7878,dbpedia,metacritic,0.9522174000740051,False,False,True,plm_check_llm_yes
dbpedia_10567,metacritic_8171,dbpedia,metacritic,0.6674240231513977,False,False,True,plm_check_llm_yes
dbpedia_10570,metacritic_10428,dbpedia,metacritic,0.9710458517074585,False,True,True,agreement
dbpedia_10571,metacritic_2437,dbpedia,metacritic,0.9138578176498413,False,False,True,plm_check_llm_yes
dbpedia_10572,metacritic_19877,dbpedia,metacritic,0.9609419107437134,False,True,True,agreement
dbpedia_10576,metacritic_5581,dbpedia,metacritic,0.6787497401237488,False,True,True,agreement
dbpedia_1058,metacritic_10341,dbpedia,metacritic,0.9025371670722961,False,True,True,agreement
dbpedia_10581,metacritic_14015,dbpedia,metacritic,0.8912649750709534,False,True,True,agreement
dbpedia_10586,metacritic_7639,dbpedia,metacritic,0.9787867665290833,False,True,True,agreement
dbpedia_10587,metacritic_193,dbpedia,metacritic,0.9253518581390381,False,True,True,agreement
dbpedia_1059,metacritic_9137,dbpedia,metacritic,0.915048360824585,False,False,True,plm_check_llm_yes
dbpedia_10590,metacritic_11034,dbpedia,metacritic,0.8882139921188354,False,False,True,plm_check_llm_yes
dbpedia_10593,metacritic_3615,dbpedia,metacritic,0.9699904322624207,False,True,True,agreement
dbpedia_10595,metacritic_15076,dbpedia,metacritic,0.9801392555236816,False,True,True,agreement
dbpedia_1060,metacritic_897,dbpedia,metacritic,0.9788493514060974,False,True,True,agreement
dbpedia_10600,metacritic_3104,dbpedia,metacritic,0.9757071137428284,False,False,True,plm_check_llm_yes
dbpedia_10609,metacritic_4187,dbpedia,metacritic,0.9315303564071655,False,True,True,agreement
dbpedia_10614,metacritic_15839,dbpedia,metacritic,0.8937093615531921,False,False,True,plm_check_llm_yes
dbpedia_10621,metacritic_8239,dbpedia,metacritic,0.7208514213562012,False,False,True,plm_check_llm_yes
dbpedia_10635,metacritic_5534,dbpedia,metacritic,0.6862971782684326,False,True,True,agreement
dbpedia_10642,metacritic_7204,dbpedia,metacritic,0.8669325113296509,False,False,True,plm_check_llm_yes
dbpedia_10644,metacritic_14257,dbpedia,metacritic,0.9516081809997559,False,True,True,agreement
dbpedia_10650,metacritic_18460,dbpedia,metacritic,0.9740361571311951,False,True,True,agreement
dbpedia_10652,metacritic_9054,dbpedia,metacritic,0.8591064214706421,False,True,True,agreement
dbpedia_10659,metacritic_17254,dbpedia,metacritic,0.5607591271400452,False,False,True,plm_check_llm_yes
dbpedia_10662,metacritic_11297,dbpedia,metacritic,0.9328790307044983,False,True,True,agreement
dbpedia_10665,metacritic_6560,dbpedia,metacritic,0.8893211483955383,False,True,True,agreement
dbpedia_10671,metacritic_3313,dbpedia,metacritic,0.9036527872085571,False,False,True,plm_check_llm_yes
dbpedia_10696,metacritic_4195,dbpedia,metacritic,0.947063148021698,False,True,True,agreement
dbpedia_10700,metacritic_1233,dbpedia,metacritic,0.7872803807258606,False,False,True,plm_check_llm_yes
dbpedia_10708,metacritic_19979,dbpedia,metacritic,0.8862354159355164,False,True,True,agreement
dbpedia_10709,metacritic_1848,dbpedia,metacritic,0.7940592765808105,False,True,True,agreement
dbpedia_10711,metacritic_9218,dbpedia,metacritic,0.8984718918800354,False,False,True,plm_check_llm_yes
dbpedia_10718,metacritic_9035,dbpedia,metacritic,0.9471297860145569,False,True,True,agreement
dbpedia_10722,metacritic_99,dbpedia,metacritic,1.0,True,False,True,gold
dbpedia_10724,metacritic_5195,dbpedia,metacritic,0.6827566027641296,False,True,True,agreement
dbpedia_10728,metacritic_1232,dbpedia,metacritic,0.5627821683883667,False,False,True,plm_check_llm_yes
dbpedia_10728,metacritic_2122,dbpedia,metacritic,0.6157438158988953,False,False,True,plm_check_llm_yes
dbpedia_10728,metacritic_2467,dbpedia,metacritic,0.8126946091651917,False,False,True,plm_check_llm_yes
dbpedia_10728,metacritic_6473,dbpedia,metacritic,0.7604255676269531,False,False,True,plm_check_llm_yes
dbpedia_10733,metacritic_5271,dbpedia,metacritic,0.4952962100505829,False,True,False,plm_check_llm_yes
dbpedia_10746,metacritic_3908,dbpedia,metacritic,0.8934013247489929,False,False,True,plm_check_llm_yes
dbpedia_10751,metacritic_16471,dbpedia,metacritic,0.9230499863624573,False,True,True,agreement
dbpedia_10752,metacritic_17503,dbpedia,metacritic,0.7715476751327515,False,False,True,plm_check_llm_yes
dbpedia_10755,metacritic_1474,dbpedia,metacritic,0.8472459316253662,False,False,True,plm_check_llm_yes
dbpedia_1076,metacritic_18949,dbpedia,metacritic,0.8901177644729614,False,True,True,agreement
dbpedia_10763,metacritic_1047,dbpedia,metacritic,0.9784438610076904,False,False,True,plm_check_llm_yes
dbpedia_10765,metacritic_1145,dbpedia,metacritic,0.9671149253845215,False,False,True,plm_check_llm_yes
dbpedia_10768,metacritic_10199,dbpedia,metacritic,0.7764579653739929,False,False,True,plm_check_llm_yes
dbpedia_10768,metacritic_10232,dbpedia,metacritic,0.836114227771759,False,False,True,plm_check_llm_yes
dbpedia_10768,metacritic_9214,dbpedia,metacritic,0.9152790904045105,False,False,True,plm_check_llm_yes
dbpedia_10768,metacritic_9224,dbpedia,metacritic,0.8919421434402466,False,False,True,plm_check_llm_yes
dbpedia_1077,metacritic_294,dbpedia,metacritic,0.8622223734855652,False,False,True,plm_check_llm_yes
dbpedia_10773,metacritic_847,dbpedia,metacritic,0.6958892345428467,False,True,True,agreement
dbpedia_10776,metacritic_7227,dbpedia,metacritic,0.9892818927764893,False,True,True,agreement
dbpedia_10778,metacritic_17848,dbpedia,metacritic,0.9003763198852539,False,True,True,agreement
dbpedia_1078,metacritic_5693,dbpedia,metacritic,0.9491739869117737,False,False,True,plm_check_llm_yes
dbpedia_10787,metacritic_3500,dbpedia,metacritic,0.9728030562400818,False,False,True,plm_check_llm_yes
dbpedia_10792,metacritic_7896,dbpedia,metacritic,0.8310520648956299,False,True,True,agreement
dbpedia_10794,metacritic_15123,dbpedia,metacritic,0.9447478652000427,False,True,True,agreement
dbpedia_108,metacritic_19517,dbpedia,metacritic,0.9056596159934998,False,False,True,plm_check_llm_yes
dbpedia_10801,metacritic_4943,dbpedia,metacritic,0.9679621458053589,False,True,True,agreement
dbpedia_10802,metacritic_18323,dbpedia,metacritic,0.7812632322311401,False,True,True,agreement
dbpedia_10806,metacritic_17582,dbpedia,metacritic,0.849978506565094,False,True,True,agreement
dbpedia_10815,metacritic_4758,dbpedia,metacritic,0.8996381163597107,False,True,True,agreement
dbpedia_10822,metacritic_20259,dbpedia,metacritic,0.9152412414550781,False,True,True,agreement
dbpedia_10823,metacritic_6614,dbpedia,metacritic,0.8873388767242432,False,False,True,plm_check_llm_yes
dbpedia_10823,metacritic_9580,dbpedia,metacritic,0.8869611620903015,False,False,True,plm_check_llm_yes
dbpedia_10829,metacritic_5672,dbpedia,metacritic,0.9587246775627136,False,False,True,plm_check_llm_yes
dbpedia_1083,metacritic_4362,dbpedia,metacritic,0.9129730463027954,False,True,True,agreement
dbpedia_10830,metacritic_8529,dbpedia,metacritic,0.9834591746330261,False,False,True,plm_check_llm_yes
dbpedia_10841,metacritic_2060,dbpedia,metacritic,0.9156350493431091,False,False,True,plm_check_llm_yes
dbpedia_10846,metacritic_2654,dbpedia,metacritic,0.9194011688232422,False,True,True,agreement
dbpedia_1085,metacritic_5222,dbpedia,metacritic,0.899472177028656,False,True,True,agreement
dbpedia_10855,metacritic_18862,dbpedia,metacritic,0.9714233875274658,False,True,True,agreement
dbpedia_10859,metacritic_14367,dbpedia,metacritic,0.7890282869338989,False,False,True,plm_check_llm_yes
dbpedia_10867,metacritic_18516,dbpedia,metacritic,0.9688475728034973,False,True,True,agreement
dbpedia_10868,metacritic_2698,dbpedia,metacritic,0.757183313369751,False,False,True,plm_check_llm_yes
dbpedia_1087,metacritic_2742,dbpedia,metacritic,0.9338698387145996,False,True,True,agreement
dbpedia_10872,metacritic_5031,dbpedia,metacritic,0.9337425827980042,False,False,True,plm_check_llm_yes
dbpedia_10878,metacritic_17733,dbpedia,metacritic,0.8964214324951172,False,False,True,plm_check_llm_yes
dbpedia_10880,metacritic_6698,dbpedia,metacritic,0.757826566696167,False,False,True,plm_check_llm_yes
dbpedia_10881,metacritic_17418,dbpedia,metacritic,0.7917234301567078,False,False,True,plm_check_llm_yes
dbpedia_10885,metacritic_8799,dbpedia,metacritic,0.9302818179130554,False,True,True,agreement
dbpedia_10888,metacritic_4501,dbpedia,metacritic,1.0,True,True,True,gold
dbpedia_10894,metacritic_5315,dbpedia,metacritic,0.544157087802887,False,False,True,plm_check_llm_yes
dbpedia_10902,metacritic_140,dbpedia,metacritic,0.7934521436691284,False,True,True,agreement
dbpedia_10910,metacritic_7047,dbpedia,metacritic,0.8923531770706177,False,False,True,plm_check_llm_yes
dbpedia_10922,metacritic_17155,dbpedia,metacritic,0.9897659420967102,False,True,True,agreement
dbpedia_10924,metacritic_12761,dbpedia,metacritic,0.5936282873153687,False,False,True,plm_check_llm_yes
dbpedia_1093,metacritic_9403,dbpedia,metacritic,0.9088648557662964,False,True,True,agreement
dbpedia_10931,metacritic_17637,dbpedia,metacritic,0.7637908458709717,False,False,True,plm_check_llm_yes
dbpedia_10946,metacritic_18059,dbpedia,metacritic,0.9686124324798584,False,True,True,agreement
dbpedia_10951,metacritic_14943,dbpedia,metacritic,0.9455013275146484,False,True,True,agreement
dbpedia_10952,metacritic_1341,dbpedia,metacritic,0.9444975852966309,False,True,True,agreement
dbpedia_10953,metacritic_15532,dbpedia,metacritic,0.7263621091842651,False,True,True,agreement
dbpedia_10954,metacritic_9531,dbpedia,metacritic,0.9662199020385742,False,True,True,agreement
dbpedia_10956,metacritic_17045,dbpedia,metacritic,0.9681373238563538,False,True,True,agreement
dbpedia_10958,metacritic_13438,dbpedia,metacritic,0.9046748280525208,False,True,True,agreement
dbpedia_10967,metacritic_14006,dbpedia,metacritic,0.8255298733711243,False,True,True,agreement
dbpedia_10968,metacritic_6382,dbpedia,metacritic,0.9449985027313232,False,True,True,agreement
dbpedia_10971,metacritic_17826,dbpedia,metacritic,0.8744181394577026,False,True,True,agreement
dbpedia_10975,metacritic_3214,dbpedia,metacritic,0.74758380651474,False,False,True,plm_check_llm_yes
dbpedia_1098,metacritic_15191,dbpedia,metacritic,0.944918155670166,False,True,True,agreement
dbpedia_10990,metacritic_2231,dbpedia,metacritic,0.9125545024871826,False,True,True,agreement
dbpedia_10996,metacritic_16541,dbpedia,metacritic,0.9736979007720947,False,True,True,agreement
dbpedia_11000,metacritic_16805,dbpedia,metacritic,0.9763295650482178,False,True,True,agreement
dbpedia_11004,metacritic_2316,dbpedia,metacritic,0.8961115479469299,False,True,True,agreement
dbpedia_11007,metacritic_14492,dbpedia,metacritic,0.8192586302757263,False,True,True,agreement
dbpedia_11019,metacritic_16682,dbpedia,metacritic,0.9678329825401306,False,True,True,agreement
dbpedia_11020,metacritic_409,dbpedia,metacritic,0.7695377469062805,False,False,True,plm_check_llm_yes
dbpedia_11024,metacritic_7698,dbpedia,metacritic,0.504226803779602,False,False,True,plm_check_llm_yes
dbpedia_1103,metacritic_8195,dbpedia,metacritic,0.6188564300537109,False,False,True,plm_check_llm_yes
dbpedia_11033,metacritic_14086,dbpedia,metacritic,0.9787494540214539,False,True,True,agreement
dbpedia_11034,metacritic_10230,dbpedia,metacritic,0.6849038600921631,False,False,True,plm_check_llm_yes
dbpedia_11036,metacritic_14190,dbpedia,metacritic,0.8610713481903076,False,False,True,plm_check_llm_yes
dbpedia_11046,metacritic_644,dbpedia,metacritic,0.9847972989082336,False,True,True,agreement
dbpedia_11053,metacritic_19175,dbpedia,metacritic,0.9074189066886902,False,True,True,agreement
dbpedia_11059,metacritic_4649,dbpedia,metacritic,0.9561827182769775,False,True,True,agreement
dbpedia_11062,metacritic_10316,dbpedia,metacritic,0.98633873462677,False,True,True,agreement
dbpedia_11066,metacritic_9948,dbpedia,metacritic,0.9690472483634949,False,True,True,agreement
dbpedia_1107,metacritic_3756,dbpedia,metacritic,0.8750646114349365,False,False,True,plm_check_llm_yes
dbpedia_11072,metacritic_9571,dbpedia,metacritic,0.922876238822937,False,False,True,plm_check_llm_yes
dbpedia_11074,metacritic_7339,dbpedia,metacritic,0.9436109662055969,False,False,True,plm_check_llm_yes
dbpedia_11078,metacritic_10499,dbpedia,metacritic,0.9786058068275452,False,True,True,agreement
dbpedia_11079,metacritic_10586,dbpedia,metacritic,0.9196685552597046,False,True,True,agreement
dbpedia_11085,metacritic_12640,dbpedia,metacritic,0.9749217629432678,False,True,True,agreement
dbpedia_11088,metacritic_17764,dbpedia,metacritic,0.9042270183563232,False,False,True,plm_check_llm_yes
dbpedia_11091,metacritic_15294,dbpedia,metacritic,0.961031973361969,False,True,True,agreement
dbpedia_11098,metacritic_4116,dbpedia,metacritic,0.8383700251579285,False,True,True,agreement
dbpedia_111,metacritic_6166,dbpedia,metacritic,0.9658761024475098,False,False,True,plm_check_llm_yes
dbpedia_11100,metacritic_2485,dbpedia,metacritic,0.908146858215332,False,False,True,plm_check_llm_yes
dbpedia_11102,metacritic_1869,dbpedia,metacritic,0.7225716710090637,False,True,True,agreement
dbpedia_11105,metacritic_7619,dbpedia,metacritic,0.7033005952835083,False,True,True,agreement
dbpedia_1112,metacritic_11133,dbpedia,metacritic,0.5874930620193481,False,False,True,plm_check_llm_yes
dbpedia_11121,metacritic_5719,dbpedia,metacritic,0.776785671710968,False,True,True,agreement
dbpedia_11122,metacritic_9968,dbpedia,metacritic,0.9295006990432739,False,True,True,agreement
