id1,id2,score
dbpedia_4983,metacritic_18341,0.9985304455358222
dbpedia_27788,metacritic_1947,0.9807300637781234
dbpedia_46858,metacritic_12593,0.9918663713160105
dbpedia_26637,metacritic_10744,0.964875199861127
dbpedia_4867,metacritic_1473,0.995127414916294
dbpedia_58126,metacritic_8814,0.9658996896498242
dbpedia_42659,metacritic_17679,0.986683421494391
dbpedia_10888,metacritic_4501,0.8918711329390788
dbpedia_2563,metacritic_8248,0.9946979483412317
dbpedia_25397,metacritic_17679,0.9850197624218118
dbpedia_49796,metacritic_13938,0.9821676468618944
dbpedia_35934,metacritic_9859,0.9877525319719327
dbpedia_21012,metacritic_6298,0.8979596966810843
dbpedia_40892,metacritic_5085,0.9754514344258377
dbpedia_42584,metacritic_7303,0.9732682973030616
dbpedia_10039,metacritic_13943,0.9784220882096136
dbpedia_54895,metacritic_16895,0.9892055922157197
dbpedia_14040,metacritic_15625,0.9866408737773468
dbpedia_42453,metacritic_11731,0.939493060610532
dbpedia_39312,metacritic_5490,0.9890364020099448
dbpedia_45934,metacritic_6544,0.9940876781035219
dbpedia_27607,metacritic_9339,0.9671418757305281
dbpedia_16365,metacritic_9339,0.9671418757305281
dbpedia_33985,metacritic_3662,0.9781880435820581
dbpedia_41642,metacritic_8716,0.8776575339920536
dbpedia_19342,metacritic_16853,0.9687024766227531
dbpedia_29293,metacritic_8508,0.9832199064978262
dbpedia_9816,metacritic_14113,0.9212036108341288
dbpedia_19727,metacritic_18300,0.9932024846128842
dbpedia_16431,metacritic_11841,0.955342415330487
dbpedia_30794,metacritic_4137,0.989220412211846
dbpedia_17511,metacritic_13124,0.9212036108341288
dbpedia_3989,metacritic_13031,0.9940490093615614
dbpedia_22647,metacritic_5490,0.9840290664464623
dbpedia_26663,metacritic_7655,0.9833264922315267
dbpedia_44055,metacritic_7655,0.9833264922315267
dbpedia_23416,metacritic_843,0.9671659919358581
dbpedia_16596,metacritic_17918,0.9850792666191203
dbpedia_17640,metacritic_19240,0.9620182551967924
dbpedia_31269,metacritic_2186,0.9659830570143468
dbpedia_5559,metacritic_19456,0.9904194183589364
dbpedia_24925,metacritic_8529,0.9736584807900468
dbpedia_28674,metacritic_1912,0.9940866011381345
dbpedia_32045,metacritic_12746,0.9926762194659613
dbpedia_37861,metacritic_17575,0.9920566925028558
dbpedia_20613,metacritic_18743,0.9906944243326278
dbpedia_57420,metacritic_4772,0.9691774704668972
dbpedia_1826,metacritic_970,0.953376398413882
dbpedia_11612,metacritic_14750,0.9956555347716654
dbpedia_44857,metacritic_8215,0.990102833578335
dbpedia_43525,metacritic_5240,0.4445864169264839
dbpedia_4127,metacritic_20447,0.9788319211842275
dbpedia_59993,metacritic_16950,0.9884399093606872
dbpedia_15252,metacritic_14443,0.9859959038437063
dbpedia_39324,metacritic_14680,0.9991972089946641
dbpedia_61068,metacritic_16882,0.6949767288466641
dbpedia_1660,metacritic_14829,0.9717851912626982
dbpedia_38749,metacritic_14974,0.99333671018916
dbpedia_5194,metacritic_18063,0.9939178243641286
dbpedia_37274,metacritic_12717,0.997856588899232
dbpedia_25080,metacritic_6541,0.9979567007303968
dbpedia_5898,metacritic_4772,0.9804925433357163
dbpedia_14361,metacritic_995,0.9983751348057224
dbpedia_38048,metacritic_14245,0.9964072349970318
dbpedia_17327,metacritic_7727,0.9928668885704673
dbpedia_16737,metacritic_10442,0.9443722181843348
dbpedia_21671,metacritic_2544,0.9865997789847472
dbpedia_21075,metacritic_16453,0.9864908395502442
dbpedia_14701,metacritic_8194,0.9840790508641247
dbpedia_18146,metacritic_6257,0.9722095787061402
dbpedia_8364,metacritic_9154,0.984743881766173
dbpedia_49288,metacritic_11072,0.9940462796536835
dbpedia_3144,metacritic_14342,0.9854190604488251
dbpedia_40851,metacritic_1691,0.9738084227779816
dbpedia_5186,metacritic_19627,0.9911923426467707
dbpedia_32495,metacritic_1455,0.9881610098734213
dbpedia_6337,metacritic_14,0.9959570603941598
dbpedia_18156,metacritic_1080,0.9960264470797275
dbpedia_5968,metacritic_13838,0.9814331073011652
dbpedia_40122,metacritic_3790,0.9980754915246929
dbpedia_47613,metacritic_2061,0.9938991165242654
dbpedia_17767,metacritic_1857,0.9959386117018634
dbpedia_6337,metacritic_3790,0.9980754915246929
dbpedia_41765,metacritic_7623,0.982861014102443
dbpedia_40122,metacritic_14,0.9980754915246929
dbpedia_74,metacritic_8312,0.9903018071640911
dbpedia_51613,metacritic_514,0.9852048453883486
dbpedia_17518,metacritic_5601,0.9652200864473163
dbpedia_1037,metacritic_1437,0.956257051892106
dbpedia_42701,metacritic_1642,0.9793215987734936
dbpedia_42978,metacritic_762,0.9827004779492706
dbpedia_7965,metacritic_1229,0.9739695143591153
dbpedia_55904,metacritic_438,0.9708498538026827
dbpedia_58839,metacritic_514,0.9727140761206443
dbpedia_60670,metacritic_4792,0.9509739954726744
dbpedia_51869,metacritic_1884,0.9430365371479128
dbpedia_64599,metacritic_1437,0.961356142295952
dbpedia_51990,metacritic_430,0.9828234850241814
dbpedia_60606,metacritic_5366,0.9928813932968488
dbpedia_50526,metacritic_20409,0.7826361472003165
dbpedia_25090,metacritic_13208,0.9623850936089795
dbpedia_48085,metacritic_7784,0.9957818781050185
dbpedia_15279,metacritic_12836,0.9920923430731933
dbpedia_29194,metacritic_15499,0.9692061812038824
dbpedia_50046,metacritic_13901,0.9604289183987272
dbpedia_59280,metacritic_20442,0.9780165789669626
dbpedia_28195,metacritic_20097,0.9882200705079748
dbpedia_7673,metacritic_13466,0.9856235978126789
dbpedia_15201,metacritic_14056,0.986402986568884
dbpedia_46805,metacritic_1941,0.9071646813696044
dbpedia_30741,metacritic_4273,0.8558592732377621
dbpedia_40717,metacritic_18728,0.9946861907194289
dbpedia_21061,metacritic_1912,0.9585005787938657
dbpedia_43382,metacritic_854,0.8377645700458043
dbpedia_34091,metacritic_1513,0.9987516117309897
dbpedia_10196,metacritic_14666,0.947918718013362
dbpedia_15218,metacritic_13369,0.9859352355988077
dbpedia_41939,metacritic_8183,0.9179200172227572
k02_interp_games_00009__dbpedia,k02_interp_games_00009__metacritic,0.9918575286851217
dbpedia_3584,metacritic_3314,0.9545281350172385
dbpedia_24792,metacritic_15852,0.9797712641537282
dbpedia_47519,metacritic_13725,0.9982504586408678
dbpedia_18555,metacritic_5316,0.949363385937688
dbpedia_45045,metacritic_13096,0.9902535603526489
dbpedia_47084,metacritic_12567,0.945471709395731
dbpedia_44934,metacritic_2250,0.9913146611448328
dbpedia_6548,metacritic_2386,0.9891359752088319
dbpedia_22803,metacritic_20409,0.8487810352248711
dbpedia_20607,metacritic_11265,0.9968694576141612
dbpedia_13465,metacritic_9082,0.9906782786502231
dbpedia_63449,metacritic_9916,0.9481032282667383
dbpedia_27418,metacritic_5189,0.7573056710465578
dbpedia_22519,metacritic_6770,0.9852774422155426
dbpedia_20242,metacritic_8579,0.9950712632566815
dbpedia_29156,metacritic_13963,0.9965008600511704
dbpedia_24294,metacritic_14581,0.9880884600434386
dbpedia_30631,metacritic_19568,0.7976549061744913
dbpedia_22958,metacritic_2646,0.9495475914653683
dbpedia_5357,metacritic_2781,0.8697919536346387
dbpedia_34891,metacritic_3524,0.842285700112234
dbpedia_1944,metacritic_5137,0.9938423321712492
dbpedia_40612,metacritic_2781,0.9874677180512594
dbpedia_42412,metacritic_14015,0.980041118682842
dbpedia_12278,metacritic_12943,0.9756120473745568
k02_interp_games_00023__dbpedia,k02_interp_games_00023__metacritic,0.9933812119503055
dbpedia_13298,metacritic_2231,0.9681836928039274
dbpedia_4190,metacritic_2565,0.9947154316580296
dbpedia_2937,metacritic_11312,0.9895001414355601
dbpedia_2010,metacritic_6562,0.9376103190150933
dbpedia_57763,metacritic_14657,0.9804925433357163
dbpedia_14391,metacritic_7140,0.9649071404311758
dbpedia_64130,metacritic_18866,0.9747560601564946
dbpedia_56543,metacritic_4877,0.9941728844929141
dbpedia_1161,metacritic_19757,0.9908861763043834
dbpedia_20519,metacritic_1945,0.9792963546683354
dbpedia_51544,metacritic_6529,0.9689169760631106
dbpedia_28784,metacritic_3413,0.9562993817746399
dbpedia_56725,metacritic_3413,0.8679999432644445
dbpedia_45306,metacritic_10445,0.9943817852934795
dbpedia_45251,metacritic_4877,0.9905458788815054
dbpedia_58155,metacritic_2578,0.9957973911001027
dbpedia_10570,metacritic_10428,0.9371752900990269
dbpedia_39887,metacritic_5056,0.9632950287099965
dbpedia_48489,metacritic_18527,0.9812044761047972
dbpedia_54025,metacritic_9302,0.839356933658692
dbpedia_21574,metacritic_14502,0.9602991071837323
dbpedia_40197,metacritic_7919,0.9974729884706665
dbpedia_5181,metacritic_7919,0.5857046327678758
dbpedia_40843,metacritic_11420,0.9864937904721276
dbpedia_54352,metacritic_6002,0.9806143745813174
dbpedia_41078,metacritic_20427,0.9392087234069695
dbpedia_55390,metacritic_20427,0.9298162542164927
k02_interp_games_00007__dbpedia,k02_interp_games_00007__metacritic,0.9900767549382821
dbpedia_33536,metacritic_19582,0.9975163447515788
dbpedia_54361,metacritic_3665,0.9905234416375401
dbpedia_14364,metacritic_14859,0.994643429161935
dbpedia_38152,metacritic_3661,0.9772519948092628
dbpedia_55091,metacritic_6141,0.9938423321712492
dbpedia_35968,metacritic_20469,0.9759007111535558
dbpedia_38856,metacritic_2133,0.9585890159866988
dbpedia_8039,metacritic_56,0.9814529828147973
dbpedia_657,metacritic_1191,0.9872901221956825
dbpedia_59183,metacritic_1599,0.9604092649462788
dbpedia_6135,metacritic_19516,0.9680892443520899
dbpedia_57141,metacritic_4721,0.9794626381146107
dbpedia_24156,metacritic_2510,0.9901560489101875
dbpedia_39505,metacritic_7421,0.9870844151253044
dbpedia_42818,metacritic_9446,0.9983138110599499
dbpedia_61732,metacritic_14074,0.9581918294085148
dbpedia_1021,metacritic_7224,0.9897203475661764
dbpedia_59193,metacritic_13943,0.9948346085259575
dbpedia_34118,metacritic_4423,0.9671659919358581
dbpedia_58659,metacritic_1221,0.9941698693281875
dbpedia_15265,metacritic_18145,0.9897105755916741
k02_interp_games_00019__dbpedia,k02_interp_games_00019__metacritic,0.989286294458119
dbpedia_62642,metacritic_10566,0.9897832609703014
dbpedia_26248,metacritic_2162,0.9761083873714143
dbpedia_22608,metacritic_3906,0.9946474509447174
dbpedia_5054,metacritic_6253,0.9629227278926895
dbpedia_12160,metacritic_12230,0.9884485454506129
dbpedia_9250,metacritic_4236,0.9957610567541312
dbpedia_23257,metacritic_19648,0.9845856863183923
dbpedia_1770,metacritic_13385,0.9388950575094751
dbpedia_44705,metacritic_7672,0.9824666008678579
dbpedia_4083,metacritic_16614,0.9141023738546997
dbpedia_39613,metacritic_10867,0.9926517422753475
dbpedia_19958,metacritic_17243,0.9769588527465043
dbpedia_16521,metacritic_6151,0.9475509947984926
dbpedia_52650,metacritic_1270,0.9627345857957932
dbpedia_29718,metacritic_6862,0.9634349375635981
dbpedia_18260,metacritic_11968,0.9896817327808128
dbpedia_24490,metacritic_1474,0.9179200172227572
dbpedia_54644,metacritic_11913,0.983209817596168
dbpedia_63604,metacritic_4907,0.9671659919358581
dbpedia_39032,metacritic_19063,0.9722577627576796
dbpedia_20249,metacritic_13560,0.9947470028784592
dbpedia_40199,metacritic_18230,0.7908301329258844
dbpedia_1451,metacritic_970,0.996673033997244
dbpedia_659,metacritic_970,0.9013590551772916
dbpedia_14723,metacritic_9652,0.994728397526357
dbpedia_63012,metacritic_17224,0.9928031523194273
dbpedia_3425,metacritic_4132,0.898459701646812
dbpedia_29265,metacritic_7024,0.9766105614637177
dbpedia_42286,metacritic_7181,0.9794821000380999
dbpedia_10458,metacritic_10155,0.7455853267547239
dbpedia_10768,metacritic_9214,0.9976479073480917
dbpedia_28149,metacritic_3227,0.7559984174655565
dbpedia_2156,metacritic_3142,0.9892163896618608
dbpedia_13414,metacritic_898,0.994239395302937
dbpedia_55199,metacritic_13022,0.98954268430318
dbpedia_2463,metacritic_2802,0.9867165492965593
dbpedia_16055,metacritic_11012,0.9834439633261969
dbpedia_25435,metacritic_4564,0.9920998918121317
dbpedia_44468,metacritic_13887,0.9968812410035148
dbpedia_1056,metacritic_8038,0.9952433270860657
dbpedia_62989,metacritic_5020,0.9913482942347662
dbpedia_10453,metacritic_2228,0.9593719867977935
dbpedia_46696,metacritic_10696,0.9991294094236554
dbpedia_14639,metacritic_530,0.981796599172431
dbpedia_40053,metacritic_1635,0.9005179320318348
dbpedia_55247,metacritic_3251,0.9464956199751104
dbpedia_60290,metacritic_3147,0.9859251585455652
dbpedia_1748,metacritic_11271,0.9399936770909441
k02_interp_games_00054__dbpedia,k02_interp_games_00054__metacritic,0.9868459540012229
dbpedia_24146,metacritic_1704,0.9480933168468263
dbpedia_21231,metacritic_19988,0.9826636721178613
dbpedia_43637,metacritic_11778,0.7673619562848878
dbpedia_7587,metacritic_15777,0.9559370057297821
dbpedia_54997,metacritic_15779,0.9946995042021762
dbpedia_30800,metacritic_668,0.9941584925237061
dbpedia_63971,metacritic_953,0.982162544737727
dbpedia_9991,metacritic_4432,0.9803325032548817
dbpedia_11553,metacritic_4432,0.928905748733059
dbpedia_1178,metacritic_14145,0.9846730967370678
dbpedia_15775,metacritic_13976,0.9741753846201311
dbpedia_26936,metacritic_15022,0.7472287280115409
dbpedia_53752,metacritic_12940,0.875480190995583
dbpedia_41218,metacritic_14184,0.9831749165975503
dbpedia_7895,metacritic_2043,0.9944504012931292
dbpedia_50074,metacritic_15112,0.610995852087685
dbpedia_63983,metacritic_19266,0.9613319992900775
dbpedia_33707,metacritic_3571,0.9784015292708219
dbpedia_15613,metacritic_8052,0.9958080049489519
dbpedia_39350,metacritic_15540,0.972986581062266
dbpedia_15905,metacritic_16679,0.9674981231959727
dbpedia_43112,metacritic_4915,0.9940046340912271
dbpedia_19828,metacritic_13265,0.9886307692522748
dbpedia_53618,metacritic_12562,0.9806344025530292
dbpedia_4171,metacritic_20407,0.9233556834482792
dbpedia_33575,metacritic_12349,0.9142973406623057
dbpedia_32969,metacritic_1704,0.9739510272762729
k02_interp_games_00033__dbpedia,k02_interp_games_00033__metacritic,0.9893154213467789
dbpedia_33316,metacritic_13174,0.6696815253117946
dbpedia_30762,metacritic_11019,0.973256386197749
dbpedia_10922,metacritic_17155,0.9911225725653925
dbpedia_25196,metacritic_19547,0.9481032282667383
dbpedia_21787,metacritic_8743,0.9717851912626982
dbpedia_18208,metacritic_15218,0.9941798326310227
dbpedia_21320,metacritic_15218,0.99887301459091
dbpedia_64875,metacritic_13283,0.9491622456049271
k02_interp_games_00014__dbpedia,k02_interp_games_00014__metacritic,0.9953757014944274
dbpedia_11644,metacritic_9865,0.9909915537602174
dbpedia_19037,metacritic_8018,0.9965418516766137
dbpedia_29119,metacritic_9298,0.9775392471996175
dbpedia_34583,metacritic_2846,0.9781831961873868
dbpedia_15032,metacritic_7845,0.9871949798557916
dbpedia_26044,metacritic_8531,0.9795276842071636
dbpedia_15271,metacritic_9526,0.9726018048075233
dbpedia_41362,metacritic_17506,0.9843238271311217
dbpedia_18363,metacritic_17506,0.9937916278848867
dbpedia_38072,metacritic_658,0.995700225689081
dbpedia_22429,metacritic_8633,0.9620741098125078
dbpedia_33752,metacritic_19340,0.9685591118551294
dbpedia_27370,metacritic_17858,0.9917871612404263
dbpedia_14803,metacritic_9238,0.9828445283422901
dbpedia_34953,metacritic_6046,0.965570595914697
dbpedia_22802,metacritic_453,0.9643410756957158
dbpedia_40609,metacritic_4327,0.9826407195822641
dbpedia_12350,metacritic_10954,0.9919189711774858
dbpedia_9646,metacritic_10954,0.9936949749743497
dbpedia_7888,metacritic_17529,0.9466869776100935
dbpedia_64955,metacritic_9081,0.996025575793045
dbpedia_59059,metacritic_14939,0.9983537254009475
dbpedia_45972,metacritic_17881,0.9876380526401713
dbpedia_60357,metacritic_16246,0.9943601235536214
dbpedia_55225,metacritic_5997,0.9970159313178318
dbpedia_58397,metacritic_11657,0.9949818035874168
dbpedia_31248,metacritic_7904,0.9894068511632401
dbpedia_10621,metacritic_8239,0.9975877638583446
dbpedia_37917,metacritic_11510,0.9900704262459068
dbpedia_16460,metacritic_8239,0.9975877638583446
dbpedia_4121,metacritic_5895,0.9902535603526489
dbpedia_64490,metacritic_5980,0.7993148058101301
dbpedia_30529,metacritic_15171,0.9731534971895945
dbpedia_2758,metacritic_8239,0.9957143879646003
dbpedia_52634,metacritic_162,0.9617979111513387
dbpedia_19698,metacritic_5681,0.9948271480722183
dbpedia_3837,metacritic_8769,0.9853394356360431
dbpedia_37851,metacritic_8776,0.8523142990630116
dbpedia_24944,metacritic_8776,0.9805804407006445
dbpedia_5176,metacritic_8776,0.9834079326756935
dbpedia_23972,metacritic_162,0.9617979111513387
dbpedia_60335,metacritic_9651,0.9562523855934905
dbpedia_26164,metacritic_13226,0.9866972347922982
dbpedia_3827,metacritic_1348,0.9826607777845585
dbpedia_51136,metacritic_12860,0.9773991014614409
dbpedia_53988,metacritic_8423,0.9949258943804394
dbpedia_381,metacritic_3528,0.9577470188438234
dbpedia_61363,metacritic_14719,0.9864836719224431
dbpedia_29589,metacritic_4834,0.984965453823388
dbpedia_43714,metacritic_10086,0.989813446132938
dbpedia_6523,metacritic_19208,0.9558722733272604
dbpedia_56908,metacritic_4719,0.9500356514477608
dbpedia_16658,metacritic_16954,0.9956521631387619
dbpedia_3316,metacritic_12969,0.9507785115985372
dbpedia_15585,metacritic_3776,0.9368150599163185
dbpedia_29346,metacritic_1410,0.9734614789025817
dbpedia_15186,metacritic_12047,0.9710206128216702
dbpedia_46937,metacritic_7919,0.4723458918591647
dbpedia_16383,metacritic_6316,0.9623298453382533
dbpedia_43982,metacritic_6316,0.9806261606057431
dbpedia_61133,metacritic_6316,0.9527965711153498
dbpedia_44029,metacritic_19775,0.958021176269642
dbpedia_42519,metacritic_13732,0.8294666995498873
dbpedia_23440,metacritic_14305,0.9701229198672545
dbpedia_59002,metacritic_11366,0.9772519948092628
dbpedia_23532,metacritic_11712,0.9838006582376153
dbpedia_4571,metacritic_3829,0.9625640930933747
dbpedia_21589,metacritic_1764,0.8960455054600007
dbpedia_49474,metacritic_8978,0.9804925433357163
dbpedia_39106,metacritic_5417,0.7798675908536677
dbpedia_62801,metacritic_2153,0.9948084340170805
dbpedia_13689,metacritic_14990,0.9527965711153498
dbpedia_31807,metacritic_13500,0.9639899281215135
dbpedia_19076,metacritic_19643,0.9730140280106321
dbpedia_53763,metacritic_8089,0.9674981231959727
dbpedia_63801,metacritic_8203,0.9837422456064643
dbpedia_41758,metacritic_886,0.997890915132017
dbpedia_26982,metacritic_6562,0.9625640930933747
dbpedia_44334,metacritic_3219,0.9956496668472546
dbpedia_42230,metacritic_5792,0.9597105620897075
dbpedia_17775,metacritic_2510,0.9901560489101875
dbpedia_63196,metacritic_12762,0.9767241312635511
dbpedia_19414,metacritic_5998,0.9458274204401931
dbpedia_24096,metacritic_16204,0.9710023798428404
dbpedia_59210,metacritic_8688,0.9965821892245845
dbpedia_34859,metacritic_6137,0.9878236487914114
dbpedia_56311,metacritic_1994,0.9807786092068785
dbpedia_6632,metacritic_5138,0.9743642397110821
dbpedia_8597,metacritic_7110,0.9307921280926411
dbpedia_4978,metacritic_17493,0.9954441820889538
dbpedia_64219,metacritic_3501,0.9449850457081008
dbpedia_1198,metacritic_5792,0.9654934891979668
dbpedia_26627,metacritic_9945,0.8981551147976168
dbpedia_38526,metacritic_3571,0.9973618680062021
dbpedia_13190,metacritic_16258,0.9765585886193349
dbpedia_33644,metacritic_11712,0.9804925433357163
dbpedia_31128,metacritic_5881,0.7612951834096756
dbpedia_18415,metacritic_7501,0.9979128001874791
dbpedia_40042,metacritic_13583,0.9784245735166965
dbpedia_10913,metacritic_7110,0.9307921280926411
dbpedia_25671,metacritic_684,0.9137664525910405
dbpedia_27105,metacritic_9311,0.9807425903490962
dbpedia_20104,metacritic_4112,0.971577857494148
dbpedia_8255,metacritic_779,0.9963620382056991
dbpedia_37495,metacritic_4591,0.9632367371520432
dbpedia_41768,metacritic_5017,0.9961436646636206
dbpedia_11098,metacritic_4116,0.9706096472674626
dbpedia_54361,metacritic_6477,0.9905234416375401
dbpedia_44597,metacritic_3501,0.9576811775258571
dbpedia_50352,metacritic_4010,0.9745122193767045
dbpedia_35,metacritic_5817,0.9706500612211232
dbpedia_35222,metacritic_9518,0.994787643421675
dbpedia_39944,metacritic_6385,0.9935155413661868
dbpedia_8571,metacritic_68,0.9862488342575201
dbpedia_49851,metacritic_573,0.9440658121357483
dbpedia_53394,metacritic_17734,0.8360880304427949
dbpedia_23062,metacritic_16737,0.9252597907568574
dbpedia_7363,metacritic_8753,0.9135582006443038
dbpedia_7590,metacritic_19478,0.9389099976593566
dbpedia_22502,metacritic_15068,0.9567382337775528
dbpedia_43548,metacritic_2126,0.6878227539474682
dbpedia_7203,metacritic_20164,0.9678807753442475
dbpedia_20879,metacritic_2824,0.928312022168448
k02_interp_games_00046__dbpedia,k02_interp_games_00046__metacritic,0.9888519879276174
dbpedia_28194,metacritic_17519,0.9346712380613129
dbpedia_62860,metacritic_8931,0.9843206986608866
dbpedia_34865,metacritic_18301,0.9905636655108373
dbpedia_7877,metacritic_8680,0.9587865833421776
dbpedia_26851,metacritic_17630,0.9779758987753185
dbpedia_29278,metacritic_11759,0.9419363835604134
k02_interp_games_00012__dbpedia,k02_interp_games_00012__metacritic,0.9959138847899228
dbpedia_33314,metacritic_17018,0.92134949376015
dbpedia_55554,metacritic_8529,0.9794228014379287
dbpedia_3059,metacritic_7353,0.9965683282860593
dbpedia_8670,metacritic_6541,0.9954390748965986
dbpedia_10830,metacritic_8529,0.9898962406640041
dbpedia_47774,metacritic_9355,0.9774626485738284
k02_interp_games_00003__dbpedia,k02_interp_games_00003__metacritic,0.9961050071457568
dbpedia_22642,metacritic_17126,0.9856033158117518
dbpedia_10357,metacritic_9340,0.9840290664464623
dbpedia_49083,metacritic_3357,0.9973299282049173
dbpedia_27925,metacritic_18683,0.9740944531040364
dbpedia_46879,metacritic_7353,0.9928568109695882
dbpedia_27570,metacritic_832,0.9950683341444176
dbpedia_17118,metacritic_9962,0.9860916120441087
k02_interp_games_00010__dbpedia,k02_interp_games_00010__metacritic,0.9879558408453312
dbpedia_30567,metacritic_15218,0.9860807519827011
k02_interp_games_00061__dbpedia,k02_interp_games_00061__metacritic,0.993250153657538
dbpedia_26263,metacritic_17899,0.9033944550802985
dbpedia_14604,metacritic_4825,0.9976298073287315
dbpedia_40557,metacritic_3318,0.991579027841884
dbpedia_27941,metacritic_11913,0.9757852121414471
dbpedia_3141,metacritic_4145,0.8616326226737062
dbpedia_4776,metacritic_10141,0.5356583132388778
dbpedia_27348,metacritic_18171,0.9883097783796628
dbpedia_6711,metacritic_22,0.9852048453883486
dbpedia_26948,metacritic_14275,0.9717519941302665
dbpedia_6929,metacritic_8894,0.9867977175467163
dbpedia_42573,metacritic_6405,0.9940104603333976
dbpedia_9541,metacritic_20407,0.9463486626151761
dbpedia_19420,metacritic_5078,0.9823090322846634
dbpedia_12214,metacritic_17090,0.9683747007835439
dbpedia_714,metacritic_12922,0.9953593553377348
dbpedia_3888,metacritic_5221,0.996784359896123
dbpedia_18735,metacritic_2421,0.9694666976155877
dbpedia_14209,metacritic_3316,0.9817425725171147
dbpedia_42524,metacritic_4536,0.839356933658692
dbpedia_33729,metacritic_12079,0.9966761774053284
dbpedia_13179,metacritic_176,0.9971522261490907
dbpedia_54411,metacritic_7306,0.9844074540350184
dbpedia_5169,metacritic_785,0.8979596966810843
dbpedia_35815,metacritic_14967,0.9820065956300191
dbpedia_37511,metacritic_13019,0.9789898347851136
dbpedia_40520,metacritic_471,0.9988310456753782
dbpedia_46859,metacritic_18526,0.9832199064978262
dbpedia_18317,metacritic_9050,0.9746914194316656
dbpedia_8713,metacritic_2912,0.9938885798391845
dbpedia_31704,metacritic_863,0.9931485483681711
dbpedia_15446,metacritic_471,0.9657977497567224
dbpedia_652,metacritic_471,0.9590747516657753
dbpedia_36508,metacritic_19247,0.9925882966932232
dbpedia_34774,metacritic_7306,0.9928137753291283
dbpedia_21577,metacritic_1592,0.8500328495664964
dbpedia_27953,metacritic_55,0.928905748733059
dbpedia_3628,metacritic_8457,0.9776472804475609
dbpedia_18820,metacritic_7306,0.9557066409440991
dbpedia_51689,metacritic_14239,0.9920858538706607
k02_interp_games_00036__dbpedia,k02_interp_games_00036__metacritic,0.9847793600398118
dbpedia_58429,metacritic_3383,0.9955791653263788
dbpedia_11796,metacritic_19169,0.9653543486966409
dbpedia_40453,metacritic_19971,0.9981535634462325
dbpedia_15110,metacritic_13842,0.996391185045305
dbpedia_2682,metacritic_16611,0.9841210827101777
