id1,id2,source_1,source_2,label
dblp-12843,crossref-07402,dblp,crossref,true
dblp-12947,crossref-36363,dblp,crossref,true
dblp-13126,crossref-14949,dblp,crossref,true
dblp-13191,crossref-29784,dblp,crossref,true
dblp-13244,crossref-17121,dblp,crossref,true
dblp-13361,crossref-05672,dblp,crossref,true
dblp-13373,crossref-24429,dblp,crossref,true
dblp-13458,crossref-41227,dblp,crossref,true
dblp-13459,crossref-42286,dblp,crossref,true
dblp-13592,crossref-03916,dblp,crossref,true
dblp-13593,crossref-03887,dblp,crossref,true
dblp-13617,crossref-25340,dblp,crossref,true
dblp-13694,crossref-24152,dblp,crossref,true
dblp-13793,crossref-21489,dblp,crossref,true
dblp-13852,crossref-07639,dblp,crossref,true
dblp-13884,crossref-38317,dblp,crossref,true
dblp-13924,crossref-38319,dblp,crossref,true
dblp-14028,crossref-20124,dblp,crossref,true
dblp-14047,crossref-20361,dblp,crossref,true
dblp-14115,crossref-38365,dblp,crossref,true
dblp-14125,crossref-38370,dblp,crossref,true
dblp-14151,crossref-38351,dblp,crossref,true
dblp-14204,crossref-59361,dblp,crossref,true
dblp-14359,crossref-21318,dblp,crossref,true
dblp-14401,crossref-51505,dblp,crossref,true
dblp-14641,crossref-07306,dblp,crossref,true
dblp-14702,crossref-51651,dblp,crossref,true
dblp-14814,crossref-41030,dblp,crossref,true
dblp-14832,crossref-40601,dblp,crossref,true
dblp-14903,crossref-00880,dblp,crossref,true
dblp-15046,crossref-42338,dblp,crossref,true
dblp-15176,crossref-40906,dblp,crossref,true
dblp-15208,crossref-41808,dblp,crossref,true
dblp-15242,crossref-57812,dblp,crossref,true
dblp-15243,crossref-36605,dblp,crossref,true
dblp-15257,crossref-15022,dblp,crossref,true
dblp-15260,crossref-15020,dblp,crossref,true
dblp-15394,crossref-00466,dblp,crossref,true
dblp-15428,crossref-13257,dblp,crossref,true
dblp-15587,crossref-54984,dblp,crossref,true
dblp-15763,crossref-56642,dblp,crossref,true
dblp-15844,crossref-27225,dblp,crossref,true
dblp-15860,crossref-17520,dblp,crossref,true
dblp-15868,crossref-54489,dblp,crossref,true
dblp-16004,crossref-25590,dblp,crossref,true
dblp-16062,crossref-33801,dblp,crossref,true
dblp-16210,crossref-59174,dblp,crossref,true
dblp-16276,crossref-51360,dblp,crossref,true
dblp-16302,crossref-44040,dblp,crossref,true
dblp-16316,crossref-15871,dblp,crossref,true
dblp-16317,crossref-04013,dblp,crossref,true
dblp-16329,crossref-12144,dblp,crossref,true
dblp-16942,crossref-53388,dblp,crossref,true
dblp-17011,crossref-11730,dblp,crossref,true
dblp-17092,crossref-59276,dblp,crossref,true
dblp-17330,crossref-42831,dblp,crossref,true
dblp-17340,crossref-58352,dblp,crossref,true
dblp-17496,crossref-33786,dblp,crossref,true
dblp-17664,crossref-36194,dblp,crossref,true
dblp-17741,crossref-22273,dblp,crossref,true
dblp-18123,crossref-23181,dblp,crossref,true
dblp-18151,crossref-17872,dblp,crossref,true
dblp-18218,crossref-16987,dblp,crossref,true
dblp-18248,crossref-27396,dblp,crossref,true
dblp-18591,crossref-06202,dblp,crossref,true
dblp-18592,crossref-30590,dblp,crossref,true
dblp-18749,crossref-09902,dblp,crossref,true
dblp-18801,crossref-23101,dblp,crossref,true
dblp-18805,crossref-11557,dblp,crossref,true
dblp-18832,crossref-25187,dblp,crossref,true
dblp-18841,crossref-34345,dblp,crossref,true
dblp-18959,crossref-54907,dblp,crossref,true
dblp-18967,crossref-47131,dblp,crossref,true
dblp-19067,crossref-19351,dblp,crossref,true
dblp-19082,crossref-23288,dblp,crossref,true
dblp-19130,crossref-49065,dblp,crossref,true
dblp-19264,crossref-04498,dblp,crossref,true
dblp-19286,crossref-17763,dblp,crossref,true
dblp-19287,crossref-55306,dblp,crossref,true
dblp-19443,crossref-35885,dblp,crossref,true
dblp-19722,crossref-14365,dblp,crossref,true
dblp-19888,crossref-49128,dblp,crossref,true
dblp-20026,crossref-26351,dblp,crossref,true
dblp-20069,crossref-12539,dblp,crossref,true
dblp-20124,crossref-17244,dblp,crossref,true
dblp-20160,crossref-01812,dblp,crossref,true
dblp-20319,crossref-18796,dblp,crossref,true
dblp-20391,crossref-55416,dblp,crossref,true
dblp-20457,crossref-30744,dblp,crossref,true
dblp-20475,crossref-30410,dblp,crossref,true
dblp-20520,crossref-23787,dblp,crossref,true
dblp-20550,crossref-17971,dblp,crossref,true
dblp-20560,crossref-44916,dblp,crossref,true
dblp-20740,crossref-50257,dblp,crossref,true
dblp-20831,crossref-18621,dblp,crossref,true
dblp-20966,crossref-31293,dblp,crossref,true
dblp-20995,crossref-50002,dblp,crossref,true
dblp-21110,crossref-18334,dblp,crossref,true
dblp-21185,crossref-11060,dblp,crossref,true
dblp-21212,crossref-17242,dblp,crossref,true
dblp-21227,crossref-12247,dblp,crossref,true
dblp-21273,crossref-50987,dblp,crossref,true
dblp-21318,crossref-00218,dblp,crossref,true
dblp-21349,crossref-01362,dblp,crossref,true
dblp-21421,crossref-00062,dblp,crossref,true
dblp-21549,crossref-55603,dblp,crossref,true
dblp-21611,crossref-52297,dblp,crossref,true
dblp-21681,crossref-41957,dblp,crossref,true
dblp-21840,crossref-36866,dblp,crossref,true
dblp-21877,crossref-50922,dblp,crossref,true
dblp-21935,crossref-35734,dblp,crossref,true
dblp-22138,crossref-11634,dblp,crossref,true
dblp-22154,crossref-41374,dblp,crossref,true
dblp-22295,crossref-39639,dblp,crossref,true
dblp-22571,crossref-40063,dblp,crossref,true
dblp-22581,crossref-13361,dblp,crossref,true
dblp-22783,crossref-09729,dblp,crossref,true
dblp-22865,crossref-47152,dblp,crossref,true
dblp-22921,crossref-24224,dblp,crossref,true
dblp-23095,crossref-19144,dblp,crossref,true
dblp-23135,crossref-04285,dblp,crossref,true
dblp-23257,crossref-06122,dblp,crossref,true
dblp-23379,crossref-07923,dblp,crossref,true
dblp-23400,crossref-12810,dblp,crossref,true
dblp-23439,crossref-52010,dblp,crossref,true
dblp-23491,crossref-45774,dblp,crossref,true
dblp-23689,crossref-39039,dblp,crossref,true
dblp-23876,crossref-16543,dblp,crossref,true
dblp-23885,crossref-30434,dblp,crossref,true
dblp-23986,crossref-30568,dblp,crossref,true
dblp-24104,crossref-32282,dblp,crossref,true
dblp-24192,crossref-58198,dblp,crossref,true
dblp-24421,crossref-13721,dblp,crossref,true
dblp-24458,crossref-53014,dblp,crossref,true
dblp-24584,crossref-37336,dblp,crossref,true
dblp-24697,crossref-50170,dblp,crossref,true
dblp-24715,crossref-57228,dblp,crossref,true
dblp-24868,crossref-12589,dblp,crossref,true
dblp-24870,crossref-18153,dblp,crossref,true
dblp-24963,crossref-43505,dblp,crossref,true
dblp-24988,crossref-18142,dblp,crossref,true
dblp-25031,crossref-43875,dblp,crossref,true
dblp-25086,crossref-55089,dblp,crossref,true
dblp-25132,crossref-10577,dblp,crossref,true
dblp-25137,crossref-58170,dblp,crossref,true
dblp-25170,crossref-50587,dblp,crossref,true
dblp-25229,crossref-27287,dblp,crossref,true
dblp-25306,crossref-14172,dblp,crossref,true
dblp-25390,crossref-37109,dblp,crossref,true
dblp-25403,crossref-22472,dblp,crossref,true
dblp-25490,crossref-38904,dblp,crossref,true
dblp-25528,crossref-38618,dblp,crossref,true
dblp-25696,crossref-55444,dblp,crossref,true
dblp-25780,crossref-55087,dblp,crossref,true
dblp-25861,crossref-37923,dblp,crossref,true
dblp-25882,crossref-49582,dblp,crossref,true
dblp-25947,crossref-59673,dblp,crossref,true
dblp-25973,crossref-16307,dblp,crossref,true
dblp-26052,crossref-51979,dblp,crossref,true
dblp-26159,crossref-02847,dblp,crossref,true
dblp-26298,crossref-44412,dblp,crossref,true
dblp-26311,crossref-34526,dblp,crossref,true
dblp-26524,crossref-08857,dblp,crossref,true
dblp-26760,crossref-58422,dblp,crossref,true
dblp-27085,crossref-14582,dblp,crossref,true
dblp-27255,crossref-07778,dblp,crossref,true
dblp-27327,crossref-51861,dblp,crossref,true
dblp-27466,crossref-26430,dblp,crossref,true
dblp-27628,crossref-52056,dblp,crossref,true
dblp-27704,crossref-18049,dblp,crossref,true
dblp-27771,crossref-01187,dblp,crossref,true
dblp-27870,crossref-26609,dblp,crossref,true
dblp-27945,crossref-48971,dblp,crossref,true
dblp-28049,crossref-12167,dblp,crossref,true
dblp-28052,crossref-32629,dblp,crossref,true
dblp-28181,crossref-23038,dblp,crossref,true
dblp-28215,crossref-26260,dblp,crossref,true
dblp-28248,crossref-42361,dblp,crossref,true
dblp-28286,crossref-55897,dblp,crossref,true
dblp-28433,crossref-27536,dblp,crossref,true
dblp-28498,crossref-06733,dblp,crossref,true
dblp-28575,crossref-04052,dblp,crossref,true
dblp-28586,crossref-29142,dblp,crossref,true
dblp-28652,crossref-48577,dblp,crossref,true
dblp-28662,crossref-27924,dblp,crossref,true
dblp-28913,crossref-52063,dblp,crossref,true
dblp-29021,crossref-58216,dblp,crossref,true
dblp-29085,crossref-10373,dblp,crossref,true
dblp-29223,crossref-44996,dblp,crossref,true
dblp-29350,crossref-39014,dblp,crossref,true
dblp-29357,crossref-49363,dblp,crossref,true
dblp-29452,crossref-22939,dblp,crossref,true
dblp-29519,crossref-01968,dblp,crossref,true
dblp-29555,crossref-53175,dblp,crossref,true
dblp-29642,crossref-54661,dblp,crossref,true
dblp-29683,crossref-12545,dblp,crossref,true
dblp-29720,crossref-17466,dblp,crossref,true
dblp-29773,crossref-45044,dblp,crossref,true
dblp-29837,crossref-45868,dblp,crossref,true
dblp-29862,crossref-00087,dblp,crossref,true
dblp-29897,crossref-39992,dblp,crossref,true
dblp-29946,crossref-06723,dblp,crossref,true
dblp-30059,crossref-19646,dblp,crossref,true
dblp-30136,crossref-24221,dblp,crossref,true
dblp-30149,crossref-35039,dblp,crossref,true
dblp-30184,crossref-50507,dblp,crossref,true
dblp-30198,crossref-16711,dblp,crossref,true
dblp-30427,crossref-14229,dblp,crossref,true
dblp-30439,crossref-40702,dblp,crossref,true
dblp-30455,crossref-12231,dblp,crossref,true
dblp-30501,crossref-15757,dblp,crossref,true
dblp-30541,crossref-25404,dblp,crossref,true
dblp-30599,crossref-55672,dblp,crossref,true
dblp-30709,crossref-02477,dblp,crossref,true
dblp-30726,crossref-05440,dblp,crossref,true
dblp-30741,crossref-21893,dblp,crossref,true
dblp-30839,crossref-10604,dblp,crossref,true
dblp-30858,crossref-31955,dblp,crossref,true
dblp-30922,crossref-01501,dblp,crossref,true
dblp-31050,crossref-38601,dblp,crossref,true
dblp-31172,crossref-53424,dblp,crossref,true
dblp-31181,crossref-50826,dblp,crossref,true
dblp-31343,crossref-56161,dblp,crossref,true
dblp-31395,crossref-25893,dblp,crossref,true
dblp-31491,crossref-16699,dblp,crossref,true
dblp-31529,crossref-57989,dblp,crossref,true
dblp-31608,crossref-06913,dblp,crossref,true
dblp-31636,crossref-11343,dblp,crossref,true
dblp-31713,crossref-52422,dblp,crossref,true
dblp-31731,crossref-30414,dblp,crossref,true
dblp-31787,crossref-21769,dblp,crossref,true
dblp-31867,crossref-33153,dblp,crossref,true
dblp-31937,crossref-49327,dblp,crossref,true
dblp-32146,crossref-51234,dblp,crossref,true
dblp-32204,crossref-22975,dblp,crossref,true
dblp-32215,crossref-29025,dblp,crossref,true
dblp-32324,crossref-18763,dblp,crossref,true
dblp-32904,crossref-31247,dblp,crossref,true
dblp-32953,crossref-11091,dblp,crossref,true
dblp-32996,crossref-56030,dblp,crossref,true
dblp-33008,crossref-40323,dblp,crossref,true
dblp-33011,crossref-45779,dblp,crossref,true
dblp-33029,crossref-01611,dblp,crossref,true
dblp-33051,crossref-27319,dblp,crossref,true
dblp-33136,crossref-02828,dblp,crossref,true
dblp-33485,crossref-20909,dblp,crossref,true
dblp-33606,crossref-49441,dblp,crossref,true
dblp-33627,crossref-17863,dblp,crossref,true
dblp-33696,crossref-15505,dblp,crossref,true
dblp-33721,crossref-59385,dblp,crossref,true
dblp-33773,crossref-55911,dblp,crossref,true
dblp-33786,crossref-44053,dblp,crossref,true
dblp-33796,crossref-34971,dblp,crossref,true
dblp-33965,crossref-08670,dblp,crossref,true
dblp-34026,crossref-25633,dblp,crossref,true
dblp-34042,crossref-38846,dblp,crossref,true
dblp-34050,crossref-47941,dblp,crossref,true
dblp-34073,crossref-12074,dblp,crossref,true
dblp-34166,crossref-56332,dblp,crossref,true
dblp-34202,crossref-11862,dblp,crossref,true
dblp-34204,crossref-12160,dblp,crossref,true
dblp-34272,crossref-22980,dblp,crossref,true
dblp-34282,crossref-40256,dblp,crossref,true
dblp-34334,crossref-07012,dblp,crossref,true
dblp-34508,crossref-23828,dblp,crossref,true
dblp-34599,crossref-46266,dblp,crossref,true
dblp-34692,crossref-31797,dblp,crossref,true
dblp-34771,crossref-58162,dblp,crossref,true
dblp-34845,crossref-43084,dblp,crossref,true
dblp-34914,crossref-36195,dblp,crossref,true
dblp-35042,crossref-15853,dblp,crossref,true
dblp-35049,crossref-09080,dblp,crossref,true
dblp-35058,crossref-45923,dblp,crossref,true
dblp-35158,crossref-34995,dblp,crossref,true
dblp-35193,crossref-49467,dblp,crossref,true
dblp-35269,crossref-02657,dblp,crossref,true
dblp-35271,crossref-25549,dblp,crossref,true
dblp-35341,crossref-29293,dblp,crossref,true
dblp-35359,crossref-40576,dblp,crossref,true
dblp-35385,crossref-52680,dblp,crossref,true
dblp-35456,crossref-18801,dblp,crossref,true
dblp-35460,crossref-10249,dblp,crossref,true
dblp-35976,crossref-14725,dblp,crossref,true
dblp-36084,crossref-40481,dblp,crossref,true
dblp-36119,crossref-33483,dblp,crossref,true
dblp-36156,crossref-16936,dblp,crossref,true
dblp-36162,crossref-23918,dblp,crossref,true
dblp-36231,crossref-20038,dblp,crossref,true
dblp-36267,crossref-07109,dblp,crossref,true
dblp-36341,crossref-21640,dblp,crossref,true
dblp-36516,crossref-28657,dblp,crossref,true
dblp-36520,crossref-50378,dblp,crossref,true
dblp-36578,crossref-12538,dblp,crossref,true
dblp-36589,crossref-22089,dblp,crossref,true
dblp-36604,crossref-03184,dblp,crossref,true
dblp-36658,crossref-58767,dblp,crossref,true
dblp-36840,crossref-35784,dblp,crossref,true
dblp-36846,crossref-19812,dblp,crossref,true
dblp-36922,crossref-42995,dblp,crossref,true
dblp-36956,crossref-36813,dblp,crossref,true
dblp-36958,crossref-31902,dblp,crossref,true
dblp-37137,crossref-38488,dblp,crossref,true
dblp-37286,crossref-48619,dblp,crossref,true
dblp-37379,crossref-28519,dblp,crossref,true
dblp-37468,crossref-32511,dblp,crossref,true
dblp-37474,crossref-14152,dblp,crossref,true
dblp-37592,crossref-19032,dblp,crossref,true
dblp-37669,crossref-23601,dblp,crossref,true
dblp-37903,crossref-20544,dblp,crossref,true
dblp-37985,crossref-59510,dblp,crossref,true
dblp-38154,crossref-25390,dblp,crossref,true
dblp-38212,crossref-12483,dblp,crossref,true
dblp-38249,crossref-57439,dblp,crossref,true
dblp-38296,crossref-49044,dblp,crossref,true
dblp-38350,crossref-41351,dblp,crossref,true
dblp-38560,crossref-52508,dblp,crossref,true
dblp-38632,crossref-31834,dblp,crossref,true
dblp-38651,crossref-49639,dblp,crossref,true
dblp-38707,crossref-38947,dblp,crossref,true
dblp-38907,crossref-43578,dblp,crossref,true
dblp-38961,crossref-45448,dblp,crossref,true
dblp-39215,crossref-41005,dblp,crossref,true
dblp-39320,crossref-44567,dblp,crossref,true
dblp-39412,crossref-07513,dblp,crossref,true
dblp-39430,crossref-44300,dblp,crossref,true
dblp-39455,crossref-25809,dblp,crossref,true
dblp-39597,crossref-29704,dblp,crossref,true
dblp-39721,crossref-55713,dblp,crossref,true
dblp-39737,crossref-04119,dblp,crossref,true
dblp-39883,crossref-38883,dblp,crossref,true
dblp-39975,crossref-25387,dblp,crossref,true
dblp-40033,crossref-16404,dblp,crossref,true
dblp-40051,crossref-50094,dblp,crossref,true
dblp-40165,crossref-19831,dblp,crossref,true
dblp-40192,crossref-44946,dblp,crossref,true
dblp-40702,crossref-48923,dblp,crossref,true
dblp-40766,crossref-04273,dblp,crossref,true
dblp-40767,crossref-14045,dblp,crossref,true
dblp-40869,crossref-11509,dblp,crossref,true
dblp-40912,crossref-32206,dblp,crossref,true
dblp-40915,crossref-30670,dblp,crossref,true
dblp-40925,crossref-46344,dblp,crossref,true
dblp-40946,crossref-43953,dblp,crossref,true
dblp-40980,crossref-50034,dblp,crossref,true
dblp-41066,crossref-12096,dblp,crossref,true
dblp-41110,crossref-54657,dblp,crossref,true
dblp-41164,crossref-53140,dblp,crossref,true
dblp-41299,crossref-34031,dblp,crossref,true
dblp-41324,crossref-39698,dblp,crossref,true
dblp-41390,crossref-48917,dblp,crossref,true
dblp-41398,crossref-43778,dblp,crossref,true
dblp-41402,crossref-32731,dblp,crossref,true
dblp-41413,crossref-47123,dblp,crossref,true
dblp-41414,crossref-21613,dblp,crossref,true
dblp-41547,crossref-21370,dblp,crossref,true
dblp-41816,crossref-48797,dblp,crossref,true
dblp-41818,crossref-24737,dblp,crossref,true
dblp-41835,crossref-52758,dblp,crossref,true
dblp-41843,crossref-03357,dblp,crossref,true
dblp-41847,crossref-56116,dblp,crossref,true
dblp-41934,crossref-21293,dblp,crossref,true
dblp-42164,crossref-56876,dblp,crossref,true
dblp-42191,crossref-53800,dblp,crossref,true
dblp-42331,crossref-39533,dblp,crossref,true
dblp-42352,crossref-46595,dblp,crossref,true
dblp-42365,crossref-19098,dblp,crossref,true
dblp-42499,crossref-54030,dblp,crossref,true
dblp-42560,crossref-57073,dblp,crossref,true
dblp-42587,crossref-35715,dblp,crossref,true
dblp-42636,crossref-26428,dblp,crossref,true
dblp-42664,crossref-25151,dblp,crossref,true
dblp-42805,crossref-12684,dblp,crossref,true
dblp-42827,crossref-58653,dblp,crossref,true
dblp-42876,crossref-49288,dblp,crossref,true
dblp-42924,crossref-37666,dblp,crossref,true
dblp-42976,crossref-16287,dblp,crossref,true
dblp-43004,crossref-24803,dblp,crossref,true
dblp-43061,crossref-35783,dblp,crossref,true
dblp-43238,crossref-22154,dblp,crossref,true
dblp-43280,crossref-30398,dblp,crossref,true
dblp-43353,crossref-13010,dblp,crossref,true
dblp-43432,crossref-24758,dblp,crossref,true
dblp-43449,crossref-53880,dblp,crossref,true
dblp-43504,crossref-39380,dblp,crossref,true
dblp-43533,crossref-48848,dblp,crossref,true
dblp-43703,crossref-38251,dblp,crossref,true
dblp-43727,crossref-18428,dblp,crossref,true
dblp-43735,crossref-31155,dblp,crossref,true
dblp-43778,crossref-54360,dblp,crossref,true
dblp-43893,crossref-22577,dblp,crossref,true
dblp-43969,crossref-54329,dblp,crossref,true
dblp-44065,crossref-57754,dblp,crossref,true
dblp-44146,crossref-12135,dblp,crossref,true
dblp-44224,crossref-60531,dblp,crossref,true
dblp-44270,crossref-56744,dblp,crossref,true
dblp-44405,crossref-22545,dblp,crossref,true
dblp-44428,crossref-56363,dblp,crossref,true
dblp-44436,crossref-10549,dblp,crossref,true
