id1,id2,label
k02_noncorner_papers_00090__open_alex,k02_noncorner_papers_00027__dblp,FALSE
k02_noncorner_papers_00072__open_alex,k02_noncorner_papers_00072__dblp,TRUE
k02_noncorner_papers_00074__open_alex,k02_noncorner_papers_00074__dblp,TRUE
open_alex-30172,k02_noncorner_papers_00435__dblp,FALSE
k02_noncorner_papers_00463__open_alex,k02_noncorner_papers_00463__dblp,TRUE
k02_noncorner_papers_00739__open_alex,k02_noncorner_papers_00585__dblp,FALSE
k02_noncorner_papers_00776__open_alex,k02_noncorner_papers_00776__dblp,TRUE
k02_noncorner_papers_00245__open_alex,k02_noncorner_papers_00245__dblp,TRUE
k02_noncorner_papers_00593__open_alex,k02_noncorner_papers_00593__dblp,TRUE
k02_noncorner_papers_00803__open_alex,k02_noncorner_papers_00803__dblp,TRUE
k02_noncorner_papers_00194__open_alex,k02_noncorner_papers_00286__dblp,FALSE
k02_noncorner_papers_00315__open_alex,k02_noncorner_papers_00315__dblp,TRUE
open_alex-43224,k02_noncorner_papers_00640__dblp,FALSE
k02_noncorner_papers_00093__open_alex,k02_noncorner_papers_00093__dblp,TRUE
k02_noncorner_papers_00795__open_alex,k02_noncorner_papers_00248__dblp,FALSE
open_alex-23974,k02_noncorner_papers_00565__dblp,FALSE
k02_noncorner_papers_00230__open_alex,k02_noncorner_papers_00808__dblp,FALSE
k02_noncorner_papers_00355__open_alex,k02_noncorner_papers_00455__dblp,FALSE
open_alex-19080,k02_noncorner_papers_00535__dblp,FALSE
open_alex-56907,k02_noncorner_papers_00093__dblp,FALSE
k02_noncorner_papers_00355__open_alex,k02_noncorner_papers_00593__dblp,FALSE
k02_noncorner_papers_00128__open_alex,k02_noncorner_papers_00314__dblp,FALSE
k02_noncorner_papers_00618__open_alex,k02_noncorner_papers_00321__dblp,FALSE
k02_noncorner_papers_00621__open_alex,k02_noncorner_papers_00764__dblp,FALSE
k02_noncorner_papers_00493__open_alex,k02_noncorner_papers_00321__dblp,FALSE
k02_noncorner_papers_00651__open_alex,k02_noncorner_papers_00585__dblp,FALSE
k02_noncorner_papers_00272__open_alex,k02_noncorner_papers_00535__dblp,FALSE
k02_noncorner_papers_00600__open_alex,k02_noncorner_papers_00435__dblp,FALSE
k02_noncorner_papers_00707__open_alex,k02_noncorner_papers_00079__dblp,FALSE
k02_noncorner_papers_00038__open_alex,k02_noncorner_papers_00315__dblp,FALSE
open_alex-15509,k02_noncorner_papers_00764__dblp,FALSE
k02_noncorner_papers_00439__open_alex,k02_noncorner_papers_00535__dblp,FALSE
open_alex-02552,k02_noncorner_papers_00455__dblp,FALSE
open_alex-15532,k02_noncorner_papers_00776__dblp,FALSE
k02_noncorner_papers_00686__open_alex,k02_noncorner_papers_00686__dblp,TRUE
k02_noncorner_papers_00036__open_alex,k02_noncorner_papers_00027__dblp,FALSE
k02_noncorner_papers_00780__open_alex,k02_noncorner_papers_00315__dblp,FALSE
open_alex-08859,k02_noncorner_papers_00585__dblp,FALSE
open_alex-02674,k02_noncorner_papers_00235__dblp,FALSE
k02_noncorner_papers_00777__open_alex,k02_noncorner_papers_00286__dblp,FALSE
open_alex-43768,dblp-08369,TRUE
k02_noncorner_papers_00286__open_alex,k02_noncorner_papers_00286__dblp,TRUE
k02_noncorner_papers_00325__open_alex,k02_noncorner_papers_00093__dblp,FALSE
k02_noncorner_papers_00535__open_alex,k02_noncorner_papers_00535__dblp,TRUE
k02_noncorner_papers_00079__open_alex,k02_noncorner_papers_00079__dblp,TRUE
k02_noncorner_papers_00193__open_alex,k02_noncorner_papers_00193__dblp,TRUE
open_alex-43374,k02_noncorner_papers_00803__dblp,FALSE
k02_noncorner_papers_00776__open_alex,k02_noncorner_papers_00074__dblp,FALSE
k02_noncorner_papers_00084__open_alex,k02_noncorner_papers_00776__dblp,FALSE
k02_noncorner_papers_00388__open_alex,k02_noncorner_papers_00803__dblp,FALSE
k02_noncorner_papers_00787__open_alex,k02_noncorner_papers_00235__dblp,FALSE
k02_noncorner_papers_00027__open_alex,k02_noncorner_papers_00027__dblp,TRUE
open_alex-38136,k02_noncorner_papers_00315__dblp,FALSE
k02_noncorner_papers_00378__open_alex,k02_noncorner_papers_00707__dblp,FALSE
k02_noncorner_papers_00640__open_alex,k02_noncorner_papers_00640__dblp,TRUE
k02_noncorner_papers_00799__open_alex,k02_noncorner_papers_00074__dblp,FALSE
open_alex-56116,k02_noncorner_papers_00314__dblp,FALSE
