entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
fullcontact_1537,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/israel-discount-bank/"", ""conflict_preserved"": true}",4,hard
fullcontact_432,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/israel-corp/"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Liberty_Mutual,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_478"", ""conflict_preserved"": true}",4,hard
fullcontact_57,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/AES_Eletropaulo"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Kochi_Refineries,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Kochi_Refineries"", ""conflict_preserved"": true}",4,hard
fullcontact_513,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_513"", ""conflict_preserved"": true}",4,hard
fullcontact_1642,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/news-corp/"", ""conflict_preserved"": true}",4,hard
fullcontact_852,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Bank_of_China"", ""conflict_preserved"": true}",4,hard
fullcontact_695,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/STMicroelectronics"", ""conflict_preserved"": true}",4,hard
fullcontact_169,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/brenntag/"", ""conflict_preserved"": true}",4,hard
fullcontact_1078,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_1078"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Ingram_Barge_Company,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/ingram-micro/"", ""conflict_preserved"": true}",4,hard
fullcontact_422,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_810"", ""conflict_preserved"": true}",4,hard
fullcontact_211,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_211"", ""conflict_preserved"": true}",4,hard
fullcontact_26,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Masco"", ""conflict_preserved"": true}",4,hard
fullcontact_636,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Safeway_(Canada)"", ""conflict_preserved"": true}",4,hard
fullcontact_1808,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/cincinnati-financial/"", ""conflict_preserved"": true}",4,hard
fullcontact_214,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/CITIC_Pacific"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Franklin_(automobile),forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/franklin-resources/"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/E.ON_Russia,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_994"", ""conflict_preserved"": true}",4,hard
fullcontact_139,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/bayer/"", ""conflict_preserved"": true}",4,hard
fullcontact_341,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_341"", ""conflict_preserved"": true}",4,hard
fullcontact_1574,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_1574"", ""conflict_preserved"": true}",4,hard
fullcontact_3,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_3"", ""conflict_preserved"": true}",4,hard
fullcontact_387,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/hormel-foods/"", ""conflict_preserved"": true}",4,hard
fullcontact_1611,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/cemig/"", ""conflict_preserved"": true}",4,hard
fullcontact_205,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_205"", ""conflict_preserved"": true}",4,hard
fullcontact_535,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/netapp/"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Comcast_Interactive_Media,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/comcast/"", ""conflict_preserved"": true}",4,hard
fullcontact_992,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/interactive-brokers-group/"", ""conflict_preserved"": true}",4,hard
fullcontact_186,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Cameco"", ""conflict_preserved"": true}",4,hard
fullcontact_166,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/bp/"", ""conflict_preserved"": true}",4,hard
fullcontact_1446,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Nordstrom"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Boeing_Canada,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Boeing_Canada"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/REWE_Group,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/REWE_Group"", ""conflict_preserved"": true}",4,hard
fullcontact_1491,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_1491"", ""conflict_preserved"": true}",4,hard
fullcontact_148,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Best_Buy"", ""conflict_preserved"": true}",4,hard
fullcontact_488,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_488"", ""conflict_preserved"": true}",4,hard
fullcontact_775,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Universal_Avionics"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Sampo_Corporation,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_641"", ""conflict_preserved"": true}",4,hard
fullcontact_698,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_698"", ""conflict_preserved"": true}",4,hard
fullcontact_68,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_68"", ""conflict_preserved"": true}",4,hard
fullcontact_740,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/thales/"", ""conflict_preserved"": true}",4,hard
fullcontact_675,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Sime_Darby"", ""conflict_preserved"": true}",4,hard
fullcontact_533,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Neste_Oil"", ""conflict_preserved"": true}",4,hard
fullcontact_931,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_931"", ""conflict_preserved"": true}",4,hard
fullcontact_822,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Wipro"", ""conflict_preserved"": true}",4,hard
fullcontact_385,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/hollyfrontier/"", ""conflict_preserved"": true}",4,hard
fullcontact_1495,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Teva_Pharmaceutical_Industries"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Yahoo!_HotJobs,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_836"", ""conflict_preserved"": true}",4,hard
fullcontact_172,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/brookfield-asset-management/"", ""conflict_preserved"": true}",4,hard
fullcontact_144,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/B/E_Aerospace"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Ackermans,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_314"", ""conflict_preserved"": true}",4,hard
fullcontact_468,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Kubota"", ""conflict_preserved"": true}",4,hard
fullcontact_798,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Vivendi"", ""conflict_preserved"": true}",4,hard
fullcontact_1881,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_1881"", ""conflict_preserved"": true}",4,hard
fullcontact_1247,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_1247"", ""conflict_preserved"": true}",4,hard
fullcontact_549,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/novatek/"", ""conflict_preserved"": true}",4,hard
fullcontact_790,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Verisign"", ""conflict_preserved"": true}",4,hard
fullcontact_732,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/tenaris/"", ""conflict_preserved"": true}",4,hard
fullcontact_269,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_269"", ""conflict_preserved"": true}",4,hard
fullcontact_376,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Herbalife"", ""conflict_preserved"": true}",4,hard
fullcontact_441,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_441"", ""conflict_preserved"": true}",4,hard
fullcontact_1762,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/erste-group-bank/"", ""conflict_preserved"": true}",4,hard
fullcontact_406,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_406"", ""conflict_preserved"": true}",4,hard
fullcontact_507,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Metro_AG"", ""conflict_preserved"": true}",4,hard
fullcontact_1291,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/target/"", ""conflict_preserved"": true}",4,hard
fullcontact_237,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_237"", ""conflict_preserved"": true}",4,hard
fullcontact_935,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_935"", ""conflict_preserved"": true}",4,hard
fullcontact_188,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/capgemini/"", ""conflict_preserved"": true}",4,hard
fullcontact_1089,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Integrated_Computer_Solutions"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Piraeus_Bank,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/piraeus-bank/"", ""conflict_preserved"": true}",4,hard
fullcontact_511,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_511"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/NOMOS-BANK,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/nomos-bank/"", ""conflict_preserved"": true}",4,hard
fullcontact_170,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/bridgestone/"", ""conflict_preserved"": true}",4,hard
fullcontact_352,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/general-growth-properties/"", ""conflict_preserved"": true}",4,hard
fullcontact_813,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_813"", ""conflict_preserved"": true}",4,hard
fullcontact_1195,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Ameriprise_Financial"", ""conflict_preserved"": true}",4,hard
fullcontact_119,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Aurubis"", ""conflict_preserved"": true}",4,hard
fullcontact_216,dbpedia,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://dbpedia.org/resource/Citrix_Systems"", ""conflict_preserved"": true}",4,hard
fullcontact_132,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_132"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/Weir_Group,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/weir-group/"", ""conflict_preserved"": true}",4,hard
http://dbpedia.org/resource/ITC_Hotels,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/itc/"", ""conflict_preserved"": true}",4,hard
fullcontact_173,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/brown-forman/"", ""conflict_preserved"": true}",4,hard
fullcontact_841,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_841"", ""conflict_preserved"": true}",4,hard
fullcontact_708,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_708"", ""conflict_preserved"": true}",4,hard
fullcontact_282,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_282"", ""conflict_preserved"": true}",4,hard
fullcontact_762,fullcontact,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""fullcontact_762"", ""conflict_preserved"": true}",4,hard
fullcontact_779,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/united-parcel-service/"", ""conflict_preserved"": true}",4,hard
fullcontact_189,forbes,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""http://www.forbes.com/companies/capita/"", ""conflict_preserved"": true}",4,hard
