entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
dbpedia_251,dbpedia,franchise,NBA Jam (series),NBA Jam franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""725200cfe80da5e8f0442b68ec08bdc3880c4300dbf7b805af4cbc0454554b78.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_271,dbpedia,franchise,Total War (video game series),The Total War video game series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""0f300abfd42688e49a140f083b09445f3f942aa7a24a367e608333aeec2a0724.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_274,dbpedia,franchise,The Bard's Tale,The Tale,eda_random_delete,"{""position"": 1, ""token_removed"": ""Bard's""}",1,hard
dbpedia_277,dbpedia,franchise,Metro (franchise),Metro franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""ee73a1550891759484fb8ca15528629e5368ebfb0f570200163a976e5228f207.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_286,dbpedia,franchise,Bejeweled (series),Bejeweled game series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""9cca6ff672a976277bdd3929a1cb3f6e26df1ccf62fd16eacf796fdc35ff0698.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_299,dbpedia,franchise,Driver (series),Series driver,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""34334cf1dc5acb2fc5dd92bda10dd10691651680c86b2f2d6eac340d07edc56a.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_309,dbpedia,franchise,Monster Jam,Monster Jam Event,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""d9937527499428a83aebb40892933ba55837da293fef0370d29384ea4dd80c2f.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_320,dbpedia,franchise,NCAA Football (video game series),National Collegiate Athletic Association football video game series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""b617bdac991a746afb1d702f2a4ab3bb1c6136d6e97c2e7b59dd4272ec197bdb.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_332,dbpedia,franchise,The Sims,The,eda_random_delete,"{""position"": 1, ""token_removed"": ""Sims""}",1,hard
dbpedia_367,dbpedia,franchise,Science Adventure,Science,eda_random_delete,"{""position"": 1, ""token_removed"": ""Adventure""}",1,hard
dbpedia_374,dbpedia,franchise,Mega Man (original series),Mega Man series),eda_random_delete,"{""position"": 2, ""token_removed"": ""(original""}",1,hard
dbpedia_402,dbpedia,franchise,List of X-Men video games,X-Men video game list,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""ceebae4a6ce6d769286aa2e34352bd513c3be3ca148525929893f5dda8b18c67.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_411,dbpedia,franchise,Monster Jam,Monster Jam Event,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""d9937527499428a83aebb40892933ba55837da293fef0370d29384ea4dd80c2f.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_416,dbpedia,franchise,Monster Jam,Monster,eda_random_delete,"{""position"": 1, ""token_removed"": ""Jam""}",1,hard
dbpedia_430,dbpedia,franchise,Just Dance (video game series),The Just Dance video game franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""3ae3eecda7173d7d8263d6ecf2b76db913f660c48603bbbc6a920e1c42a84138.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_438,dbpedia,franchise,Monster Jam,Monster,eda_random_delete,"{""position"": 1, ""token_removed"": ""Jam""}",1,hard
dbpedia_439,dbpedia,franchise,The Walking Dead (video game series),The game Dead (video Walking series),eda_random_swap,"{""positions"": [4, 1], ""tokens_before"": [""game"", ""Walking""], ""tokens_after"": [""Walking"", ""game""], ""n_swaps"": 1}",1,hard
dbpedia_450,dbpedia,franchise,Rock Band,Rock music group,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""422a053063f4e9b5b8265f9036dd85b09b0144fa100760dab0633485f514cd1e.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_462,dbpedia,franchise,Tom Clancy's Rainbow Six,Tom Clancy’s Rainbow Six franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""737e69ce77125626875aac6029e24fdfdeeaed0ecc2cd597b474133ede6f0d04.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_467,dbpedia,franchise,Monster Jam,Jam Monster,eda_random_swap,"{""positions"": [0, 1], ""tokens_before"": [""Monster"", ""Jam""], ""tokens_after"": [""Jam"", ""Monster""], ""n_swaps"": 1}",1,hard
dbpedia_490,dbpedia,franchise,Grid (series),Grid series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""8cfb0a17c3fe63ecda786bce5f5a148dcf0240af2a13c7f411fb995fb527a8ee.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_496,dbpedia,franchise,Risen (series),Risen franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""74df61c5b9dd4227421f091104dd8d4a7277fc57d001d918a9d529df527015a1.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_499,dbpedia,franchise,Fire Pro Wrestling,Fire Pro,eda_random_delete,"{""position"": 2, ""token_removed"": ""Wrestling""}",1,hard
dbpedia_505,dbpedia,franchise,Drawn to Life (video game series),Life to Drawn (video game series),eda_random_swap,"{""positions"": [0, 2], ""tokens_before"": [""Drawn"", ""Life""], ""tokens_after"": [""Life"", ""Drawn""], ""n_swaps"": 1}",1,hard
dbpedia_508,dbpedia,franchise,Bejeweled (series),Bejeweled,eda_random_delete,"{""position"": 1, ""token_removed"": ""(series)""}",1,hard
dbpedia_512,dbpedia,franchise,Chaos Rings,Rings Chaos,eda_random_swap,"{""positions"": [1, 0], ""tokens_before"": [""Rings"", ""Chaos""], ""tokens_after"": [""Chaos"", ""Rings""], ""n_swaps"": 1}",1,hard
dbpedia_516,dbpedia,franchise,Monster Jam,Jam Monster,eda_random_swap,"{""positions"": [1, 0], ""tokens_before"": [""Jam"", ""Monster""], ""tokens_after"": [""Monster"", ""Jam""], ""n_swaps"": 1}",1,hard
dbpedia_522,dbpedia,franchise,Dragon Age,Dragon,eda_random_delete,"{""position"": 1, ""token_removed"": ""Age""}",1,hard
dbpedia_527,dbpedia,franchise,Fire Pro Wrestling,Fire Wrestling,eda_random_delete,"{""position"": 1, ""token_removed"": ""Pro""}",1,hard
dbpedia_529,dbpedia,franchise,Harry Potter video games,Video games based on Harry Potter,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""bc427ea4137adca3cbdc6760d82e4468e987f40f1ee0cba01ca7260e33c3758c.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_549,dbpedia,franchise,Tony Hawk's (series),Hawk's Tony (series),eda_random_swap,"{""positions"": [1, 0], ""tokens_before"": [""Hawk's"", ""Tony""], ""tokens_after"": [""Tony"", ""Hawk's""], ""n_swaps"": 1}",1,hard
dbpedia_564,dbpedia,franchise,Just Dance (video game series),game Dance (video Just series),eda_random_swap,"{""positions"": [3, 0], ""tokens_before"": [""game"", ""Just""], ""tokens_after"": [""Just"", ""game""], ""n_swaps"": 1}",1,hard
dbpedia_581,dbpedia,franchise,Virtual On,On Virtual,eda_random_swap,"{""positions"": [0, 1], ""tokens_before"": [""Virtual"", ""On""], ""tokens_after"": [""On"", ""Virtual""], ""n_swaps"": 1}",1,hard
dbpedia_639,dbpedia,franchise,Scribblenauts (video game series),Scribblenauts video game franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""5ab28e0d10d7ea541b1636f1e8d0b97ad921a2efd71572f78b36565395122992.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_652,dbpedia,franchise,Madden NFL,NFL Madden,eda_random_swap,"{""positions"": [0, 1], ""tokens_before"": [""Madden"", ""NFL""], ""tokens_after"": [""NFL"", ""Madden""], ""n_swaps"": 1}",1,hard
dbpedia_687,dbpedia,franchise,SpongeBob SquarePants video games,SquarePants video games,eda_random_delete,"{""position"": 0, ""token_removed"": ""SpongeBob""}",1,hard
dbpedia_690,dbpedia,franchise,Monster Jam,Monster Jam Event,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""d9937527499428a83aebb40892933ba55837da293fef0370d29384ea4dd80c2f.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_697,dbpedia,franchise,List of Pac-Man video games,Compilation of Pac-Man video games,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""34c95fde124f2c9cf4129d60f62defef482a25e136c3579f30d509c5262d32d1.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_717,dbpedia,franchise,Oddworld,Oddworld series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""6e7a589169ba5ba4d1b131ce31907d9c8506cd810def3c5b5fc93c87f50b667a.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_733,dbpedia,franchise,Guitar Hero,Hero,eda_random_delete,"{""position"": 0, ""token_removed"": ""Guitar""}",1,hard
dbpedia_752,dbpedia,franchise,Star Wars: Jedi Knight,Star Wars: Knight of the Jedi,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""b293915ae8197ccee55564ccd85cbb2e68cc3408287b11407ff99a47718d13ee.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_779,dbpedia,franchise,Monster Jam,Monster Jam Event,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""d9937527499428a83aebb40892933ba55837da293fef0370d29384ea4dd80c2f.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_783,dbpedia,franchise,Guilty Gear,Gear,eda_random_delete,"{""position"": 0, ""token_removed"": ""Guilty""}",1,hard
dbpedia_787,dbpedia,franchise,Mortal Kombat,Kombat Mortal,eda_random_swap,"{""positions"": [1, 0], ""tokens_before"": [""Kombat"", ""Mortal""], ""tokens_after"": [""Mortal"", ""Kombat""], ""n_swaps"": 1}",1,hard
dbpedia_798,dbpedia,franchise,Super Monkey Ball (series),Super Monkey (series),eda_random_delete,"{""position"": 2, ""token_removed"": ""Ball""}",1,hard
dbpedia_828,dbpedia,franchise,Samurai Warriors,Warriors Samurai,eda_random_swap,"{""positions"": [0, 1], ""tokens_before"": [""Samurai"", ""Warriors""], ""tokens_after"": [""Warriors"", ""Samurai""], ""n_swaps"": 1}",1,hard
dbpedia_838,dbpedia,franchise,NASCAR Racing,NASCAR race simulation,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""4a1e7caf45fdf8a045bb26ec2ef620e1717ed0a301afdde52737ffae31ca7643.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_844,dbpedia,franchise,Battlefield (video game series),Battlefield video game franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""3fd7de5cb891ac1df4e06a7f78e6fa64815a16c333e37f6c0df336e6270cd5cf.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_851,dbpedia,franchise,NFL Quarterback Club,NFL Quarterback,eda_random_delete,"{""position"": 2, ""token_removed"": ""Club""}",1,hard
dbpedia_866,dbpedia,franchise,Minecraft (franchise),Minecraft series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""d060722ae67109165ddbc6d284269e0d1581d9b46dfa331a906dbf3e6adf06a5.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_872,dbpedia,franchise,EA Sports NASCAR series,EA Sports NASCAR franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""ad272953ccd6dc6c36c2abe36f3209c7faf56b79edcebaf4019fd3d1f0898193.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_881,dbpedia,franchise,Monster Jam,Monster,eda_random_delete,"{""position"": 1, ""token_removed"": ""Jam""}",1,hard
dbpedia_883,dbpedia,franchise,List of Xevious media,Xevious media list,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""a0754dd6c154a9cfd7dcb6ef543e1010d222c731af794e1aacf6cacb508d48f0.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_889,dbpedia,franchise,Monster Jam,Monster Jam Event,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""d9937527499428a83aebb40892933ba55837da293fef0370d29384ea4dd80c2f.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_916,dbpedia,franchise,Dragon Quest,Quest Dragon,eda_random_swap,"{""positions"": [0, 1], ""tokens_before"": [""Dragon"", ""Quest""], ""tokens_after"": [""Quest"", ""Dragon""], ""n_swaps"": 1}",1,hard
dbpedia_925,dbpedia,franchise,Monster Jam,Monster Jam Event,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""d9937527499428a83aebb40892933ba55837da293fef0370d29384ea4dd80c2f.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_929,dbpedia,franchise,Tom Clancy's Rainbow Six,Tom Clancy’s Rainbow Six franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""737e69ce77125626875aac6029e24fdfdeeaed0ecc2cd597b474133ede6f0d04.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_949,dbpedia,franchise,Hatsune Miku: Project DIVA,Hatsune Miku Project DIVA,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""e3071fba92d7a820ae3948f5f8654628ec8ed2947cc99726f6ffecb65de09666.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_976,dbpedia,franchise,Gauntlet (series),(series),eda_random_delete,"{""position"": 0, ""token_removed"": ""Gauntlet""}",1,hard
dbpedia_993,dbpedia,franchise,Unreal (video game series),series) (video game Unreal,eda_random_swap,"{""positions"": [3, 0], ""tokens_before"": [""series)"", ""Unreal""], ""tokens_after"": [""Unreal"", ""series)""], ""n_swaps"": 1}",1,hard
dbpedia_995,dbpedia,franchise,Monster Jam,Jam,eda_random_delete,"{""position"": 0, ""token_removed"": ""Monster""}",1,hard
dbpedia_1023,dbpedia,franchise,Asphalt (series),Asphalt game series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""1fffbaa93d06d44d5be77404d67666cf93ac6c00ea5a1c99f2bdbd6960a9a6c1.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1061,dbpedia,franchise,Oddworld,Oddworld series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""6e7a589169ba5ba4d1b131ce31907d9c8506cd810def3c5b5fc93c87f50b667a.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1094,dbpedia,franchise,Shadowman (comics),Shadowman comic series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""ff4bcf44e380ef642bbdbf37e53827fb6a2e5a2d0847500e272f14d461444ddf.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1099,dbpedia,franchise,Thief (series),Thief franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""e28d99637000b9007853979799f2d357723879e849b76c9dd51ca84a29225e66.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1114,dbpedia,franchise,Doom (franchise),The Doom franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""e89c2aa6218664cbd69eb763fdfd6ce7618f8ae7698e2f1df582167cbb288a36.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1118,dbpedia,franchise,Minecraft (franchise),Minecraft series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""d060722ae67109165ddbc6d284269e0d1581d9b46dfa331a906dbf3e6adf06a5.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1126,dbpedia,franchise,Monster Jam,Jam,eda_random_delete,"{""position"": 0, ""token_removed"": ""Monster""}",1,hard
dbpedia_1131,dbpedia,franchise,Oddworld,Oddworld series,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""6e7a589169ba5ba4d1b131ce31907d9c8506cd810def3c5b5fc93c87f50b667a.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1132,dbpedia,franchise,Monster Jam,Monster Jam Event,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""d9937527499428a83aebb40892933ba55837da293fef0370d29384ea4dd80c2f.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1150,dbpedia,franchise,Guilty Gear,Gear Guilty,eda_random_swap,"{""positions"": [1, 0], ""tokens_before"": [""Gear"", ""Guilty""], ""tokens_after"": [""Guilty"", ""Gear""], ""n_swaps"": 1}",1,hard
dbpedia_1154,dbpedia,franchise,Mario (franchise),Mario media franchise,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""de89a4b770ffb3ad5dcbbfc0e8fe6061f00078e49ebd0c2f40bab594726233fe.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1175,dbpedia,franchise,James Bond in video games,James Bond in videogames,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""f1f9cb4a9305414408dfee9b7d26b945c8ff701af22194405dc0b62b64d0ec28.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1181,dbpedia,franchise,Tropico (video game),Tropico video game,llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""d3b79cc36dbf51126be6f55eaf8dc0c41795d3b85ea99fdffc22404a75ef6988.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1188,dbpedia,franchise,Dragon Knight (hentai),Dragon Knight (adult hentai),llm_paraphrase_secondary,"{""prompt_version"": ""v2"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""e962b8ea9e5fe5ee77008927b88477e483e609f085a93ff61150f949d3c387cc.json"", ""committee_passed"": true, ""contamination_check"": {""ngram_overlap_passed"": true, ""first_token_probe_passed"": true}}",1,hard
dbpedia_1218,dbpedia,franchise,Monster Jam,Jam Monster,eda_random_swap,"{""positions"": [0, 1], ""tokens_before"": [""Monster"", ""Jam""], ""tokens_after"": [""Jam"", ""Monster""], ""n_swaps"": 1}",1,hard
dbpedia_1222,dbpedia,franchise,Monster Jam,Jam Monster,eda_random_swap,"{""positions"": [0, 1], ""tokens_before"": [""Monster"", ""Jam""], ""tokens_after"": [""Jam"", ""Monster""], ""n_swaps"": 1}",1,hard
