entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
crossref-00263,crossref,authors,"['Bonnie Westra', ' Steven Johnson', ' Samira Ali', ' Karen Bavuso', ' Christopher Cruz', ' Sarah Collins', ' Meg Furukawa', ' Mary Hook', ' Anne LaFlamme', ' Kay Lytle', ' Lisiane Pruinelli', ' Tari Rajchel', ' Theresa Settergren', ' Kathryn Westman', ' Luann Whittenburg']","['Bonnie Westra', ' Steven Johnson', ' Samira Ali', ' Karen BavUso', ' Christopher Cruz', ' Sarah Collins', ' Meg Furukawa', ' Mary Hook', ' Anne LaFlamme', ' Kay Lytle', ' Lisiane Pruinelli', ' Tari Rajchel', ' Theresa Settergren', ' Kathryn Westman', ' Luann Whittenburg']",case_corrupt,"{""position"": 63, ""original"": ""u"", ""replacement"": ""U""}",6,hard
crossref-00312,crossref,authors,"['Illkyun Im', ' Dongryeol Shin', ' Jongpil Jeong']","['Illkyun Im', ' Dongryeol Sh8n', ' J0ngpil J3ong']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [29, 37, 45], ""chars"": [""8"", ""0"", ""3""], ""originals"": [""i"", ""o"", ""e""], ""use_adjacency"": true}",6,hard
crossref-00327,crossref,authors,"['Chenyu Wang', ' Guoai Xu', ' Wenting Li']","['Chenyu Wang', ' 6uoai Xu', ' Wcnting Li']",ocr_confuse,"{""positions"": [18, 32], ""chars"": [""6"", ""c""], ""originals"": [""G"", ""e""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00330,crossref,authors,"['Mohammed Q. Qutaish', ' Zhuxian Zhou', ' David Prabhu', ' Yiqiao Liu', ' Mallory R. Busso', ' Donna Izadnegahdar', ' Madhusudhana Gargesha', ' Hong Lu', ' Zheng-Rong Lu', ' David L. Wilson']","['Mohammed Q. Qutaish', ' Zhuxian Zhou', ' David Probhu', ' Yiqiao Liu', ' Mallory R. Busso', ' Donna Izadnegahdar', ' Madhusudhana Gargesha', ' Hong Lu', ' Zheng-Rong Lu', ' David L. Wi1son']",ocr_confuse,"{""positions"": [51, 186], ""chars"": [""o"", ""1""], ""originals"": [""a"", ""l""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00337,crossref,authors,"['Milad Taleby Ahvanooey', ' Qianmu Li', ' Hiuk Jae Shim', ' Yanyan Huang']","['M8lad Taleby Ahvanooey', ' Qianmh Li', ' Hiuk Jae Ahim', ' Yanyan Huang']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [3, 34, 52], ""chars"": [""8"", ""h"", ""A""], ""originals"": [""i"", ""u"", ""S""], ""use_adjacency"": true}",6,hard
crossref-00339,crossref,authors,"['Chao Liu', ' Jing Guo', ' Philippe Poignet']","['Choo Liu', ' Jing Guo', ' Philippe Poignct']",ocr_confuse,"{""positions"": [4, 42], ""chars"": [""o"", ""c""], ""originals"": [""a"", ""e""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00340,crossref,authors,"['Yilin Yang', ' Liang Huang', ' Mingbo Ma']","['Yilin Yang', ' Liang Huang', ' Mingbo M",truncate,"{""cut_length"": 3, ""removed_chars"": ""a']""}",6,hard
crossref-00353,crossref,authors,"['Yijia Liu', ' Yi Zhu', ' Wanxiang Che', ' Bing Qin', ' Nathan Schneider', ' Noah A. Smith']","['Yijia Liu', ' Yi Zhu', ' Wanxiang Che', ' Bing Qin', ' Nathan Schnwider', ' Noah W. Skith']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [68, 83, 87], ""chars"": [""w"", ""W"", ""k""], ""originals"": [""e"", ""A"", ""m""], ""use_adjacency"": true}",6,hard
crossref-00366,crossref,authors,"['Steffen Hillemacher', ' Stefan Kriebel', ' Evgeny Kusmenko', ' Mike Lorang', ' Bernhard Rumpe', ' Albi Sema', ' Georg Strobl', ' Michael von Wenckstern']","['Steffen Hillemacher', ' Stefan Kriebel', ' Evgeny Kusmenko', ' Mike Lorang', ' Bernhard Rumpe', ' Albi Sema', ' Geo rg Strobl', ' Michael von Wenckstern']",whitespace_corrupt,"{""sub_op"": ""space_insert"", ""position"": 117}",6,hard
crossref-00368,crossref,authors,"['Max Sommer', ' Albert D. Ritzhaupt']","['Max 5ommer', ' A1bert D. Ritzhaupt']",ocr_confuse,"{""positions"": [6, 18], ""chars"": [""5"", ""1""], ""originals"": [""S"", ""l""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00390,crossref,authors,"['Haifeng Li', ' Xiaohua Chen', ' Yuejin Zhang', ' Mo Hai']","['Haifeng Li', ' Xiaohua Chen',' Yuejin Zhang', ' Mo Hai']",whitespace_corrupt,"{""sub_op"": ""space_delete"", ""position"": 31}",6,hard
crossref-00408,crossref,authors,"['Allen Yilun Lin', ' Joshua Ford', ' Eytan Adar', ' Brent Hecht']","['Allen Yilun Lin', ' Joshua Ford', ' Eytan Adar', ' Brent Hech",truncate,"{""cut_length"": 3, ""removed_chars"": ""t']""}",6,hard
crossref-00409,crossref,authors,"['Xudong Hong', ' Asad Sayeed', ' Vera Demberg']","['Xudong Hong', ' Asad Sayeed', ' Vera Dember",truncate,"{""cut_length"": 3, ""removed_chars"": ""g']""}",6,hard
crossref-00413,crossref,authors,"['Yan Wang', ' Luping Zhou', ' Lei Wang', ' Biting Yu', ' Chen Zu', ' David S. Lalush', ' Weili Lin', ' Xi Wu', ' Jiliu Zhou', ' Dinggang Shen']","['Yan Wang', ' Luping Zhou', ' Lei Wang', ' Biting Yu', ' Chen Zu', ' David S. Lalush', ' Weili Lin', ' Xi Wu',' Jiliu Zhou', ' Dinggang Shen']",whitespace_corrupt,"{""sub_op"": ""space_delete"", ""position"": 111}",6,hard
crossref-00430,crossref,authors,"['Md. Tanvir Hossan', ' Mostafa Zaman Chowdhury', ' Amirul Islam', ' Yeong Min Jang']","['Md. Tanvir Hossan', ' Mostafa Zaman Cho3dhury', ' Amirul Iskam', ' Yeong Min Nang']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [41, 61, 79], ""chars"": [""3"", ""k"", ""N""], ""originals"": [""w"", ""l"", ""J""], ""use_adjacency"": true}",6,hard
crossref-00465,crossref,authors,"['Alfonso González-Briones', ' José A. Castellanos-Garzón', ' Yeray Mezquita Martín', ' Javier Prieto', ' Juan M. Corchado']","['Alfonso Gonzá1ez-Briones', ' José A. Costellanos-Garzón', ' Yeray Mezquita Martín', ' Javier Prieto', ' Juan M. Corchado']",ocr_confuse,"{""positions"": [15, 40], ""chars"": [""1"", ""o""], ""originals"": [""l"", ""a""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00486,crossref,authors,"['Shaonan Wang', ' Jiajun Zhang', ' Chengqing Zong']","['Shoonon Wang', ' Jiajun Zhang', ' Chengqing Zong']",ocr_confuse,"{""positions"": [4, 7], ""chars"": [""o"", ""o""], ""originals"": [""a"", ""a""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00499,crossref,authors,"['Aaron Steven White', ' Rachel Rudinger', ' Kyle Rawlins', ' Benjamin Van Durme']","['Aaron Steven White', ' Rachel 4udibger', ' Kyle Fawlins', ' Benjamin Van Durme']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [32, 36, 50], ""chars"": [""4"", ""b"", ""F""], ""originals"": [""R"", ""n"", ""R""], ""use_adjacency"": true}",6,hard
crossref-00506,crossref,authors,"['Lijun Song', ' Zhongxing Duan', ' Bo He', ' Zhe Li']","['Lijun Song', ' Zhongxing Duan', ' Bo He', ' Zhe L",truncate,"{""cut_length"": 3, ""removed_chars"": ""i']""}",6,hard
crossref-00507,crossref,authors,"['Abhimanyu Dubey', ' Esteban Moro', ' Manuel Cebrian', ' Iyad Rahwan']","['Abhimanyu Dubey', ' Esteban Moro', ' Manuel Cebrian', ' Iyad Rahwa",truncate,"{""cut_length"": 3, ""removed_chars"": ""n']""}",6,hard
crossref-00512,crossref,authors,"['Stonbraker Samantha', ' Cho Hwayoung', ' Hermosi Gabriella', ' Pichon Adrienne', ' Schnall Rebecca']","['Stonbraker Samantha', ' Ch0 Hwayoubg', ' Hermosi Gabriella', ' Pichon Adrienne', ' Sdhnall Rebecca']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [28, 36, 86], ""chars"": [""0"", ""b"", ""d""], ""originals"": [""o"", ""n"", ""c""], ""use_adjacency"": true}",6,hard
crossref-00517,crossref,authors,"['Wenwen Gong', ' Lianyong Qi', ' Yanwei Xu']","['Wenwen Gong',' Lianyong Qi', ' Yanwei Xu']",whitespace_corrupt,"{""sub_op"": ""space_delete"", ""position"": 15}",6,hard
crossref-00522,crossref,authors,"['R. Mastani Shabestari', ' R. Ezzati', ' T. Allahviranloo']","['R. Mastani Shabcstari', ' R. Ezzati', ' T. Al1ahviranloo']",ocr_confuse,"{""positions"": [17, 47], ""chars"": [""c"", ""1""], ""originals"": [""e"", ""l""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00525,crossref,authors,"['James Thorne', ' Andreas Vlachos', ' Christos Christodoulopoulos', ' Arpit Mittal']","['James Thorne', ' Andreas Vlachos', ' Chrisgos Vhristodoulop9ulos', ' Arpit Mittal']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [44, 48, 61], ""chars"": [""g"", ""V"", ""9""], ""originals"": [""t"", ""C"", ""o""], ""use_adjacency"": true}",6,hard
crossref-00536,crossref,authors,"['Jun Yang', ' Jing Na', ' Guanbin Gao', ' Chao Zhang']","['Jun Yzng', ' Jing Na', ' Guanbin Fao', ' Chao Zhanh']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [7, 35, 52], ""chars"": [""z"", ""F"", ""h""], ""originals"": [""a"", ""G"", ""g""], ""use_adjacency"": true}",6,hard
crossref-00557,crossref,authors,"['Yuhao Zhang', ' Peng Qi', ' Christopher D. Manning']","['Yuhao Zhang', ' Peng Qi', ' Christopher D. Manning",truncate,"{""cut_length"": 2, ""removed_chars"": ""']""}",6,hard
crossref-00559,crossref,authors,"['Xuetong Chen', ' Martin D. Sykora', ' Thomas W. Jackson', ' Suzanne Elayan']","['Xueting Fhen', ' Martin D. Sykora', ' Thomas W. Jackson', ' Suzanns Elayan']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [6, 10, 68], ""chars"": [""i"", ""F"", ""s""], ""originals"": [""o"", ""C"", ""e""], ""use_adjacency"": true}",6,hard
crossref-00577,crossref,authors,"['Baumeister Dorothea', ' Neugebauer Daniel', ' Rothe J&ouml;rg']","['Baumeister Dorothea', ' Ncugcbauer Daniel', ' Rothe J&ouml;rg']",ocr_confuse,"{""positions"": [27, 30], ""chars"": [""c"", ""c""], ""originals"": [""e"", ""e""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00586,crossref,authors,"['Bin Li', ' Hong Fu']","['8in Li', ' Hong Fu']",ocr_confuse,"{""positions"": [2], ""chars"": [""8""], ""originals"": [""B""], ""ocr_kind"": [""single""]}",6,hard
crossref-00594,crossref,authors,"['Leila Bahri', ' Sarunas Girdzijauskas']","['Lcila Bahri', ' Sarunas Girdzijauskos']",ocr_confuse,"{""positions"": [3, 37], ""chars"": [""c"", ""o""], ""originals"": [""e"", ""a""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00597,crossref,authors,"['Tomáš Bajtoš', ' Andrej Gajdoš', ' Lenka Kleinová', ' Katarína Lučivjanská', ' Pavol Sokol']","['Tomáš Bajtoš', ' Andrej Gajdoš', ' Lcnka Kleinová', ' Katarína Lučivjanská', ' Povol Sokol']",ocr_confuse,"{""positions"": [38, 82], ""chars"": [""c"", ""o""], ""originals"": [""e"", ""a""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00618,crossref,authors,"['Nitish Gupta', ' Mike Lewis']","['Bitieh Gupga', ' Mike Lewis']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [2, 6, 12], ""chars"": [""B"", ""e"", ""g""], ""originals"": [""N"", ""s"", ""t""], ""use_adjacency"": true}",6,hard
crossref-00637,crossref,authors,"['Jasper Huang', ' Fabio Di Troia', ' Mark Stamp']","['Jasped Huang', ' Dabio Di Troia', ' Jark Stamp']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [7, 19, 38], ""chars"": [""d"", ""D"", ""J""], ""originals"": [""r"", ""F"", ""M""], ""use_adjacency"": true}",6,hard
crossref-00640,crossref,authors,"['Juan Pablo Cárdenas', ' Gerardo Vidal', ' Carolina Urbina', ' Gastón Olivares', ' Pablo Rodrigo', ' Miguel Fuentes']","['Juan Pablo Cárdenas', ' Gerardo Vidal', ' Carolina Urbina', ' Gastón OLivares', ' Pablo Rodrigo', ' Miguel Fuentes']",case_corrupt,"{""position"": 72, ""original"": ""l"", ""replacement"": ""L""}",6,hard
crossref-00641,crossref,authors,"['Rafael Grosso', ' Jesús Muñuzuri', ' Alejandro Escudero-Santana', ' Elena Barbadilla-Martín']","['Rafael Grosso', ' Jesús Muñuzuri', ' Alejandro Escudero-Santana', ' ElenaBarbadilla-Martín']",whitespace_corrupt,"{""sub_op"": ""space_delete"", ""position"": 75}",6,hard
crossref-00657,crossref,authors,"['Wayne Xiong', ' Lingfeng Wu', ' Jun Zhang', ' Andreas Stolcke']","['Wayne Xiong', ' LingfeNg Wu', ' Jun Zhang', ' Andreas Stolcke']",case_corrupt,"{""position"": 24, ""original"": ""n"", ""replacement"": ""N""}",6,hard
crossref-00665,crossref,authors,"['Martino Mensio', ' Giuseppe Rizzo', ' Maurizio Morisio']","['Martino Mensio', ' 6iuscppe Rizzo', ' Maurizio Morisio']",ocr_confuse,"{""positions"": [21, 25], ""chars"": [""6"", ""c""], ""originals"": [""G"", ""e""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00668,crossref,authors,"['Ximeng Liu', ' Yang Yang', ' Kim-Kwang Raymond Choo', ' Huaqun Wang']","['Ximeng Liu', ' Yang Yang', ' Kim-Kwang Roymond Cboo', ' Huaqun Wang']",ocr_confuse,"{""positions"": [42, 50], ""chars"": [""o"", ""b""], ""originals"": [""a"", ""h""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00685,crossref,authors,"['Arjun Chandrasekaran', ' Viraj Prabhu', ' Deshraj Yadav', ' Prithvijit Chattopadhyay', ' Devi Parikh']","['Arjun Chandrasekaran', ' Viraj Prabhu', ' Deshraj Yadav', ' Prithvijit Chattopadhyay', ' Devi Parik",truncate,"{""cut_length"": 3, ""removed_chars"": ""h']""}",6,hard
crossref-00686,crossref,authors,"['Zizhen Zhang', ' Ranjit Kumar Upadhyay', ' Rashmi Agrawal', ' Jyotiska Datta']","['Zizhen Zhang', ' Ranjit Kumar Upadhyay', ' Rashmi Agrawal', ' Jyotiska Datta",truncate,"{""cut_length"": 2, ""removed_chars"": ""']""}",6,hard
crossref-00705,crossref,authors,"['Magnus Egerstedt', ' Jonathan N. Pauli', ' Gennaro Notomista', ' Seth Hutchinson']","['Magnus Egerstedt', ' Jonathan N. Pauli', ' Gennafo Notomistq', ' Seth H7tchinson']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [50, 61, 73], ""chars"": [""f"", ""q"", ""7""], ""originals"": [""r"", ""a"", ""u""], ""use_adjacency"": true}",6,hard
crossref-00718,crossref,authors,"['Univ. Valenciennes', ' CNRS', ' UMR 8201- LAMIH', ' F-59313 Valenciennes', ' France', ' Mokhtar Bouain', ' Karim M. A. Ali', ' Denis Berdjag', ' Nizar Fakhfakh', ' Rabie Ben Atitallah']","['Univ. Valenciennes', ' CNRS', ' UMR 8201- LAMIH', ' F-59313 Valenciennes', ' France', ' Mokhtar Bouain', ' Karim M. A. Ali', ' DenisBerdjag', ' Nizar Fakhfakh', ' Rabie Ben Atitallah']",whitespace_corrupt,"{""sub_op"": ""space_delete"", ""position"": 134}",6,hard
crossref-00747,crossref,authors,"['Ji Wen', ' Xu Sun', ' Xuancheng Ren', ' Qi Su']","['Ji Wen', ' Xu S7n', ' Duancheng Ren', ' Qi S8']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [17, 24, 46], ""chars"": [""7"", ""D"", ""8""], ""originals"": [""u"", ""X"", ""u""], ""use_adjacency"": true}",6,hard
crossref-00748,crossref,authors,"['Mohammad Al-Naser', ' Hiroki Ohashi', ' Sheraz Ahmed', ' Katsuyuki Nakamura', ' Takayuki Akiyama', ' Takuto Sato', ' Phong Nguyen', ' Andreas Dengel']","['Mohammad Al-Naser', ' Hiroki Ohashi', ' Sheraz Ahmed', ' Katsuyuki Nakamura', ' Taksyuki Amiyama', ' Takuto Sato', ' Phong Nguyen', ' Andreas Denhel']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [85, 92, 147], ""chars"": [""s"", ""m"", ""h""], ""originals"": [""a"", ""k"", ""g""], ""use_adjacency"": true}",6,hard
crossref-00776,crossref,authors,"['Matthew Peters', ' Mark Neumann', ' Luke Zettlemoyer', ' Wen-tau Yih']","['Matthew Peters', ' Mark Neumann', ' Luke Zettlemoyer', ' Wen-tau Yih",truncate,"{""cut_length"": 2, ""removed_chars"": ""']""}",6,hard
crossref-00779,crossref,authors,"['Preksha Nema', ' Mitesh M. Khapra']","['P5eksha Nema', ' Motesh M. Kgapra']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [3, 20, 30], ""chars"": [""5"", ""o"", ""g""], ""originals"": [""r"", ""i"", ""h""], ""use_adjacency"": true}",6,hard
crossref-00802,crossref,authors,"['Reza Saneei Moghadam', ' Ricardo Colomo-Palacios']","['Reza Saneei Moghadam', ' Ricardo Colomo-Palacio",truncate,"{""cut_length"": 3, ""removed_chars"": ""s']""}",6,hard
crossref-00807,crossref,authors,"['Salman Mohammed', ' Peng Shi', ' Jimmy Lin']","['Sslmah Mojammed', ' Peng Shi', ' Jimmy Lin']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [3, 7, 11], ""chars"": [""s"", ""h"", ""j""], ""originals"": [""a"", ""n"", ""h""], ""use_adjacency"": true}",6,hard
crossref-00823,crossref,authors,"['Gábor Berend', ' Márton Makrai', ' Péter Földiák']","['Gábor Berend', ' Márton Makrqi', ' Péfee Földiák']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [30, 39, 41], ""chars"": [""q"", ""f"", ""e""], ""originals"": [""a"", ""t"", ""r""], ""use_adjacency"": true}",6,hard
crossref-00827,crossref,authors,"['Li Xiaozhou', ' Zhang Zheying', ' Stefanidis Kostas']","['Li Xiaozhou', ' Zh ang Zheying', ' Stefanidis Kostas']",whitespace_corrupt,"{""sub_op"": ""space_insert"", ""position"": 20}",6,hard
crossref-00841,crossref,authors,"['Davide Taibi', ' Valentina Lenarduzzi', ' Claus Pahl']","['Dabide Taibi', ' Valsntina Lenarduzzi', ' Flaus Pahl']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [4, 22, 44], ""chars"": [""b"", ""s"", ""F""], ""originals"": [""v"", ""e"", ""C""], ""use_adjacency"": true}",6,hard
crossref-00853,crossref,authors,"['Joakim Nivre', ' Paola Marongiu', ' Filip Ginter', ' Jenna Kanerva', ' Simonetta Montemagni', ' Sebastian Schuster', ' Maria Simi']","['Joakim Nivre', ' Paola Marongiu', ' Filip Ginter', ' Jenna Kanerva', ' Simonetta Montemagni', ' Sebastian Schuster', ' Maria Simi",truncate,"{""cut_length"": 2, ""removed_chars"": ""']""}",6,hard
crossref-00887,crossref,authors,"['Kaci Souhila', ' van der Torre Leendert', ' Villata Serena']","['Kaei Souhila', ' van der Torre Leendert', ' Villata Screna']",ocr_confuse,"{""positions"": [4, 55], ""chars"": [""e"", ""c""], ""originals"": [""c"", ""e""], ""ocr_kind"": [""single"", ""single""]}",6,hard
crossref-00893,crossref,authors,"['Chengying Mao', ' Weisong Xiao']","['Chdngying Map', ' Weising Xiao']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [4, 14, 24], ""chars"": [""d"", ""p"", ""i""], ""originals"": [""e"", ""o"", ""o""], ""use_adjacency"": true}",6,hard
crossref-00910,crossref,authors,['Peter Jansen'],['Peger Jqns3n'],typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [4, 9, 12], ""chars"": [""g"", ""q"", ""3""], ""originals"": [""t"", ""a"", ""e""], ""use_adjacency"": true}",6,hard
crossref-00927,crossref,authors,"['Moustafa Alzantot', ' Yash Sharma', ' Ahmed Elgohary', ' Bo-Jhang Ho', ' Mani Srivastava', ' Kai-Wei Chang']","['Mouetafa Alzantot', ' Yash Suarma', ' Ahmed Elgohary', ' Bo-Jhang Ho', ' Mani Srivastava', ' Kai-Wei Chsng']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [5, 30, 105], ""chars"": [""e"", ""u"", ""s""], ""originals"": [""s"", ""h"", ""a""], ""use_adjacency"": true}",6,hard
crossref-00932,crossref,authors,"['Christian Lins', ' Sebastian Fudickar', ' Alexander Gerka', ' Andreas Hein']","['Chriwtian Lins', ' Sebzstian Fudickar', ' Alexander Gerka', ' Andreas H3in']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [6, 24, 73], ""chars"": [""w"", ""z"", ""3""], ""originals"": [""s"", ""a"", ""e""], ""use_adjacency"": true}",6,hard
crossref-00944,crossref,authors,"['Bektur Ryskeldiev', ' Michael Cohen', ' Jens Herder']","['Bektur Ryskeldiev', ' Michael Cohen', ' Jens Herde",truncate,"{""cut_length"": 3, ""removed_chars"": ""r']""}",6,hard
crossref-00983,crossref,authors,"['Shuxia Yang', ' Xianguo Zhu', ' Weishang Guo']","['ShuxiA Yang', ' Xianguo Zhu', ' Weishang Guo']",case_corrupt,"{""position"": 7, ""original"": ""a"", ""replacement"": ""A""}",6,hard
crossref-01037,crossref,authors,"['Xu Shuiqing', ' Zhang Ke', ' Chai Yi', ' He Yigang', ' Feng Li']","['Xu Shuiqing', ' Zhang Ke', ' Chai Yi', ' He Yigang', ' Feng Li'",truncate,"{""cut_length"": 1, ""removed_chars"": ""]""}",6,hard
crossref-01040,crossref,authors,['Andrew L. Kun'],['Andrew L. Kun',truncate,"{""cut_length"": 1, ""removed_chars"": ""]""}",6,hard
crossref-01050,crossref,authors,"['Huan Zhang', ' Asim Ali', ' Jianing Gao', ' Rongjun Ban', ' Xiaohua Jiang', ' Yuanwei Zhang', ' Qinghua Shi']","['Huan Zhang', ' Asim Ali', ' Jianing Gao', ' Rongjun Ban', ' Xiaohuw Jiang', ' Yuanwei Ahanh', ' Qinghua Shi']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [68, 88, 92], ""chars"": [""w"", ""A"", ""h""], ""originals"": [""a"", ""Z"", ""g""], ""use_adjacency"": true}",6,hard
crossref-01069,crossref,authors,"['Yuexuan Wang', ' Yucheng Dong', ' Hengjie Zhang', ' Yuan Gao']","['Yuexuan Wang', ' 6ucheng Dong', ' Hengjie Zhanf', ' Yuan Tao']",typo_substitute,"{""edit_type"": ""substitute"", ""positions"": [19, 48, 59], ""chars"": [""6"", ""f"", ""T""], ""originals"": [""Y"", ""g"", ""G""], ""use_adjacency"": true}",6,hard
