entity_id,source,attribute,original_value,reason,knob,level
crossref-01190,crossref,authors,"[Ana Margarida Pisco Almeida, Hugo Sérgio Almeida, Margarida Figueiredo-Braga]",cell_collision_with_prior_knob,6,hard
crossref-01294,crossref,authors,Prajit Dhar and Arianna Bisazza,cell_collision_with_prior_knob,6,hard
crossref-01310,crossref,authors,"Mager Kann', ' Jesus Manuel ['Katharina Hois', ' Ivan Vladimir Meza Ruiz', ' Hinrich Schütze']",cell_collision_with_prior_knob,6,hard
crossref-01370,crossref,authors,"Flavio Massimiliano Cecchini, Marco Passarotti, Paola Marongiu e Daniel Zeman",cell_collision_with_prior_knob,6,hard
crossref-01475,crossref,authors,"['Urs Wegmüller', ' Charles Werner', ' Othmar Frey', Christophe Magnard', ' Tazio Strozzi']",cell_collision_with_prior_knob,6,hard
crossref-01489,crossref,authors,"['Han ' ' Tao Jiang', Bao', Kaibin Chu', ' Mo Chen', ' Quan Xu', ' Bocheng Bao']",cell_collision_with_prior_knob,6,hard
crossref-01547,crossref,authors,"Wilfred H. Knol, Jannes Slomp, Roel L.J. Schouteten, and Kristina Lauche",cell_collision_with_prior_knob,6,hard
crossref-01587,crossref,authors,"Fan Gao, Tianhe Xu, Nazi Wang, Chunhua Jiang, Yujun Du, Wenfeng Nie, and Guochang Xu",cell_collision_with_prior_knob,6,hard
crossref-01653,crossref,authors,Mehmet Güray Ünsal ve Ezgi Nazman,cell_collision_with_prior_knob,6,hard
crossref-01654,crossref,authors,Li Zeng and Lei Zou,cell_collision_with_prior_knob,6,hard
crossref-01790,crossref,authors,Dodds'],cell_collision_with_prior_knob,6,hard
crossref-01810,crossref,authors,"Sirur', ' Jason R.C. Nurse', ' Helena Webb']",cell_collision_with_prior_knob,6,hard
crossref-01982,crossref,authors,Hamed R. Bonab and Fazli Can,cell_collision_with_prior_knob,6,hard
crossref-02034,crossref,authors,"Pomeranets', Sohangir', ' Dingding Wang', ' Anna ['Sahar ' Taghi M. Khoshgoftaar']",cell_collision_with_prior_knob,6,hard
crossref-02039,crossref,authors,"Erik J. Bekkers, Da Chen, and Jorg M. Portegies",cell_collision_with_prior_knob,6,hard
crossref-02122,crossref,authors,"['Dingwen ' Huazhu Fu', ' Junwei Han', ' Ali Borji', ' Xuelong Li']",cell_collision_with_prior_knob,6,hard
crossref-02200,crossref,authors,"['Yanliang Zhang', ' Maofa Fang', ' Qingping Kang', ' Guodong Zhou']",cell_collision_with_prior_knob,6,hard
crossref-02294,crossref,authors,"['Mike Nevill'] ' Tamara Thelwall',",cell_collision_with_prior_knob,6,hard
crossref-02394,crossref,authors,"Yunmok Son, Juhwan Noh, Jaeyeong Choi, and Yongdae Kim",cell_collision_with_prior_knob,6,hard
crossref-02405,crossref,authors,"Monireh Jahani Sayyad Noveiri, Sohrab Kordrostami, Jie Wu, and Alireza Amirteimoori",cell_collision_with_prior_knob,6,hard
crossref-02469,crossref,authors,"Cao', ' Liyan Xie', ' Yao Xie', ' Huan Xu']",cell_collision_with_prior_knob,6,hard
crossref-02508,crossref,authors,"['Alba Santa Soriano', ' Carolina Lorenzo Álvarez', ' María Rosa Torres Valdés']",cell_collision_with_prior_knob,6,hard
crossref-02512,crossref,authors,"['Ehsan Mousavi Khaneghah', ' Amirhosein Noorabad ShowkatAbad', ' Reyhaneh Reyhani Ghahroodi']",cell_collision_with_prior_knob,6,hard
crossref-02559,crossref,authors,"['Lixin Zhang', ' Changjie Fang', Shenglan ' Chen']",cell_collision_with_prior_knob,6,hard
crossref-02624,crossref,authors,"['Hai‐Tao Zheng', Zhe Wang', ' Wei Wang', ' Arun Kumar Sangaiah', ' Xi Xiao', ' Congzhi Zhao']",cell_collision_with_prior_knob,6,hard
crossref-02683,crossref,authors,"['Jakub Cabal', ' Pavel Benáček', ' Lukáš Kekely', ' Michal Kekely', ' Viktor Puš', ' Jan",cell_collision_with_prior_knob,6,hard
crossref-02697,crossref,authors,"Trung Dong Huynh, Mark Ebden, Joel Fischer, Stephen Roberts, and Luc Moreau",cell_collision_with_prior_knob,6,hard
crossref-02719,crossref,authors,"['Claus Weihs', ' Ickstadt'] Katja",cell_collision_with_prior_knob,6,hard
crossref-02721,crossref,authors,"['Juan J. ' Felipe Gonzalez', ' Kerrie Mengersen', ' Kevin Sandino', Gaston']",cell_collision_with_prior_knob,6,hard
crossref-02727,crossref,authors,"[Robin N. Thompson, Christopher A. Gilligan, Nik J. Cunniffe]",cell_collision_with_prior_knob,6,hard
crossref-02821,crossref,authors,Stephan Krusche and Andreas Seitz,cell_collision_with_prior_knob,6,hard
crossref-02910,crossref,authors,"Babaei', ' Zahra Saadatizadeh', ' Pedram Chavoshipour Heris']",cell_collision_with_prior_knob,6,hard
crossref-03023,crossref,authors,"Jun Qian, Zhendong Niu, and Chongyang Shi",cell_collision_with_prior_knob,6,hard
crossref-03033,crossref,authors,"Tom Williams, Daria Thames, Julia Novakoff, and Matthias Scheutz",cell_collision_with_prior_knob,6,hard
crossref-03117,crossref,authors,Daniela Rus and Cynthia Sung,cell_collision_with_prior_knob,6,hard
crossref-03140,crossref,authors,"['Xiaoying Jia', ' Debiao He', ' Qin Liu', ' Raymond Choo']",cell_collision_with_prior_knob,6,hard
crossref-03203,crossref,authors,"Fei', ' Tengjiao Zhang', ' Weiyang Shi', ' Tianwei Yu']",cell_collision_with_prior_knob,6,hard
crossref-03381,crossref,authors,"['Susana Lagüela', ' Gesto', Dorado', ' Manuel Iago ' Pedro Arias', ' Diego González-Aguilera', ' Henrique Lorenzo']",cell_collision_with_prior_knob,6,hard
crossref-03424,crossref,authors,"['Cuifen Zhang', 'Lina Hao', 'Li Fan']",cell_collision_with_prior_knob,6,hard
crossref-03455,crossref,authors,"' Okada', ' Denise Whitelock', ' Wayne Holmes', ['Alexandra Chris Edwards']",cell_collision_with_prior_knob,6,hard
crossref-03531,crossref,authors,"Marquos Zaki*, Ali Alquraini**, and Tarek Sheltami",cell_collision_with_prior_knob,6,hard
crossref-03532,crossref,authors,"[Jaime A. Teixeira da Silva, Judit Dobránszki]",cell_collision_with_prior_knob,6,hard
crossref-03591,crossref,authors,"['Xiao Yu', ' Man Wu', ' Yiheng Jian', ' Kwabena Ebo Bennin', ' Mandi Chuanxiang ' Fu', Ma']",cell_collision_with_prior_knob,6,hard
crossref-03676,crossref,authors,"Xiaofeng Liu, Zhong-Ren Peng, and Li-Ye Zhang",cell_collision_with_prior_knob,6,hard
crossref-03680,crossref,authors,Martin Halicek; James V. Little; Xu Wang; Mihir R. Patel; Christopher C. Griffith; Amy Y. Chen; Baowei Fei,cell_collision_with_prior_knob,6,hard
crossref-03857,crossref,authors,"['Irene Fitzpatrick'] ' Geraldine Posch',",cell_collision_with_prior_knob,6,hard
crossref-03880,crossref,authors,"['Margaret Flemings', ' Shanzay Kazmi', ' Rachel ' Orit Shaer']",cell_collision_with_prior_knob,6,hard
crossref-03917,crossref,authors,"Miguel Ángel Sánchez-Tena, Cristina Alvarez-Peregrina, Mª Carolina Valbuena-Iglesias y Pablo Ruisoto Palomera",cell_collision_with_prior_knob,6,hard
crossref-03945,crossref,authors,<Same>,cell_collision_with_prior_knob,6,hard
crossref-03970,crossref,authors,"['Bin ' ' Haijiao Zhang', ' Yongbin Liu', ' Fang Liu', ' Siliang Lu', Ju', Zhijia Dai']",cell_collision_with_prior_knob,6,hard
crossref-04033,crossref,authors,"['Jiwei Tan', ' Xiaojun Wan', ' Hui Liu', ' Xiao']",cell_collision_with_prior_knob,6,hard
crossref-04158,crossref,authors,"Nassiri', ['Mahdi ' Gholamreza Baghersalimi']",cell_collision_with_prior_knob,6,hard
crossref-04163,crossref,authors,"['Jiawei Li', ' Andy C. Ma', ' Pong J. Yuen']",cell_collision_with_prior_knob,6,hard
crossref-04187,crossref,authors,"['Ji Zhang', ' Yanwen Xiong', Lynn Rogers', ' Glen P Carter', ' Nigel French']",cell_collision_with_prior_knob,6,hard
crossref-04330,crossref,authors,"[Zhen Yang, Jing Lian, Shouliang Li, Yanan Guo, Yunliang Qi, Yide Ma]",cell_collision_with_prior_knob,6,hard
crossref-04394,crossref,authors,Daniel A. Levinthal and Maciej Workiewicz,cell_collision_with_prior_knob,6,hard
crossref-04460,crossref,authors,Sunil Kr. Jha and Zulfiqar Ahmad,cell_collision_with_prior_knob,6,hard
crossref-04461,crossref,authors,"Wang', ' Hainan Guo', ' Monique Bakker', ' Kwok-Leung Tsui']",cell_collision_with_prior_knob,6,hard
crossref-04525,crossref,authors,"Johan Frishammar, Javier Cenamor, Harald Cavalli-Björkman, Emma Hernell, and Johan Carlsson",cell_collision_with_prior_knob,6,hard
crossref-04526,crossref,authors,"['Shams Qazi', ' Raad Raad', ' Yi Mu', ' Susilo']",cell_collision_with_prior_knob,6,hard
crossref-04551,crossref,authors,"Chongyang Ning, Yong He, Min Wu, and Shaowu Zhou",cell_collision_with_prior_knob,6,hard
crossref-04694,crossref,authors,H. Robert Frost,cell_collision_with_prior_knob,6,hard
crossref-04740,crossref,authors,"['Young Jun', ' Seon Kim', Florentin Smarandache']",cell_collision_with_prior_knob,6,hard
crossref-04853,crossref,authors,"[""Ilyas Nurmemet"", ""Vasit Sagan"", ""Jian-Li Ding"", ""Ümüt Halik"", ""Abdulla Abliz"", ""Zaytungul Yakup""]",cell_collision_with_prior_knob,6,hard
crossref-04877,crossref,authors,"Samma', ' Shahrel Azmin Suandi', ' Junita Mohamad-Saleh']",cell_collision_with_prior_knob,6,hard
crossref-04961,crossref,authors,"Huang', ' Kuan‐Ching Li', ' Xiaofeng Chen']",cell_collision_with_prior_knob,6,hard
crossref-04968,crossref,authors,"' Hassanein', ' Zahra Lari', ['Mohamed Naser El-Sheimy']",cell_collision_with_prior_knob,6,hard
crossref-05074,crossref,authors,"['Laewoo (Leo) Kang', ' Steven Journal Jackson', ' Phoebe Sengers']",cell_collision_with_prior_knob,6,hard
crossref-05083,crossref,authors,"['Ashish Kumar', Rama Manjeet Kumar', ' ' Komaragiri']",cell_collision_with_prior_knob,6,hard
crossref-05135,crossref,authors,"Larwan Berke, Sushant Kafle, and Matt Huenerfauth",cell_collision_with_prior_knob,6,hard
crossref-05189,crossref,authors,"['Jining Bao', ' Yunzhou Zhang', ' Xiaolin ' Rui Zheng']",cell_collision_with_prior_knob,6,hard
crossref-05260,crossref,authors,"Hsin-Ruey Tsai, Jun Rekimoto",cell_collision_with_prior_knob,6,hard
crossref-05287,crossref,authors,['Jonathan,cell_collision_with_prior_knob,6,hard
crossref-05455,crossref,authors,"['Thomas Kosch', ' Paweł Albrecht Woźniak', ' Erin Brady', ' W. Schmidt']",cell_collision_with_prior_knob,6,hard
crossref-05507,crossref,authors,"Zhicong Lu, Haijun Xia, Seongkook Heo, and Daniel Wigdor",cell_collision_with_prior_knob,6,hard
crossref-05672,crossref,authors,"Jiaxin Li, Yuxi Chen, Haopeng Liu, Shan Lu, Yiming Zhang, Haryadi S. Gunawi, Xiaohui Gu, Xicheng Lu, and Dongsheng Li",cell_collision_with_prior_knob,6,hard
crossref-05678,crossref,authors,"['Fuhan Yan', ' Jiuchuan Jiang', ' Kai Yichuan ' Di', Jiang', ' Zhifeng Hao']",cell_collision_with_prior_knob,6,hard
crossref-05759,crossref,authors,"['José Cano', ' David R. White', ' Alejandro ' Ciaran McCreesh', ' Anna Lito Michala', ' Jeremy Singer', ' Vijay Nagarajan']",cell_collision_with_prior_knob,6,hard
crossref-05769,crossref,authors,"Jianxin Ma, Peng Cui, and Wenwu Zhu",cell_collision_with_prior_knob,6,hard
crossref-05774,crossref,authors,"Rui Guan, Jianfeng Xue, Chao Yang, Jing Jin, Jianjun Zhou",cell_collision_with_prior_knob,6,hard
crossref-05849,crossref,authors,Pooja Rani and G. S. Mahapatra,cell_collision_with_prior_knob,6,hard
crossref-05860,crossref,authors,"Nina Narodytska, Shiva Kasiviswanathan, Leonid Ryzhyk, Mooly Sagiv, and Toby Walsh",cell_collision_with_prior_knob,6,hard
crossref-05891,crossref,authors,"['Yi Tay', ' Minh Phan', ' Luu Anh Tuan', ' Siu Cheung",cell_collision_with_prior_knob,6,hard
crossref-05892,crossref,authors,"Rui Luo, Weinan Zhang, Xiaojun Xu, and Jun Wang",cell_collision_with_prior_knob,6,hard
crossref-05974,crossref,authors,"['Chaojie Mao', ' Yingming Li', ' Yaqing Zhang', ' Zhang', Zhongfei ' Xi Li']",cell_collision_with_prior_knob,6,hard
crossref-05977,crossref,authors,"Shahid Ismail, Imran Siddiqi, and Usman Akram",cell_collision_with_prior_knob,6,hard
crossref-06027,crossref,authors,"Xiaohan Zhao, Bo Zong, Ziyu Guan, Kai Zhang, and Wei Zhao",cell_collision_with_prior_knob,6,hard
crossref-06086,crossref,authors,"Zheng Yong', ' Minghui Zhu', ' Emilio Frazzoli']",cell_collision_with_prior_knob,6,hard
crossref-06089,crossref,authors,"['Ludovic Cottret', ' Clément Frainay', Maxime Chazalviel', ' Floréal Cabanettes', ' Yoann Gloaguen', ' Etienne Camenen', ' Benjamin Merlet', ' Stéphanie Heux', ' Jean-Charles Portais', ' Nathalie Poupin', ' Florence Vinson', ' Fabien Jourdan']",cell_collision_with_prior_knob,6,hard
crossref-06152,crossref,authors,"['Ferdinando Martino', ' Salvatore Sessa']",cell_collision_with_prior_knob,6,hard
crossref-06204,crossref,authors,"['Harel Yedidsion', ' Roie Zivan', Farinelli'] Alessandro '",cell_collision_with_prior_knob,6,hard
crossref-06256,crossref,authors,"Markus Leitner, Ivana Ljubić, Martin Luipersbeck, and Markus Sinnl",cell_collision_with_prior_knob,6,hard
crossref-06354,crossref,authors,"['Yueyuan ' Cheng-Chew Lim', ' Fei Liu']",cell_collision_with_prior_knob,6,hard
crossref-06363,crossref,authors,"Zhiguo Yan, Yunxia Song, and Ju H. Park",cell_collision_with_prior_knob,6,hard
crossref-06371,crossref,authors,"Javier A. Gallegos, Manuel A. Duarte-Mermoud, and Rafael Castro-Linares",cell_collision_with_prior_knob,6,hard
crossref-06382,crossref,authors,"['G. Dellino', ' T. Laudadio', ' R. ' N. Mastronardi', ' C. Meloni']",cell_collision_with_prior_knob,6,hard
crossref-06425,crossref,authors,Liping Yan and Xiucun Wang,cell_collision_with_prior_knob,6,hard
crossref-06466,crossref,authors,"Dazhen Lin, Fan Lin, Yanping Lv, Feipeng Cai, Donglin Cao",cell_collision_with_prior_knob,6,hard
crossref-06487,crossref,authors,"['Alessandra Caggiano', ' Luigi Nele', ' Fraunhofer Joint Laboratory of Excellence on Advanced Production Technology (Fh-J_LEAPT UniNaples) P.le Tecchio 80', ' Naples 80125', ' Italy', ' Department of Industrial Engineering', ' University of Naples Federico University ' Naples', ' Italy', ' Department of Chemical', ' Materials and Industrial Production Engineering', ' II', of Naples Federico II', ' Naples', ' Italy']",cell_collision_with_prior_knob,6,hard
crossref-06613,crossref,authors,L. Khodayari and M. Ranjbar,cell_collision_with_prior_knob,6,hard
crossref-06820,crossref,authors,"['Kathrin M Seibt', ' Thomas Schmidt', Tony ' Heitkam']",cell_collision_with_prior_knob,6,hard
crossref-06848,crossref,authors,"Yixuan Ren, Tao Ye, Mengxing Huang, and Siling Feng",cell_collision_with_prior_knob,6,hard
crossref-06999,crossref,authors,"['Amol V. Dhumane', ' Rajesh S.",cell_collision_with_prior_knob,6,hard
crossref-07007,crossref,authors,"['Ameneh Shamekhi', Timothy Bickmore']",cell_collision_with_prior_knob,6,hard
crossref-07147,crossref,authors,Jihene Kaabi and Youssef Harrath,cell_collision_with_prior_knob,6,hard
crossref-07355,crossref,authors,"Chunyang Chen, Ting Su, Guozhu Meng, Zhenchang Xing, and Yang Liu",cell_collision_with_prior_knob,6,hard
crossref-07454,crossref,authors,"['Hussam Ahmed', ' Mohamad Fadli Zolkipli', ' Musheer Ahmad']",cell_collision_with_prior_knob,6,hard
crossref-07520,crossref,authors,"Tao Yu', ' Zhixing Li', ' Gang Yin', ' ['Yue Wang', ' Huaimin Wang']",cell_collision_with_prior_knob,6,hard
crossref-07581,crossref,authors,"Qin Lin, Sridha Adepu, Sicco Verwer, and Aditya Mathur",cell_collision_with_prior_knob,6,hard
crossref-07727,crossref,authors,"['John Beck', Carroll', ' Jordan M. ' Shipi Dhanorkar', ' Jomara Binda', ' Srishti Gupta', ' Haining Zhu']",cell_collision_with_prior_knob,6,hard
crossref-07860,crossref,authors,"['Utkarsh Soni', ' Yafeng Lu', ' Brett Hansen', ' Helen C. Purchase', ' Stephen Kobourov', Ross Maciejewski']",cell_collision_with_prior_knob,6,hard
crossref-08019,crossref,authors,"Tang'] Mondal', ' Poulami Banerjee', ' Hong ['Ashok",cell_collision_with_prior_knob,6,hard
crossref-08135,crossref,authors,"[Jie Yang, Guoyin Wang, Qinghua Zhang]",cell_collision_with_prior_knob,6,hard
crossref-08138,crossref,authors,"Ryan T. Modrak, Dmitry Borisov, Matthieu Lefebvre, and Jeroen Tromp",cell_collision_with_prior_knob,6,hard
crossref-08286,crossref,authors,"['Jack Jewson', ' Jim Q. Smith', Chris Holmes']",cell_collision_with_prior_knob,6,hard
crossref-08336,crossref,authors,"Sahar Imtiaz, Georgios P. Koudouridis, Hadi Ghauch, and James Gross",cell_collision_with_prior_knob,6,hard
crossref-08428,crossref,authors,"['Hiba Yahyaoui', ' Islem ' ' Saoussen Krichen', Kaabachi', Abdulkader Dekdouk']",cell_collision_with_prior_knob,6,hard
crossref-08478,crossref,authors,"Xiaochen Liu, Yurong Jiang, Puneet Jain, and Kyu-Han Kim",cell_collision_with_prior_knob,6,hard
crossref-08481,crossref,authors,"[""Peng Liu"", ""Bozhao Qi"", ""Suman Banerjee""]",cell_collision_with_prior_knob,6,hard
crossref-08580,crossref,authors,"Anthony Kougkas, Hariharan Devarajan, and Xian-He Sun",cell_collision_with_prior_knob,6,hard
crossref-08635,crossref,authors,"['Tao Chen', ' Rami Bahsoon', ' Yao']",cell_collision_with_prior_knob,6,hard
crossref-08677,crossref,authors,"Christian Koch, Johannes Pfannmüller, Amr Rizk, David Hausheer, and Ralf Steinmetz",cell_collision_with_prior_knob,6,hard
crossref-08758,crossref,authors,"Yiwei Zhang, Weiming Zhang, Kejiang Chen, Jiayang Liu, Yujia Liu, and Nenghai Yu",cell_collision_with_prior_knob,6,hard
crossref-08846,crossref,authors,"Zhao', Yao', ' Yiran ['Shuochao ' Shaohan Hu', ' Tarek Abdelzaher']",cell_collision_with_prior_knob,6,hard
crossref-09038,crossref,authors,"['Anna R. Karlin', ' Shayan Oveis Gharan', ' Weber'] Robbie",cell_collision_with_prior_knob,6,hard
crossref-09090,crossref,authors,"Mohamed Abdel-Basset, Gunasekaran Manogaran, Ahmed E. Fakhry, and Ibrahim El-Henawy",cell_collision_with_prior_knob,6,hard
crossref-09094,crossref,authors,Ali Ahmadian Ramaki; Abbas Rasoolzadegan; Abbas Ghaemi Bafghi,cell_collision_with_prior_knob,6,hard
crossref-09107,crossref,authors,"['A. S. Albahri', ' A. A. Zaidan', ' O. S. Albahri', ' B. B. Zaidan', ' A. Alsalem']",cell_collision_with_prior_knob,6,hard
crossref-09164,crossref,authors,"[Liqiang Lu, Yun Liang]",cell_collision_with_prior_knob,6,hard
crossref-09216,crossref,authors,"['María-Teresa Lorente', Luis Eduardo Owen', ' ' Montano']",cell_collision_with_prior_knob,6,hard
crossref-09232,crossref,authors,"Zhixuan Fang, Longbo Huang, and Adam Wierman",cell_collision_with_prior_knob,6,hard
crossref-09277,crossref,authors,"Lucas Paletta, Maria Fellner, Sandra Schüssler, Julia Zuschnegg, Josef Steiner, Alexander Lerch, Lara Lammer und Dimitrios Prodromou",cell_collision_with_prior_knob,6,hard
crossref-09380,crossref,authors,"Liang Wu, Diane Hu, Liangjie Hong, and Huan Liu",cell_collision_with_prior_knob,6,hard
crossref-09409,crossref,authors,"['Gordon V. Cormack', Maura R. Grossman']",cell_collision_with_prior_knob,6,hard
crossref-09417,crossref,authors,Ido Guy and Bracha Shapira,cell_collision_with_prior_knob,6,hard
crossref-09429,crossref,authors,"' Draskovic', ' Milos Cvetanovic', ['Drazen Bosko Nikolic']",cell_collision_with_prior_knob,6,hard
crossref-09561,crossref,authors,"['Renjie Zheng', ' Junkun Qiu'] ' Xipeng Chen',",cell_collision_with_prior_knob,6,hard
crossref-09621,crossref,authors,Long'] ['Hao,cell_collision_with_prior_knob,6,hard
crossref-09635,crossref,authors,"Anoop Kumar Tiwari, Shivam Shreevastava, Tanmoy Som, and K. K. Shukla",cell_collision_with_prior_knob,6,hard
crossref-09667,crossref,authors,"Gengyan Zhao, Fang Liu, Jonathan A. Oler, Mary E. Meyerand, Ned H. Kalin, and Rasmus M. Birn",cell_collision_with_prior_knob,6,hard
crossref-09675,crossref,authors,"[Suman Samanta, Deepu Philip, Shankar Chakraborty]",cell_collision_with_prior_knob,6,hard
crossref-09706,crossref,authors,"Jiaqi Zhao, Licheng Jiao, Shixiong Xia, Vitor Basto Fernandes, Iryna Yevseyeva, Yong Zhou, and Michael T. M. Emmerich",cell_collision_with_prior_knob,6,hard
crossref-09755,crossref,authors,"['Shaolei ' Yue Zhang', ' Wanxiang Che', ' Ting Liu']",cell_collision_with_prior_knob,6,hard
crossref-09832,crossref,authors,"Sihan Ma, Lefei Zhang, Wenbin Hu, Yipeng Zhang, Jia Wu, and Xuelong Li",cell_collision_with_prior_knob,6,hard
crossref-09835,crossref,authors,"['Seunghyeok Hong', ' Hyunbin Kwon', ' Sang Choi', ' Kwang Suk Park']",cell_collision_with_prior_knob,6,hard
crossref-09907,crossref,authors,"' Liu', ['Kai Hua Wang']",cell_collision_with_prior_knob,6,hard
crossref-09931,crossref,authors,"Liu', ['Ming ' Leping Liu', ' Li Liu']",cell_collision_with_prior_knob,6,hard
crossref-09953,crossref,authors,"Fábio R. Assis Neto, Celso A.S. Santos",cell_collision_with_prior_knob,6,hard
crossref-09955,crossref,authors,"['Xingxing ' ' Zhenfeng Zhu', Zhang', Yao Zhao', ' Deqiang Kong']",cell_collision_with_prior_knob,6,hard
crossref-10015,crossref,authors,"['Amin Ghafouri', ' Yevgeniy Vorobeychik', Xenofon Koutsoukos']",cell_collision_with_prior_knob,6,hard
crossref-10021,crossref,authors,"['Peijian ' Chengde Zheng', ' Cheng Zhang', ' Xiaofeng Yu']",cell_collision_with_prior_knob,6,hard
crossref-10123,crossref,authors,"Olabambo I. Oluwasuji, Obaid Malik, Jie Zhang, and Sarvapali D. Ramchurn",cell_collision_with_prior_knob,6,hard
crossref-10169,crossref,authors,"Junfeng Zhang, Panagiotis D. Christofides, Xiao He, Fahad Albalawi, Yinghong Zhao, and Donghua Zhou",cell_collision_with_prior_knob,6,hard
crossref-10273,crossref,authors,"Abrami', Mehler', ' Giuseppe ['Alexander ' Christian Spiekermann', ' Matthias Jostock']",cell_collision_with_prior_knob,6,hard
crossref-10383,crossref,authors,"Kazuma Matsumoto, Ryo Takano, Takato Tatsumi, Hiroyuki Sato, Tim Kovacs, and Keiki Takadama",cell_collision_with_prior_knob,6,hard
crossref-10399,crossref,authors,"Abdel-Rahman Hedar, Abdel-Monem M. Ibrahim, Alaa E. Abdel-Hakim, and Adel A. Sewisy",cell_collision_with_prior_knob,6,hard
crossref-10436,crossref,authors,K. Prema'],cell_collision_with_prior_knob,6,hard
crossref-10462,crossref,authors,Andreas Nuyts and Dominique Devriese,cell_collision_with_prior_knob,6,hard
crossref-10544,crossref,authors,"Neville Grech, George Fourtounis, Adrian Francalanza, and Yannis Smaragdakis",cell_collision_with_prior_knob,6,hard
crossref-10662,crossref,authors,['Ronny ' James Mickens'],cell_collision_with_prior_knob,6,hard
crossref-10671,crossref,authors,"Lin Yang', ' Shuliang Xu', ' ['Rui Feng']",cell_collision_with_prior_knob,6,hard
crossref-10716,crossref,authors,"Tianyang Shi, Qizhi Xu, Zhengxia Zou, and Zhenwei Shi",cell_collision_with_prior_knob,6,hard
crossref-10727,crossref,authors,"['Zahid Hussain', ' Yang'] Miin-Shen",cell_collision_with_prior_knob,6,hard
crossref-10740,crossref,authors,"Tom Diethe, Mike Holmes, Meelis Kull, Miquel Perello Nieto, Kacper Sokol, Hao Song, Emma Tonkin, Niall Twomey, and Peter Flach",cell_collision_with_prior_knob,6,hard
crossref-10945,crossref,authors,"Zhe Chen, Andrew Howe, Hugh T. Blair, and Jason Cong",cell_collision_with_prior_knob,6,hard
crossref-11270,crossref,authors,S.S. Deepika and T.V. Geetha,cell_collision_with_prior_knob,6,hard
